EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,50000.00000000000000000000000000000000000000000000000000000000,12718,37282,37282,1778158863771,1778159115954,198.26890404503566855964891146868467330932617187500000000000
