Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,514,348,0,1778656824541,1778656824614,960823,574505,0
2,0,0,424,145,45,1778656826538,1778656826637,624213,37967,45017
3,0,0,488,31,224,1778656828540,1778656828675,832780,7223,286759
4,0,52,295,0,0,1778656830548,1778656830668,667470,0,0
5,0,0,427,52,50,1778656832548,1778656832646,866953,108257,67374
6,0,0,494,141,79,1778656834545,1778656834679,994659,281695,150132
7,0,0,605,277,113,1778656836551,1778656836683,1150412,525774,208578
8,0,0,407,192,0,1778656838546,1778656838673,759161,356877,0
9,0,0,428,43,32,1778656840550,1778656840709,780610,79904,40962
10,0,0,458,102,38,1778656842553,1778656842695,828181,180507,73929
11,0,56,473,6,43,1778656844563,1778656844793,842722,10912,53048
12,0,6,442,9,56,1778656846565,1778656846900,839861,16524,118796
13,0,0,466,132,27,1778656848553,1778656848682,698862,191200,29824
14,0,42,447,236,46,1778656850567,1778656850897,733520,369114,95914
15,0,306,198,88,110,1778656852543,1778656852720,244287,103770,140517
16,0,206,588,198,84,1778656854560,1778656854842,1422420,211223,168615
17,0,0,574,342,26,1778656856554,1778656856686,940500,283948,35390
18,0,0,312,86,20,1778656858558,1778656858762,716857,74215,37792
19,0,57,338,10,45,1778656860596,1778656861006,965050,9570,73251
20,0,0,463,14,57,1778656862578,1778656862735,1191328,9061,104823
21,0,0,422,9,12,1778656864576,1778656864709,1078925,5031,16573
22,0,374,451,65,15,1778656867267,1778656867485,1369302,83066,38479
23,0,0,523,137,23,1778656868681,1778656868809,1049263,63908,31088
24,0,0,304,69,12,1778656870588,1778656870672,566325,16930,20760
25,0,0,349,0,28,1778656872635,1778656872754,794706,0,37236
27,1,55,85,0,85,1778656876975,1778656877125,213418,0,213418
28,1,0,83,0,83,1778656878546,1778656878754,117350,0,117350
29,1,0,48,0,48,1778656880545,1778656880747,53894,0,53894
30,1,0,158,0,158,1778656882551,1778656882725,139395,0,139395
31,1,0,80,0,80,1778656884557,1778656884737,94181,0,94181
32,1,0,104,0,104,1778656886560,1778656886722,154342,0,154342
33,1,0,50,0,50,1778656888552,1778656888690,51970,0,51970
34,1,0,68,0,68,1778656890551,1778656890700,108439,0,108439
35,1,0,40,0,40,1778656892552,1778656892709,35393,0,35393
36,1,0,55,0,55,1778656894551,1778656894668,84498,0,84498
37,1,0,19,0,19,1778656896553,1778656896686,22358,0,22358
38,1,0,7,0,7,1778656898549,1778656898714,10941,0,10941
39,1,0,21,0,21,1778656900550,1778656900699,24300,0,24300
40,1,0,23,0,23,1778656902552,1778656902678,27658,0,27658
41,1,0,2,0,2,1778656904549,1778656904660,1956,0,1956
42,1,0,11,0,11,1778656906551,1778656906712,7730,0,7730
43,1,0,57,0,57,1778656908554,1778656908681,49543,0,49543
44,1,0,67,0,67,1778656910558,1778656910747,83268,0,83268
