EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,50000.00000000000000000000000000000000000000000000000000000000,5043,44957,44957,1779095482731,1779095530610,1044.30915101412529111257754266262054443359375000000000000000
