TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
49854768643562317787198503789912192436264396320559056617920978010065548770543,1779095502354,1779095509992,1779095512900,1779095510815,1779095512900,,,10546
33785670164754174480324402931257260199665059304074501655656623666739483074502,1779095510336,1779095511450,1779095513035,1779095511664,1779095513035,,,2698
86213112794480322182483598412016176370728628610779103638813268510028269491156,1779095488844,1779095489443,1779095490689,1779095489584,1779095490689,,,1844
32546982759522267605210235661600309982588878236607702950035779339175079401994,1779095490076,1779095492240,1779095494350,1779095492642,1779095494350,,,4274
95881508051158428775868109554484241967771615549166689643627473092461701650734,1779095495947,1779095496777,1779095499137,1779095497000,1779095499137,,,3190
68834577925772894469318488681546279452298459065157112534733075941855059626351,1779095498528,1779095500638,1779095502586,1779095501089,1779095502586,,,4057
15531353678078458396381342820283399216160652505868868812051117848986535364367,1779095507983,1779095510002,1779095510499,,,,,2515
28197294262510120306852468866050090276687043939082325492140961327128402761486,1779095514004,1779095514678,1779095516569,1779095515135,1779095516569,,,2565
48625200213390805288966989883278551084129279540297861941890112325550316007594,1779095504757,1779095516010,1779095516581,,,,,11823
56539469169265887220693832265027169430351126853127344044377430274670422738873,1779095510559,1779095522102,1779095523589,1779095522643,1779095523589,,,13029
85377850298766387746424977839939561681404699750143734446977933367735816563436,1779095480599,1779095484208,1779095485684,1779095484428,1779095485684,,,5084
77955258922237224566731563102024848063492263419221267752692680093845944849888,1779095483987,1779095485973,1779095488721,1779095486147,1779095488721,,,4733
71367022317323413717231332227111994768403146995935411946263485299943093603211,1779095486672,1779095488004,1779095490817,1779095488746,1779095490817,,,4144
95364548030324894148033441086606139534055108883452142089983025344527771226258,1779095490237,1779095492093,1779095494423,1779095492760,1779095494423,,,4186
3879349855900501430170276526623307275945416155940633397724450369272716512409,1779095497379,1779095498628,1779095506691,1779095499137,1779095506691,,,9312
85253775625401325104672088690467193069095676190753983565163138007949589393814,1779095494867,1779095502017,1779095504926,1779095502494,1779095504926,,,10058
85640433901282215968963540918405514876948618074799381657075038635619119201133,1779095497395,1779095504112,1779095505033,,,,,7637
77604479686780596222548498041600821285326226415810971747949092588830275081939,1779095508139,1779095508357,1779095520918,1779095508751,1779095520918,,,12779
86061195134919411559409282072392121223372461586318107552016111259716769860336,1779095490045,1779095492505,1779095494423,1779095492886,1779095494423,,,4377
104479150044420744530323402669632089312474547526185542098742509576743829821291,1779095491495,1779095494094,1779095496866,1779095494711,1779095496866,,,5371
83313788229416721462482975501247561657047541600706669011107406474767375743906,1779095497381,1779095497978,1779095501089,1779095498829,1779095501089,,,3707
1506232532357049502524775839993448712326433054858738581455273117766879724997,1779095493856,1779095502017,1779095504778,1779095502494,1779095504778,,,10922
90677504587699117273960347955085464711487345788262065118989768199578869583498,1779095509287,1779095511990,1779095512999,1779095512208,1779095512999,,,3711
52339442072396022400358948560550767115040251119386944620078255275568505759341,1779095511726,1779095514081,1779095516569,1779095514554,1779095516569,,,4842
104034840353732082371575583961486197464073122687318540988155144676760471487697,1779095512922,1779095514803,1779095516569,1779095515158,1779095516569,,,3646
21830193046988128002398401109432407151722638147245677736709544253626333658521,1779095481700,1779095484081,1779095486741,1779095484428,1779095486741,,,5041
72582270990679128328560609907744037925121473178521799844272220384138029923226,1779095481680,1779095484217,1779095486614,1779095484450,1779095486614,,,4933
11618823936874206454883999051688673179692505171132599183485251532377355323539,1779095487776,1779095490001,1779095492764,1779095490651,1779095492764,,,4987
2609486476162402825225114480984441182199845464673063088165808684962361008532,1779095493845,1779095500101,1779095502906,1779095500593,1779095502906,,,9060
40892512701340797358445311944378643106931456777801676647324244187229386919562,1779095499908,1779095502565,1779095504900,1779095502906,1779095504900,,,4991
21128752882233833884513984524787423592683321232737541145264076473656730576560,1779095510375,1779095511990,1779095513035,1779095512208,1779095513035,,,2660
82695336127950501350376484906934111827606217419349292109782216764819635322578,1779095512755,1779095514248,1779095516820,1779095514623,1779095516820,,,4065
26591166113583124183587136875334693060138295370988565412984486888425336886045,1779095514023,1779095516020,1779095518999,1779095516639,1779095518999,,,4975
39527878286973784847633029752738080458765930874388025668098938888909464239926,1779095480628,1779095484208,1779095486624,1779095484428,1779095486624,,,5996
81933133129234146670114836058842484405755976527204849865056493323584738390182,1779095484123,1779095485973,1779095486520,1779095486147,1779095486520,,,2397
25003763499515237433176934979221210329454990493279457478609550134186745340787,1779095486707,1779095488006,1779095490686,1779095488721,1779095490686,,,3979
81569131484607324416889758492887851764639905262066483169758993108718852475851,1779095500997,1779095501447,1779095502691,1779095501568,1779095502691,,,1694
43807658235297761026005258909708171964957211855801919576759324341746899086102,1779095501057,1779095508077,1779095508640,,,,,7583
26216018092601296682022883865896042378645923958531528461880007484806223606695,1779095501116,1779095508077,1779095510499,1779095508640,1779095510499,,,9383
11630916764261499367361592220726852660729459561099730774091082949692379237616,1779095515145,1779095516307,1779095518999,1779095516702,1779095518999,,,3853
66052163976083246595244981834563882401330537869244616626811868649802199167683,1779095510499,1779095522102,1779095524572,1779095522643,1779095524572,,,14073
99566935831382293844869310498372469952624383982602391532051809047991010675668,1779095480613,1779095484081,1779095484428,,,,,3815
46019264109499517644919153202135707043408290054461091180808325372298550569121,1779095482847,1779095484081,1779095486520,1779095484428,1779095486520,,,3673
9067626903392483257947995754190816659489282933708008735814758991522573934332,1779095486661,1779095488006,1779095488721,,,,,2059
113974239097396633629997089764896856559946851506409633007348518233273019038840,1779095495996,1779095498628,1779095500508,1779095499137,1779095500508,,,4512
103046864847047446934306960846022805488004096034432246989807749283213038839157,1779095502167,1779095508077,1779095508640,,,,,6473
102382928989408995878590099150465350608072874631523739948647532837667161291541,1779095502170,1779095508077,1779095510720,1779095508640,1779095510720,,,8549
76609397009780525429156847637775675589906567167321447937040142189224584212687,1779095509268,1779095510420,1779095522643,1779095510854,1779095522643,,,13374
32444954797388557410631772154158184887127925951837902511015501496610359075852,1779095511722,1779095512214,1779095512999,1779095512626,1779095512999,,,1276
15522273265154751622751506408327503917765301965903547478413190825042840857889,1779095480632,1779095484208,1779095486133,1779095484428,1779095486133,,,5501
10243948902163681430466872958689491786701402739516490780291060804978641988368,1779095486611,1779095488605,1779095490689,1779095489056,1779095490689,,,4077
92793020922032537632673385172296979418472184292457679503738536740737424618089,1779095486670,1779095488858,1779095490686,1779095489083,1779095490686,,,4016
72601888597226057101616481586522233525040981207023760228387026854039126694589,1779095496118,1779095498628,1779095499137,,,,,3018
62692996547234572021939299364907953907247710169995169311233633762469350299961,1779095503499,1779095511996,1779095513035,1779095512254,1779095513035,,,9535
97269675032863512730012837622355884838855521543099238631492363577241851254539,1779095503560,1779095514073,1779095516702,1779095514799,1779095516702,,,13141
99745098414107666709816337792049811486795830831166347275915097489475621054709,1779095517584,1779095518586,1779095528627,1779095518999,1779095528627,,,11043
114881768164206438766482085888803320328091431977537387474112717594512655176164,1779095512761,1779095524115,1779095526871,1779095524730,1779095526871,,,14109
58029675447664988151694008927794036746516010926692481472401042385973589872481,1779095481707,1779095482731,1779095484334,1779095482916,1779095484334,,,2627
