EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,CTX ratio of this epoch
0,50000.00000000000000000000000000000000000000000000000000000000,44957.00000000000000000000000000000000000000000000000000000000,5043,44957,44957,0.89914000000000005030642569181509315967559814453125000000
