Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,78,93,66,0,1778158863800,1778158863851,196931,139743,0
2,0,29,158,34,116,1778158865800,1778158865862,651990,140067,478970
3,0,71,146,54,80,1778158867803,1778158867886,896822,331525,491639
4,0,34,107,32,71,1778158869803,1778158869891,871291,260441,578294
5,0,53,116,31,62,1778158871801,1778158871886,742274,65436,628380
6,0,128,126,24,94,1778158873802,1778158873869,514956,97870,384487
7,0,130,139,26,105,1778158875808,1778158875893,847698,158313,640649
8,0,35,146,33,99,1778158877805,1778158877898,1180959,266573,801335
9,0,43,142,33,93,1778158879805,1778158879870,1033470,66675,934442
10,0,33,135,18,101,1778158881805,1778158881885,544187,72434,407461
11,0,80,174,48,109,1778158883815,1778158883886,1046682,288331,656218
12,0,28,283,157,80,1778158885819,1778158885897,2265587,1256017,641536
13,0,12,424,270,44,1778158887819,1778158887886,1188833,532281,439711
14,0,20,360,260,12,1778158889817,1778158889887,1426105,1029863,47663
15,0,1,416,303,20,1778158891812,1778158891897,2479856,1806058,119461
16,0,87,82,48,1,1778158893808,1778158893912,653606,382602,7978
17,0,83,183,45,116,1778158895811,1778158895905,1285551,87351,1155496
18,0,39,319,178,83,1778158897820,1778158897903,1254684,699707,326991
19,0,40,315,207,39,1778158899815,1778158899886,1861176,1222862,230681
20,0,53,264,165,40,1778158901815,1778158901920,2095284,1309408,317687
21,0,95,100,36,53,1778158903816,1778158903925,616454,68770,526643
22,0,94,156,51,95,1778158905812,1778158905902,605916,197656,369533
23,0,101,143,38,94,1778158907813,1778158907899,839019,222665,551878
24,0,103,133,21,101,1778158909815,1778158909925,1048351,165331,796409
25,0,182,163,15,103,1778158911816,1778158911903,1124298,27433,1014592
26,0,47,271,77,182,1778158913819,1778158913900,1036119,294154,696116
27,0,58,113,27,63,1778158915814,1778158915879,655191,156482,365413
28,0,109,125,19,100,1778158917815,1778158917911,978267,148648,782676
29,0,71,151,30,109,1778158919813,1778158919912,1146691,54167,1070845
30,0,40,170,46,90,1778158921815,1778158921890,642856,173794,340612
31,0,82,198,72,94,1778158923819,1778158923945,1154198,419540,548194
32,0,74,142,34,82,1778158925819,1778158925909,1106132,264765,638899
33,0,41,303,146,93,1778158927828,1778158927908,1280614,257505,910115
34,0,2,445,303,54,1778158929830,1778158929919,1677367,1141715,204060
35,0,20,355,263,2,1778158931832,1778158931920,2045488,1515390,11536
36,0,56,244,149,20,1778158933825,1778158933908,1889985,1154116,154975
37,0,67,121,24,77,1778158935824,1778158935911,826476,41414,750565
38,0,86,139,41,86,1778158937827,1778158937893,514976,151705,318881
39,0,10,447,265,86,1778158939835,1778158939913,2553730,1513578,491833
40,0,6,383,273,10,1778158941831,1778158941914,2952691,2104612,77138
41,0,4,398,310,6,1778158943830,1778158943912,713756,518340,58246
42,0,6,377,283,4,1778158945833,1778158945900,1375820,1032768,14651
43,0,2,389,284,10,1778158947832,1778158947934,2207004,1611212,56851
44,0,9,386,284,2,1778158949832,1778158949939,2962253,2179478,15356
45,0,6,402,286,9,1778158951833,1778158951907,718709,459875,86768
46,0,3,387,281,6,1778158953834,1778158953966,1416101,1028208,21990
47,0,2,396,298,3,1778158955832,1778158955909,2216221,1667759,16810
48,0,11,369,281,2,1778158957836,1778158957929,2808242,2138548,15232
49,0,6,390,293,11,1778158959838,1778158959942,710150,467203,105849
50,0,7,386,290,6,1778158961834,1778158961923,1378679,1035778,21456
51,0,31,85,59,7,1778158963828,1778158963913,472357,327870,38916
52,0,47,139,51,84,1778158965832,1778158965925,1051880,385826,635792
53,0,35,152,80,59,1778158967831,1778158967921,706347,122341,564072
54,0,42,120,67,39,1778158969830,1778158969886,418570,233474,136318
55,0,58,118,50,53,1778158971837,1778158971926,651329,275840,292749
56,0,74,126,46,60,1778158973836,1778158973935,947714,345825,451539
57,0,42,275,163,74,1778158975840,1778158975961,1008279,244910,706216
58,0,5,428,292,42,1778158977856,1778158977987,1506216,1026877,148748
59,0,14,368,268,5,1778158980144,1778158980222,2114474,1539866,28770
60,0,84,89,35,14,1778158981910,1778158982031,672061,264257,105750
61,0,38,195,60,116,1778158983898,1778158983991,1221163,89544,1103247
62,0,54,103,23,61,1778158985882,1778158985957,355834,79347,210954
63,0,65,171,48,109,1778158987882,1778158987975,934675,262175,596032
64,0,86,138,50,77,1778158989876,1778158989959,1027135,371983,573309
65,0,67,149,39,94,1778158991851,1778158991932,960469,53678,884729
66,0,94,158,41,92,1778158993877,1778158993968,538669,139615,313910
67,0,90,172,36,117,1778158995872,1778158995963,928653,194266,631852
68,0,107,132,24,90,1778158997861,1778158997971,977068,177567,666332
69,0,80,167,44,107,1778158999858,1778158999993,1091560,61171,1008146
70,0,78,176,68,80,1778159001858,1778159001940,586592,226373,267012
71,0,4,469,264,96,1778159003904,1778159003972,2512316,1413884,514743
72,0,4,376,272,4,1778159005862,1778159005977,2765057,2000228,29446
73,0,0,398,304,4,1778159007856,1778159007955,548382,394293,37322
74,0,2,377,288,0,1778159009853,1778159009955,1239671,947020,0
75,0,4,372,282,3,1778159011857,1778159011988,1977943,1499401,15969
76,0,10,389,300,7,1778159013850,1778159013944,2827738,2180740,50917
77,0,1,401,301,10,1778159015866,1778159015969,591023,383471,92943
78,0,2,376,283,1,1778159017854,1778159017928,1213036,913001,3232
79,0,3,391,280,3,1778159019857,1778159019934,2043954,1463678,15692
