Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
84,0,0,116,5,109,1778159029817,1778159029910,832100,35846,781914
85,0,0,116,11,101,1778159031817,1778159031933,945886,12710,928555
86,0,0,98,2,94,1778159033816,1778159033910,307067,6253,294558
87,0,0,153,44,96,1778159035820,1778159035917,784877,225501,492747
88,0,0,269,138,71,1778159037825,1778159037901,1911798,980512,504975
89,0,115,198,78,89,1778159039819,1778159039935,934463,86558,813445
90,0,122,197,115,36,1778159041821,1778159041924,609145,355418,111550
91,0,132,305,151,75,1778159043823,1778159043941,1556277,770329,382916
92,0,32,219,133,46,1778159045818,1778159045899,1545543,938534,324735
93,0,0,127,53,63,1778159047816,1778159047873,889576,277657,568833
94,0,47,187,92,75,1778159049822,1778159049911,896030,278486,556981
95,0,0,138,66,55,1778159051823,1778159051899,691245,330288,275882
96,0,0,185,84,81,1778159053828,1778159053891,1293897,587327,566739
97,0,0,181,84,60,1778159055827,1778159055910,988985,307545,540629
98,0,0,166,74,60,1778159057820,1778159057882,795410,218521,482375
99,0,0,197,99,67,1778159059827,1778159059921,982483,493551,334401
100,0,0,182,99,60,1778159061823,1778159061908,1268157,689590,418357
101,0,132,133,48,72,1778159063865,1778159064023,1014875,291219,653797
102,0,0,181,72,85,1778159065831,1778159065914,844020,210655,563136
103,0,90,142,47,74,1778159067969,1778159068040,716161,236676,373737
104,0,98,99,8,88,1778159069942,1778159069989,691428,55812,614688
105,0,81,108,9,98,1778159071947,1778159072005,939217,56805,881457
106,0,21,119,30,81,1778159073912,1778159073985,686259,87452,575486
107,0,20,167,56,90,1778159075883,1778159075934,812508,272123,438337
108,0,0,170,92,60,1778159077846,1778159077918,1161873,628390,410484
109,0,0,156,64,72,1778159079854,1778159079929,1186332,445206,636616
110,0,0,103,9,89,1778159081856,1778159081937,579078,25204,539814
111,0,0,146,45,95,1778159083851,1778159083921,698424,214850,454930
112,0,0,192,84,78,1778159085852,1778159085944,1304777,570565,530447
113,0,0,246,130,65,1778159087855,1778159087944,1318533,531890,571414
114,0,0,199,114,44,1778159089854,1778159089956,726300,314637,298515
115,0,0,236,140,54,1778159091872,1778159091948,1120565,664538,256662
116,0,0,149,69,50,1778159093851,1778159093949,1004875,465218,337377
117,0,0,218,110,73,1778159095853,1778159095913,1231402,459750,635560
118,0,27,126,48,58,1778159097867,1778159098085,607542,136483,414184
119,0,0,243,107,99,1778159099866,1778159100001,1155318,508478,471012
120,0,0,242,139,72,1778159101854,1778159101905,1609966,924507,479257
121,0,0,220,122,61,1778159103847,1778159103899,1059478,412833,527366
122,0,0,104,43,55,1778159105839,1778159105890,568312,112187,440465
123,0,0,101,7,91,1778159107837,1778159107887,464531,32078,418695
124,0,0,103,2,100,1778159109844,1778159109893,678833,13148,659111
125,0,0,224,99,94,1778159111856,1778159111927,1261487,354111,809188
126,0,0,160,81,54,1778159113846,1778159113887,622502,205459,353640
127,0,0,11,0,11,1778159115833,1778159115864,49650,0,49650
128,0,0,0,0,0,1778159117831,1778159117859,0,0,0
129,0,0,0,0,0,1778159119832,1778159119880,0,0,0
130,0,0,0,0,0,1778159121833,1778159121870,0,0,0
