Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,300,165,0,1778651918305,1778651918386,607882,332624,0
2,0,0,321,71,46,1778651920310,1778651920376,632283,138646,91108
3,0,0,194,100,80,1778651922304,1778651922407,229656,94419,79423
4,0,0,295,0,68,1778651924310,1778651924404,769349,0,97599
5,0,0,340,22,79,1778651926314,1778651926388,572077,41640,74762
6,0,0,155,49,52,1778651928306,1778651928395,322947,40045,72100
7,0,0,408,0,95,1778651930324,1778651930432,1055973,0,151344
8,0,0,309,83,7,1778651932331,1778651932458,565121,152098,6848
9,0,0,175,147,10,1778651934309,1778651934416,184168,106560,9280
10,0,0,380,116,105,1778651936320,1778651936399,695469,76149,184495
11,0,0,313,41,73,1778651938326,1778651938432,682904,26500,116385
12,0,0,371,0,25,1778651940336,1778651940457,954206,0,23275
13,0,0,326,53,63,1778651942322,1778651942416,477454,84225,55364
14,0,0,156,14,86,1778651944313,1778651944408,320472,7588,112099
15,0,0,415,0,44,1778651946327,1778651946434,996319,0,38417
16,0,0,356,14,87,1778651948333,1778651948461,527042,21722,103585
17,0,0,343,107,97,1778651950326,1778651950421,620076,49602,81603
18,0,0,325,0,60,1778651952333,1778651952409,754520,0,98205
19,0,0,351,184,42,1778651954326,1778651954425,501438,256662,66706
20,0,0,371,79,35,1778651956333,1778651956459,494719,107897,29015
21,0,0,211,121,56,1778651958326,1778651958426,191456,33762,44128
22,0,0,256,78,25,1778651960341,1778651960442,419723,19706,44950
23,0,0,226,57,6,1778651962341,1778651962462,394834,11047,9820
24,0,0,258,0,1,1778651964344,1778651964451,570774,0,772
25,0,264,24,23,1,1778651966314,1778651966433,26295,25550,745
26,0,0,414,0,12,1778651968339,1778651968488,1290343,0,9528
28,1,0,96,0,96,1778651972485,1778651972540,216666,0,216666
29,1,0,75,0,75,1778651974355,1778651974442,62414,0,62414
30,1,0,47,0,47,1778651976353,1778651976457,55588,0,55588
31,1,0,66,0,66,1778651978339,1778651978412,58255,0,58255
32,1,0,72,0,72,1778651980365,1778651980456,60372,0,60372
33,1,0,90,0,90,1778651982365,1778651982480,73665,0,73665
34,1,0,122,0,122,1778651984373,1778651984455,133710,0,133710
35,1,0,72,0,72,1778651986349,1778651986448,51053,0,51053
36,1,0,60,0,60,1778651988361,1778651988452,78186,0,78186
37,1,0,81,0,81,1778651990348,1778651990474,103209,0,103209
38,1,0,5,0,5,1778651992319,1778651992424,4912,0,4912
39,1,0,7,0,7,1778651994325,1778651994449,8195,0,8195
40,1,4,34,34,0,1778651996337,1778651996440,25364,25364,0
41,1,0,381,0,6,1778651998505,1778651998557,1092309,0,10910
42,1,0,271,5,3,1778652000414,1778652000498,481800,8850,3252
43,1,13,200,51,1,1778652002379,1778652002469,590822,35333,1018
44,1,4,312,0,13,1778652004377,1778652004469,837274,0,26195
45,1,0,387,119,24,1778652006377,1778652006478,606083,182697,28277
46,1,0,119,80,15,1778652008344,1778652008426,129652,31709,14178
47,1,0,411,0,111,1778652010396,1778652010477,895804,0,150029
48,1,0,370,101,24,1778652012377,1778652012460,513431,128308,46269
49,1,0,169,33,57,1778652014339,1778652014435,346093,6600,80803
50,1,0,374,0,20,1778652016382,1778652016467,813950,0,18220
51,1,0,313,60,44,1778652018365,1778652018457,383069,71421,59228
52,1,34,114,0,6,1778652020336,1778652020422,352404,0,11094
53,1,114,290,34,31,1778652022352,1778652022425,590628,70234,43908
54,1,247,237,107,16,1778652024354,1778652024460,597780,114758,13760
55,1,0,345,0,37,1778652026361,1778652026448,990481,0,44960
56,1,0,302,87,17,1778652028356,1778652028470,592214,173303,14365
57,1,244,128,40,25,1778652030588,1778652030637,343040,42884,37059
58,1,23,397,0,37,1778652032547,1778652032619,1169020,0,53768
59,1,0,128,23,41,1778652034368,1778652034447,193870,42827,31488
60,1,0,32,0,32,1778652036337,1778652036441,23676,0,23676
61,1,0,51,0,51,1778652038346,1778652038427,68523,0,68523
62,1,0,10,0,10,1778652040335,1778652040415,16730,0,16730
63,1,0,39,0,39,1778652042381,1778652042461,53753,0,53753
64,1,0,9,0,9,1778652044341,1778652044512,6642,0,6642
65,1,0,26,0,26,1778652046399,1778652046497,29201,0,29201
67,2,0,7,0,7,1778652050931,1778652051002,24933,0,24933
68,2,0,0,0,0,1778652052336,1778652052447,0,0,0
69,2,0,0,0,0,1778652054338,1778652054478,0,0,0
70,2,0,0,0,0,1778652056337,1778652056403,0,0,0
