TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
54216384809323957403548496743036768433991613615325830868299293345937638562304,1778166815924,1778166820122,1778166824237,,,1778166820203,1778166824237,8313
80887564180908178967577936602507444837983915313634591457620114837185424843641,1778166815908,1778166822146,1778166822217,,,,,6308
76231318092523113243998692596762877415627911510442139578924375618746796416260,1778166824983,1778166826175,1778166830208,,,1778166826234,1778166830208,5224
64639814191540458685137353089355270655463554189261934580245893244882852702219,1778166843065,1778166846178,1778166846249,,,,,3184
73692982411846519173433087278553221797476989496150614783366584325565073836709,1778166861158,1778166864186,1778166870248,,,1778166864255,1778166870248,9090
115476481115777378867289657957695402465836941978307924906223560582904459532474,1778166870174,1778166876150,1778166876291,,,,,6116
8114709122575647433778074748635388990318370726758608967446435437997883489390,1778166870221,1778166880154,1778166880383,,,,,10162
113125530572257891194255902210703389829916144951459676735424086380386802428087,1778166879291,1778166882143,1778166886293,,,1778166882231,1778166886293,7001
6178932544461830169402116324791489437048018092226075415604515454141259547872,1778166815913,1778166824123,1778166824202,,,,,8289
65775140308222564264114724540701877405706043335527199908895787432456208250662,1778166870169,1778166876150,1778166876278,,,,,6108
97680672760081447936713943509510085777451408100481432759648021461411916055000,1778166879290,1778166880170,1778166884333,,,1778166880397,1778166884333,5043
37232577722415091306182601212257915990098563082530626613747961129159303000602,1778166888325,1778166894161,1778166894306,,,,,5980
13574459758925376477826089482434946284066484014085048042364421510441814473281,1778166824982,1778166826175,1778166830208,,,1778166826234,1778166830208,5225
43795578628019916488919321212104973685937839128065751701663236153768688551602,1778166824979,1778166834149,1778166834236,,,,,9256
9673141378978721578556095550391253670475256827629872684566041859304013340257,1778166815923,1778166818177,1778166824202,,,1778166818221,1778166824202,8279
32704894458133488586434746460848717756008912395054539503703232312142837629269,1778166861137,1778166866150,1778166866248,,,,,5111
36440669467342018253111877551641159491671196574171333696879250367749332077612,1778166879261,1778166886145,1778166886255,,,,,6994
64670537242606133511339442625311539465228128353910451472602256185465683191922,1778166888342,1778166890141,1778166894307,,,1778166890245,1778166894307,5964
64145000543309170807603969810813001966136073086157365072529017563253832693698,1778166888314,1778166892156,1778166892278,,,,,3964
58810410672899014151916426023889624281064138526863017035553084229179322687489,1778166870211,1778166878157,1778166878325,,,,,8114
52508232676641079306985064981421153969598975585738946287704650651317572304627,1778166897381,1778166904156,1778166904273,,,,,6891
806440402422189915059431650134881602869823866449816504733339668585048506539,1778166815923,1778166818122,1778166820227,,,1778166818195,1778166820227,4303
41618191986644282485215073810856218160340231552394602710771442965424273118828,1778166852107,1778166854142,1778166854216,,,,,2108
58077192799325723951497056510631951438611288205005192999739505758301360624586,1778166852109,1778166856186,1778166856263,,,,,4153
36345410765609294332382256412547253209883690651244556762051129936040208126772,1778166861157,1778166862180,1778166868256,,,1778166862242,1778166868256,7098
40091357461040806903335293373410727641225129015103528805613571351941630391505,1778166834027,1778166840154,1778166840252,,,,,6224
97667534088197360868986145427458641277414260545059831719783947988435478279437,1778166843093,1778166844131,1778166848254,,,1778166844277,1778166848254,5161
15707470979970574305987340592671402422212446871711235002461304729156164036261,1778166870237,1778166874155,1778166880397,,,1778166874255,1778166880397,10159
49111351372061998088567064502150162123659297876994098523256854373779874010766,1778166834047,1778166834172,1778166838238,,,1778166834242,1778166838238,4191
20245004288706664987162637620771520156280280827707284562198413878008889641490,1778166879265,1778166886179,1778166886276,,,,,7011
18289238746554729973135654093213189418301003007174213840918553194438405990194,1778166888308,1778166892156,1778166892278,,,,,3970
52591930460084097987625308751907129558958500223282004738437059407011224749590,1778166897388,1778166906186,1778166906270,,,,,8881
104541486909531800627910843505082164454767697866180750644908042274078006711740,1778166815911,1778166824180,1778166824264,,,,,8353
109327163814711561187398235895940267614963241999281754504977833764673926989232,1778166843071,1778166846178,1778166846249,,,,,3178
72540437203717165078106732630228747303077900846585196958894652591479874473696,1778166843080,1778166848131,1778166848258,,,,,5177
97445985134295221284494603399223063560284645171734560370053239588664616042252,1778166861154,1778166870138,1778166870217,,,,,9063
61049791438540238805316132023286076978752951686213918976368639184587976095988,1778166879260,1778166886179,1778166886276,,,,,7016
16921944334878816380075151696317021671702268913126367237925283580583238757148,1778166815914,1778166824123,1778166824202,,,,,8288
84702936712495814982081675610404693405952701941284892277381176272478229089185,1778166870229,1778166872185,1778166878324,,,1778166872252,1778166878324,8095
4542080566009293680923920014645839502707302267603137650084328888702663037285,1778166888327,1778166896201,1778166896280,,,,,7953
47014414773681042801628417992690573127851666595246030582522000698591727103830,1778166815912,1778166824180,1778166824264,,,,,8351
77215735200942380686203101206191227513416679637794850721014109885099654259255,1778166824983,1778166826175,1778166830227,,,1778166826234,1778166830227,5244
52270872815875786866211065224406848479236328047290484848824692385962802039188,1778166834000,1778166838144,1778166838239,,,,,4238
