EpochID,Total tx # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,16000.00000000000000000000000000000000000000000000000000000000,10868,5132,5132,1778166818122,1778166906270,181.51334318600859774051059503108263015747070312500000000000
