EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,150000.00000000000000000000000000000000000000000000000000000000,37380,112620,112620,1778168997816,1778169752270,198.81914230217657291177602019160985946655273437500000000000
