EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,CTX ratio of this epoch
0,150000.00000000000000000000000000000000000000000000000000000000,112620.00000000000000000000000000000000000000000000000000000000,37380,112620,112620,0.75080000000000002291500322826323099434375762939453125000
