Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,65,767,339,355,1778772123652,1778772123738,1855902,866854,796995
2,0,104,456,118,297,1778772125648,1778772125765,1051305,217598,749304
3,0,46,326,99,205,1778772127646,1778772127730,927157,274192,594263
4,0,0,540,87,404,1778772129650,1778772129742,1243764,167444,1015424
5,0,0,546,152,345,1778772131659,1778772131747,1132894,182883,892473
6,0,0,559,185,322,1778772133653,1778772133731,1264589,236897,947581
7,0,0,682,355,228,1778772135657,1778772135745,1257372,639184,437388
8,0,0,325,101,185,1778772137649,1778772137743,834596,240674,496864
9,0,0,578,141,374,1778772139658,1778772139744,1172954,195430,887203
10,0,65,412,339,0,1778773206636,1778773206763,1086470,889546,0
11,0,104,610,118,451,1778773208616,1778773209038,2360991,253868,2010073
12,0,156,337,99,216,1778773210578,1778773210872,1229289,290797,876109
13,0,0,444,87,308,1778773212595,1778773212721,1519790,168119,1290259
14,0,49,572,152,371,1778773214593,1778773214842,1932923,202427,1666674
15,0,37,597,185,360,1778773216597,1778773216721,1823913,240030,1502868
16,0,167,699,355,245,1778773218597,1778773218721,1826674,637773,1008426
17,0,65,412,339,0,1779156166913,1779156167030,1115184,913070,0
18,0,104,560,118,401,1779156168827,1779156168968,2037118,220232,1731485
19,0,30,396,99,275,1779156170813,1779156170944,1462171,275470,1127750
20,0,0,424,87,288,1779156172851,1779156172963,1441456,166834,1214100
21,0,0,575,152,374,1779156174822,1779156174953,1870646,172298,1644232
22,0,90,595,185,358,1779156176827,1779156176980,1807387,230896,1498011
23,0,0,709,355,255,1779156178806,1779156178913,1791913,594289,1029210
24,0,0,400,101,260,1779156180889,1779156180954,1243324,229883,920547
25,0,49,481,141,277,1779156182851,1779156182941,1286561,178142,1025827
