Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,271,93,18,1779097957010,1779097957192,689592,296487,16821
2,0,0,154,44,26,1779097958976,1779097959115,190606,54763,28294
3,0,165,337,305,32,1779097960962,1779097961131,378581,349537,29044
4,0,129,208,21,22,1779097962954,1779097963138,563962,22141,16145
5,0,0,187,45,13,1779097964969,1779097965142,459097,43374,17526
6,0,0,189,84,21,1779097966954,1779097967102,326980,69304,8828
7,0,2,118,36,15,1779097968950,1779097969094,235137,25901,17940
8,0,3,91,17,11,1779097970954,1779097971201,208689,12265,16137
9,0,8,177,24,9,1779097973005,1779097973187,419816,9265,14183
10,0,14,139,0,14,1779097974962,1779097975126,328918,0,24236
11,0,5,166,4,10,1779097976954,1779097977057,351271,8066,20662
12,0,6,188,6,27,1779097978969,1779097979190,364187,12033,36581
13,0,5,168,46,10,1779097980961,1779097981077,307000,83418,16248
14,0,4,163,99,6,1779097982959,1779097983110,287929,172820,11271
15,0,7,146,23,5,1779097984966,1779097985236,264416,40099,9794
16,0,0,166,82,7,1779097986971,1779097987108,254596,121496,14078
17,0,0,124,47,15,1779097988958,1779097989074,162094,58160,21203
18,0,123,43,32,11,1779097990998,1779097991295,63516,43789,19727
19,0,163,126,3,10,1779097992965,1779097993070,381205,3186,19095
20,0,154,181,7,11,1779097995002,1779097995136,540609,7374,18510
21,0,158,171,9,8,1779097997014,1779097997212,511780,9416,16168
22,0,0,182,18,8,1779097998988,1779097999117,489616,15381,9233
23,0,0,195,46,10,1779098000994,1779098001106,450699,34834,13718
24,0,0,146,41,27,1779098003013,1779098003173,291717,30112,38733
25,0,0,129,0,10,1779098004975,1779098005104,335532,0,14290
27,1,5,19,0,19,1779098008946,1779098009421,46280,0,46280
28,1,0,23,0,23,1779098010944,1779098011020,20863,0,20863
29,1,0,44,0,44,1779098012938,1779098013005,72042,0,72042
30,1,0,49,0,49,1779098014937,1779098015018,63731,0,63731
31,1,0,42,0,42,1779098016940,1779098017062,45316,0,45316
32,1,0,62,0,62,1779098018942,1779098019009,58554,0,58554
33,1,0,47,0,47,1779098020952,1779098021103,63062,0,63062
34,1,0,10,0,10,1779098022940,1779098023008,12662,0,12662
35,1,0,13,0,13,1779098024945,1779098025022,17381,0,17381
36,1,0,8,0,8,1779098026940,1779098027020,9396,0,9396
37,1,0,23,0,23,1779098028945,1779098029010,15856,0,15856
