Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,138,281,218,4,1779097956670,1779097956849,753779,547601,4870
2,0,9,218,76,26,1779097958674,1779097958827,494567,72727,52343
3,0,0,126,10,19,1779097960643,1779097960946,343823,9584,32659
4,0,5,178,40,17,1779097962648,1779097962866,402094,31299,18840
5,0,6,228,71,16,1779097964685,1779097964958,489105,55297,23721
6,0,0,185,46,8,1779097966655,1779097966751,377369,21738,13308
7,0,0,175,52,28,1779097968662,1779097968793,311353,21584,47449
8,0,1,140,22,4,1779097970715,1779097971028,324146,12073,5448
9,0,47,143,0,1,1779097972687,1779097972986,364454,0,2047
10,0,0,175,41,9,1779097974661,1779097974920,383094,86858,14591
11,0,0,161,4,5,1779097976634,1779097976741,287042,6803,5714
12,0,0,181,11,25,1779097978645,1779097978736,271528,17065,24909
13,0,0,174,46,5,1779097980645,1779097980747,264210,68211,8493
14,0,0,180,114,0,1779097982646,1779097982879,275737,172769,0
15,0,0,152,34,1,1779097984671,1779097984870,218667,46972,1794
16,0,75,119,87,32,1779097986648,1779097986865,133889,107679,26210
17,0,0,165,87,3,1779097988661,1779097988815,330976,85074,2055
18,0,103,102,36,5,1779097990657,1779097991189,262297,45447,6238
19,0,0,109,6,1,1779097992653,1779097992787,301019,4671,1628
20,0,0,140,4,7,1779097994686,1779097994859,384471,3103,9747
21,0,0,163,5,9,1779097996687,1779097996829,429587,3322,12737
22,0,0,189,39,7,1779097998687,1779097998768,400215,19736,3872
23,0,0,245,86,6,1779098000688,1779098000780,435880,37006,5265
24,0,0,182,47,36,1779098002661,1779098002758,311482,15092,54316
25,0,0,123,0,5,1779098004672,1779098004806,286092,0,2632
27,1,3,32,0,31,1779098009330,1779098009629,94459,0,87218
28,1,0,8,0,8,1779098010621,1779098010801,6768,0,6768
29,1,0,41,0,41,1779098012630,1779098012806,56864,0,56864
30,1,0,12,0,12,1779098014617,1779098014723,10208,0,10208
31,1,0,15,0,15,1779098016619,1779098016711,15877,0,15877
32,1,0,14,0,14,1779098018624,1779098018764,9045,0,9045
33,1,0,17,0,17,1779098020636,1779098020888,11807,0,11807
34,1,0,5,0,5,1779098022622,1779098022800,4793,0,4793
35,1,0,17,0,17,1779098024629,1779098024827,18323,0,18323
36,1,0,17,0,17,1779098026631,1779098026786,18381,0,18381
37,1,0,19,0,19,1779098028626,1779098028814,12110,0,12110
38,1,0,11,0,11,1779098030628,1779098030935,11596,0,11596
39,1,0,14,0,14,1779098032632,1779098032826,12824,0,12824
40,1,0,14,0,14,1779098034631,1779098034898,12576,0,12576
41,1,0,17,0,17,1779098036631,1779098036857,13524,0,13524
42,1,4,9,0,9,1779098038663,1779098039016,12672,0,12672
43,1,6,30,0,30,1779098040634,1779098040815,39120,0,39120
44,1,21,12,0,12,1779098042632,1779098042793,18639,0,18639
45,1,0,30,0,30,1779098044646,1779098044812,51520,0,51520
46,1,0,12,0,12,1779098046632,1779098046817,19908,0,19908
47,1,0,12,0,12,1779098048637,1779098048806,15465,0,15465
48,1,0,13,0,13,1779098050633,1779098050793,15016,0,15016
49,1,0,6,0,6,1779098052636,1779098052839,8726,0,8726
50,1,0,17,0,17,1779098054636,1779098054790,20180,0,20180
51,1,0,4,0,4,1779098056634,1779098056728,6207,0,6207
52,1,0,9,0,9,1779098058637,1779098058863,14346,0,14346
53,1,0,5,0,5,1779098060636,1779098060766,7007,0,7007
54,1,0,8,0,8,1779098062637,1779098062910,9480,0,9480
55,1,0,10,0,10,1779098064638,1779098064778,14902,0,14902
56,1,0,30,0,30,1779098066653,1779098066922,48681,0,48681
57,1,0,11,0,11,1779098068642,1779098068726,12803,0,12803
58,1,0,8,0,8,1779098070646,1779098070787,11081,0,11081
59,1,0,39,0,39,1779098072649,1779098072838,47143,0,47143
60,1,0,14,0,14,1779098074645,1779098074829,17864,0,17864
61,1,0,29,0,29,1779098076646,1779098076733,35325,0,35325
62,1,0,23,0,23,1779098078645,1779098078784,27129,0,27129
63,1,0,23,0,23,1779098080646,1779098080920,31942,0,31942
64,1,0,39,0,39,1779098082656,1779098082787,36924,0,36924
65,1,0,19,0,19,1779098084690,1779098084995,22103,0,22103
