Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,7,624,256,342,1779159105051,1779159105153,3511370,992813,2432163
2,0,0,270,11,253,1779159107047,1779159107197,1365149,17613,1338755
3,0,0,461,157,288,1779159109050,1779159109143,1819184,185609,1611634
4,0,0,385,122,245,1779159111056,1779159111174,1431441,116160,1295897
5,0,0,399,94,295,1779159113050,1779159113268,1632934,120673,1501813
6,0,0,266,16,240,1779159115049,1779159115134,1412311,9907,1393540
7,0,0,209,10,199,1779159117047,1779159117186,1395214,11003,1384211
8,0,92,92,25,54,1779159119045,1779159120216,280834,74873,167219
9,0,104,176,53,118,1779159121052,1779159122275,1486611,173903,1298101
10,0,94,158,0,158,1779159123052,1779159123381,1530766,0,1530766
11,0,0,439,102,330,1779159125059,1779159125156,2907649,174235,2719261
12,0,0,654,322,289,1779159127063,1779159127151,2227438,348089,1835788
13,0,0,382,94,273,1779159129058,1779159129195,2127933,79500,2038078
14,0,0,411,63,335,1779159131059,1779159131181,2234673,60209,2164920
15,0,0,330,56,269,1779159133060,1779159133169,2133308,62820,2064890
16,0,0,461,90,352,1779159135062,1779159135167,2677816,169794,2475130
17,0,67,114,11,96,1779159137050,1779159137223,301168,12890,281219
18,0,0,340,82,242,1779159139066,1779159139172,2413774,90676,2307569
19,0,0,375,109,258,1779159141063,1779159141164,1420286,76833,1335702
20,0,150,317,53,260,1779159143061,1779159143236,715426,68712,641493
21,0,0,451,80,365,1779159145070,1779159145165,3055963,106370,2940362
22,0,0,396,94,294,1779159147066,1779159147201,2060883,134192,1920769
23,0,0,678,341,287,1779159149081,1779159149208,2229038,355676,1820057
24,0,58,318,77,235,1779159151068,1779159151150,2037162,95288,1934340
25,0,0,404,97,294,1779159153073,1779159153194,2173671,161210,1990734
