Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,478,436,0,1779159100622,1779159100717,2097771,1922962,0
2,0,0,394,347,23,1779159102614,1779159102779,625112,503960,90635
3,0,0,307,184,106,1779159104609,1779159104742,1129057,210902,898853
4,0,0,273,16,256,1779159106613,1779159106752,1749951,18223,1730004
5,0,0,466,273,181,1779159108621,1779159108737,1317037,210892,1099001
6,0,0,534,307,201,1779159110622,1779159110730,1266411,192863,1058042
7,0,116,396,140,236,1779159112620,1779159112762,1374005,165755,1184685
8,0,0,335,115,203,1779159114617,1779159114751,1509022,226228,1249067
9,0,0,229,23,203,1779159116614,1779159116788,1670547,40976,1623515
10,0,0,177,73,97,1779159118693,1779159120009,1356208,202572,1134165
11,0,0,298,183,98,1779159120621,1779159121781,1674758,495593,1134163
12,0,210,97,0,97,1779159122617,1779159123318,1226990,0,1226990
13,0,0,527,213,301,1779159124624,1779159124751,2247620,239187,1992910
14,0,0,365,113,239,1779159126625,1779159126729,1564053,64306,1493621
15,0,64,346,56,287,1779159128660,1779159128795,2011586,64732,1943388
16,0,0,464,177,277,1779159130624,1779159130872,2244082,248754,1980545
17,0,0,468,206,240,1779159132633,1779159132742,2411296,198492,2192921
18,0,0,457,187,256,1779159134625,1779159134791,2647348,278057,2349582
19,0,0,181,26,154,1779159136618,1779159136716,1908803,13258,1895371
20,0,0,232,101,121,1779159138623,1779159138721,1311515,113989,1186258
21,0,0,459,198,240,1779159140625,1779159140848,1792324,268181,1495437
22,0,0,640,337,279,1779159142636,1779159142814,1932414,493716,1404117
23,0,0,456,192,238,1779159144633,1779159144756,1836434,179662,1629469
24,0,0,427,196,208,1779159146631,1779159146720,1313436,137054,1161382
25,0,0,354,68,285,1779159148631,1779159148718,1930972,75797,1853960
26,0,0,412,160,236,1779159150629,1779159150749,1834814,179415,1637946
27,0,0,461,166,274,1779159152652,1779159152748,2373642,210147,2142326
28,0,0,370,133,215,1779159154641,1779159154821,2251466,95166,2137211
