Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,1250,1000,764,161,1779159107254,1779159107394,6419589,4550243,1426936
2,0,909,1000,470,481,1779159109249,1779159109357,7313136,2555302,4486002
3,0,822,1000,723,206,1779159111260,1779159111418,3921088,2399358,1278107
4,0,807,1000,731,195,1779159113251,1779159113442,3430073,2066037,1159616
5,0,0,991,600,332,1779159115264,1779159115376,4484492,1885423,2410209
6,0,174,109,8,101,1779159117238,1779159117429,1083362,11150,1072212
7,0,570,181,160,7,1779159119242,1779159120353,565073,499499,21775
8,0,119,570,455,69,1779159121318,1779159122736,2795083,1677752,942302
9,0,482,126,0,126,1779159123256,1779159124068,1442412,0,1442412
10,0,40,1000,626,302,1779159125275,1779159125424,3915226,1305898,2468953
11,0,0,700,388,278,1779159127257,1779159127365,2566087,550116,1965907
12,0,88,1000,798,103,1779159129262,1779159129366,1315247,785429,436485
13,0,0,832,509,279,1779159131268,1779159131416,3840971,687650,3094949
14,0,344,1000,722,210,1779159133266,1779159133413,2863393,713352,2088869
15,0,0,589,359,195,1779159135263,1779159135439,2616506,766365,1772323
16,0,2,103,31,71,1779159137252,1779159137510,855638,42929,811731
17,0,0,683,495,145,1779159139269,1779159139420,2069214,738017,1262774
18,0,137,1000,810,107,1779159141275,1779159141426,1147367,842021,225120
19,0,80,1000,568,373,1779159143275,1779159143545,3672646,696572,2905947
20,0,0,692,478,174,1779159145263,1779159145389,1545459,608093,885068
21,0,84,1000,816,112,1779159147271,1779159147518,1827508,1303413,411617
22,0,0,691,333,329,1779159149274,1779159149360,3283897,487983,2749533
23,0,55,1000,735,186,1779159151277,1779159151408,2472293,709755,1687034
24,0,91,725,445,227,1779159153276,1779159153413,2797179,627962,2098142
