Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,601,1000,780,109,1779159106057,1779159106140,6379043,4802586,905419
2,0,2,1000,188,778,1779159108056,1779159108151,6723560,826550,5833616
3,0,0,573,90,425,1779159110053,1779159110188,1772851,135047,1538190
4,0,0,606,174,411,1779159112056,1779159112226,2125075,227741,1868748
5,0,0,286,47,233,1779159114050,1779159114207,1350141,62739,1280220
6,0,6,189,14,173,1779159116050,1779159116231,1281434,20332,1258195
7,0,0,135,35,100,1779159118047,1779159118203,1104491,38976,1065515
8,0,502,16,0,16,1779159120050,1779159121103,61824,0,61824
9,0,182,522,284,198,1779159122065,1779159123250,3626268,948453,2539995
10,0,59,1000,702,223,1779159124072,1779159124379,3752149,1429553,2173152
11,0,400,1000,704,229,1779159126069,1779159126165,3704873,1260575,2324609
12,0,387,1000,731,199,1779159128072,1779159128143,3361190,1484661,1734871
13,0,465,1000,669,257,1779159130074,1779159130208,3365142,1318613,1896365
14,0,408,762,472,236,1779159132064,1779159132268,2925304,1062318,1745903
15,0,0,760,476,236,1779159134067,1779159134167,2814231,890960,1829157
16,0,0,183,25,156,1779159136062,1779159136190,1883358,32255,1847271
17,0,0,359,230,101,1779159138064,1779159138196,1259567,146098,1096858
18,0,109,1000,750,167,1779159140081,1779159140215,2003841,668212,1257448
19,0,111,1000,703,227,1779159142074,1779159142184,1980167,694336,1225268
20,0,0,663,404,220,1779159144077,1779159144241,2339398,587452,1691344
21,0,0,845,584,199,1779159146073,1779159146287,2143179,625981,1454044
22,0,34,1000,687,248,1779159148084,1779159148253,3116026,1060197,1952947
23,0,0,764,529,183,1779159150078,1779159150197,1923071,298149,1595052
24,0,465,854,568,230,1779159152078,1779159152209,2472930,677146,1729126
25,0,0,793,561,185,1779159154082,1779159154224,3051671,1047298,1918827
