Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,754,267,355,1779159105313,1779159105412,4029591,1070462,2413750
2,0,128,279,59,215,1779159107302,1779159107434,1332703,26058,1305639
3,0,56,428,120,293,1779159109309,1779159109431,1966425,133611,1815803
4,0,78,356,136,207,1779159111309,1779159111477,1383239,175270,1192250
5,0,90,393,132,253,1779159113315,1779159113473,1614500,212079,1389369
6,0,62,234,16,218,1779159115308,1779159115492,1457289,18761,1438528
7,0,0,216,52,162,1779159117313,1779159117482,1358101,19562,1338045
8,0,212,4,0,4,1779159119304,1779159120424,12955,0,12955
9,0,160,212,97,98,1779159121332,1779159123007,1683477,375141,1240753
10,0,92,267,56,204,1779159123320,1779159124148,1833125,102426,1718891
11,0,75,308,32,273,1779159125322,1779159125479,2439159,35440,2400422
12,0,41,342,53,287,1779159127318,1779159127461,1860207,69614,1787729
13,0,104,313,76,230,1779159129319,1779159129606,1928582,96908,1824105
14,0,57,366,72,290,1779159131323,1779159131512,2200596,85448,2110563
15,0,85,362,119,236,1779159133330,1779159133477,2350352,93299,2252441
16,0,38,260,4,255,1779159135317,1779159135468,2116390,4791,2110339
17,0,0,129,16,113,1779159137318,1779159137497,1069098,20738,1048360
18,0,57,224,80,142,1779159139319,1779159139458,1288926,105061,1181289
19,0,104,353,105,241,1779159141327,1779159141461,1403377,98238,1297978
20,0,61,419,99,312,1779159143329,1779159143552,1911134,104573,1796972
21,0,115,276,77,193,1779159145327,1779159145463,1196286,91320,1097868
22,0,105,349,95,245,1779159147336,1779159147602,1862729,172768,1674156
23,0,41,350,31,318,1779159149331,1779159149479,2049933,40014,2009203
24,0,106,435,116,295,1779159151335,1779159151447,2092553,129967,1927506
25,0,46,372,51,319,1779159153339,1779159153525,2511289,46605,2461854
