Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,733,287,429,1779159106204,1779159106467,4737668,1435907,3208915
2,0,0,257,48,209,1779159108198,1779159108300,1267311,51541,1215770
3,0,0,316,112,197,1779159110208,1779159110302,1292241,185231,1097635
4,0,16,448,177,250,1779159112203,1779159112338,1474949,226611,1220694
5,0,4,309,51,251,1779159114200,1779159114301,1391102,78859,1300723
6,0,0,227,19,208,1779159116200,1779159116386,1551739,28043,1523696
7,0,3,135,33,100,1779159118198,1779159118689,1144651,48251,1093504
8,0,135,82,0,82,1779159120223,1779159121313,940473,0,940473
9,0,171,225,105,109,1779159122205,1779159123297,1622829,438461,1135199
10,0,75,266,32,227,1779159124210,1779159124386,1825372,63560,1745612
11,0,0,405,77,322,1779159126214,1779159126315,1871516,122968,1737870
12,0,0,360,69,289,1779159128214,1779159128336,1995900,95212,1897196
13,0,0,365,98,263,1779159130224,1779159130323,1844046,95624,1745440
14,0,57,282,80,191,1779159132213,1779159132327,1936933,59238,1868871
15,0,0,434,72,350,1779159134217,1779159134324,2624495,85348,2524825
16,0,0,144,9,133,1779159136206,1779159136322,1613840,10119,1601964
17,0,0,158,54,102,1779159138208,1779159138276,937816,44518,891921
18,0,76,304,115,180,1779159140232,1779159140378,1495042,107182,1380644
19,0,0,509,147,351,1779159142221,1779159142350,1589081,140520,1439822
20,0,92,254,29,219,1779159144212,1779159144366,1658393,37602,1612971
21,0,69,338,134,198,1779159146215,1779159146355,1316104,190693,1116052
22,0,69,364,76,284,1779159148231,1779159148346,1850228,107259,1737698
23,0,0,388,86,293,1779159150220,1779159150298,1813414,47253,1761223
24,0,0,401,91,302,1779159152234,1779159152328,2227845,70000,2153828
25,0,63,195,14,180,1779159154232,1779159154363,1971204,15913,1954172
