Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,100,127,127,0,1778171202455,1778171202520,261830,261830,0
2,0,42,219,114,105,1778171204462,1778171204541,618726,465081,153645
3,0,78,191,2,118,1778171206454,1778171206538,605993,12152,160274
4,0,152,212,0,56,1778171208474,1778171208557,1322969,0,57568
5,0,93,245,90,67,1778171210457,1778171210585,1121589,95319,134542
6,0,74,143,143,0,1778171212454,1778171212543,431192,431192,0
7,0,58,144,0,8,1778171214458,1778171214537,702322,0,15944
8,0,63,182,0,41,1778171216464,1778171216561,1060189,0,66059
9,0,0,138,0,52,1778171218462,1778171218544,851787,0,75807
10,0,0,166,152,14,1778171220456,1778171220544,313425,299863,13562
11,0,0,114,29,22,1778171222461,1778171222544,410199,115164,43208
12,0,0,185,0,72,1778171224468,1778171224549,784694,0,107322
13,0,0,197,0,71,1778171226466,1778171226555,1117335,0,110343
14,0,0,41,1,26,1778171228460,1778171228558,164441,907,23660
15,0,0,112,41,33,1778171230460,1778171230567,295739,119501,63129
16,0,0,136,0,59,1778171232465,1778171232550,490570,0,110743
17,0,0,113,0,16,1778171234464,1778171234576,688142,0,14144
18,0,0,75,0,5,1778171236459,1778171236543,627003,0,4230
19,0,0,129,122,7,1778171238476,1778171238562,242340,229292,13048
20,0,0,151,0,43,1778171240482,1778171240574,476961,0,54964
21,0,0,128,0,19,1778171242474,1778171242561,676495,0,34523
22,0,0,114,0,0,1778171244468,1778171244559,898550,0,0
23,0,22,93,60,0,1778171246467,1778171246562,376780,50704,0
24,0,0,152,105,47,1778171248471,1778171248555,366579,297864,68715
25,0,0,145,0,28,1778171250469,1778171250562,624724,0,55972
26,0,0,187,0,85,1778171252472,1778171252593,827046,0,124984
27,0,0,115,0,38,1778171254476,1778171254560,718388,0,37186
29,1,0,0,0,0,1778171258460,1778171258546,0,0,0
30,1,0,49,49,0,1778171260468,1778171260573,84168,84168,0
31,1,57,85,21,64,1778171262468,1778171262584,142549,78286,64263
32,1,0,218,0,109,1778171264486,1778171264549,785036,0,162037
33,1,0,119,0,16,1778171266477,1778171266574,828039,0,31728
34,1,0,116,12,85,1778171268478,1778171268575,305727,8100,112811
35,1,0,91,83,8,1778171270476,1778171270563,236480,220896,15584
36,1,0,106,5,66,1778171272474,1778171272578,280914,23380,92951
37,1,0,114,0,38,1778171274484,1778171274597,584735,0,74776
38,1,0,126,0,60,1778171276475,1778171276535,651705,0,81559
39,1,0,81,36,1,1778171278477,1778171278570,132991,58428,1925
40,1,0,109,0,7,1778171280488,1778171280586,380568,0,7507
41,1,0,96,0,9,1778171282479,1778171282596,509658,0,17307
42,1,0,117,0,36,1778171284499,1778171284634,678143,0,55262
43,1,18,38,26,0,1778171286472,1778171286601,131449,15589,0
44,1,0,116,17,40,1778171288480,1778171288572,254628,43682,56906
45,1,0,106,0,14,1778171290483,1778171290580,450734,0,27664
46,1,0,123,0,21,1778171292479,1778171292585,704657,0,32469
47,1,0,67,0,1,1778171294474,1778171294553,565543,0,932
48,1,1,76,22,0,1778171296484,1778171296582,117746,33616,0
49,1,1,111,0,3,1778171298487,1778171298592,388837,0,4041
50,1,0,105,0,1,1778171300497,1778171300590,579592,0,2010
51,1,0,90,0,0,1778171302480,1778171302534,673955,0,0
52,1,0,44,13,0,1778171304485,1778171304586,301968,6388,0
53,1,0,102,0,0,1778171306485,1778171306577,255222,0,0
54,1,0,96,0,2,1778171308483,1778171308580,424570,0,1961
55,1,0,108,0,0,1778171310480,1778171310555,698271,0,0
56,1,0,93,0,0,1778171312481,1778171312570,788409,0,0
58,2,0,0,0,0,1778171316665,1778171316701,0,0,0
59,2,1,57,9,0,1778171318563,1778171318612,81559,12771,0
60,2,0,94,0,1,1778171320544,1778171320586,318362,0,2045
61,2,0,42,0,1,1778171322537,1778171322602,222931,0,1055
62,2,0,0,0,0,1778171324478,1778171324600,0,0,0
63,2,0,0,0,0,1778171326479,1778171326572,0,0,0
64,2,0,0,0,0,1778171328479,1778171328559,0,0,0
