Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,53,118,118,0,1778171202454,1778171202517,242834,242834,0
2,0,31,119,103,16,1778171204456,1778171204545,453340,420620,32720
3,0,88,89,14,25,1778171206452,1778171206528,432101,84924,42279
4,0,33,133,0,50,1778171208467,1778171208548,765676,0,93145
5,0,93,75,42,0,1778171210454,1778171210574,378067,44016,0
6,0,37,115,71,44,1778171212458,1778171212546,302677,214369,88308
7,0,0,83,0,0,1778171214462,1778171214534,418526,0,0
8,0,0,92,0,13,1778171216456,1778171216534,576560,0,21672
9,0,0,96,0,24,1778171218466,1778171218541,672748,0,23316
10,0,0,133,90,43,1778171220458,1778171220538,244585,177074,67511
11,0,0,148,55,54,1778171222460,1778171222546,426453,218562,51948
12,0,0,126,0,41,1778171224466,1778171224548,570781,0,61318
13,0,0,102,0,8,1778171226466,1778171226553,758357,0,7292
14,0,0,82,5,62,1778171228459,1778171228546,270944,4474,116797
15,0,0,80,26,11,1778171230459,1778171230571,214096,75894,10054
16,0,0,146,0,71,1778171232466,1778171232557,502285,0,131765
17,0,0,140,0,29,1778171234475,1778171234561,794857,0,25210
18,0,0,71,0,5,1778171236463,1778171236547,591743,0,4250
19,0,0,67,52,15,1778171238464,1778171238561,110562,97677,12885
20,0,0,146,0,32,1778171240479,1778171240570,493793,0,48698
21,0,0,126,0,38,1778171242474,1778171242561,549205,0,30918
22,0,0,95,0,0,1778171244468,1778171244556,748538,0,0
23,0,11,85,57,0,1778171246467,1778171246566,325178,48393,0
24,0,0,98,84,14,1778171248471,1778171248551,262900,238032,24868
25,0,0,138,0,24,1778171250471,1778171250559,583617,0,29868
26,0,38,124,0,23,1778171252484,1778171252590,718417,0,23460
27,0,0,97,0,38,1778171254476,1778171254553,596597,0,75088
29,1,0,0,0,0,1778171258569,1778171258606,0,0,0
30,1,6,114,114,0,1778171260475,1778171260578,196372,196372,0
31,1,0,174,157,17,1778171262471,1778171262582,607958,584895,23063
32,1,0,114,0,6,1778171264480,1778171264548,622920,0,5756
33,1,0,119,0,16,1778171266478,1778171266562,819493,0,24508
34,1,0,169,94,14,1778171268482,1778171268562,682153,62218,27497
35,1,0,104,90,14,1778171270476,1778171270563,263878,239604,24274
36,1,0,111,15,26,1778171272480,1778171272583,450782,70215,50960
37,1,0,159,0,61,1778171274496,1778171274592,748694,0,91596
38,1,0,160,0,46,1778171276485,1778171276547,1073829,0,87689
39,1,0,96,44,6,1778171278481,1778171278566,156484,71222,9514
40,1,0,100,0,2,1778171280486,1778171280583,361935,0,3858
41,1,0,122,0,16,1778171282487,1778171282599,625089,0,24804
42,1,0,133,0,16,1778171284505,1778171284631,930669,0,31216
43,1,28,75,71,0,1778171286474,1778171286601,81178,42558,0
44,1,0,113,38,28,1778171288485,1778171288568,275208,97508,55188
45,1,0,123,0,12,1778171290503,1778171290582,522566,0,11724
46,1,0,131,0,28,1778171292490,1778171292581,718583,0,40178
47,1,0,106,0,18,1778171294482,1778171294550,778304,0,25767
48,1,7,61,7,0,1778171296485,1778171296579,94641,10675,0
49,1,6,121,0,7,1778171298497,1778171298593,420432,0,14119
50,1,0,124,0,19,1778171300518,1778171300595,608981,0,25265
51,1,0,116,0,0,1778171302491,1778171302550,870463,0,0
52,1,11,50,10,0,1778171304486,1778171304589,386475,4950,0
53,1,0,128,0,22,1778171306487,1778171306575,297790,0,32659
54,1,0,106,0,12,1778171308493,1778171308579,446328,0,23796
55,1,0,87,0,0,1778171310490,1778171310560,562933,0,0
56,1,0,93,0,0,1778171312491,1778171312570,788456,0,0
58,2,0,0,0,0,1778171316483,1778171316630,0,0,0
59,2,6,65,4,0,1778171318584,1778171318636,94696,5772,0
60,2,6,117,0,9,1778171320579,1778171320631,387937,0,15807
61,2,0,59,0,6,1778171322529,1778171322585,298144,0,12246
62,2,0,0,0,0,1778171324486,1778171324606,0,0,0
63,2,0,0,0,0,1778171326487,1778171326578,0,0,0
64,2,0,0,0,0,1778171328487,1778171328566,0,0,0
