Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,260,165,0,1778207099459,1778207099785,659522,416442,0
2,0,0,156,70,46,1778207101456,1778207101607,227430,16354,36571
3,0,0,215,1,111,1778207103455,1778207103643,364390,2267,120712
4,0,0,115,0,0,1778207105455,1778207105821,515654,0,0
5,0,7,151,93,58,1778207107450,1778207107540,176849,100736,76113
6,0,106,193,7,72,1778207109453,1778207109587,505376,21900,120869
7,0,22,122,0,9,1778207111462,1778207111688,609642,0,16155
8,0,131,159,22,29,1778207113463,1778207113745,309639,46374,23821
9,0,0,274,0,89,1778207115482,1778207115680,849213,0,96195
10,0,0,172,49,6,1778207117468,1778207117635,333019,93152,10068
11,0,0,293,0,97,1778207119468,1778207119720,863047,0,77670
12,0,0,93,83,10,1778207121460,1778207121643,170642,154242,16400
13,0,0,258,0,39,1778207123488,1778207123676,895870,0,39972
14,0,0,194,127,49,1778207125461,1778207125709,294987,106778,81487
15,0,0,167,20,63,1778207127474,1778207127642,352520,55325,59944
16,0,0,227,89,63,1778207129475,1778207129762,544102,71037,104540
17,0,0,168,27,8,1778207131463,1778207131646,440261,72284,4079
18,0,0,149,41,42,1778207133468,1778207133630,375383,23758,42147
19,0,0,298,0,40,1778207135504,1778207135691,712639,0,20526
20,0,0,169,53,28,1778207137471,1778207137655,452659,29328,16912
21,0,0,253,0,43,1778207139482,1778207139669,563875,0,19740
22,0,0,164,14,94,1778207141469,1778207141706,340547,7406,74973
23,0,0,257,0,18,1778207143501,1778207143685,616155,0,7890
24,0,0,184,0,52,1778207145477,1778207145712,642246,0,42283
25,0,0,145,14,21,1778207147484,1778207147648,197209,19586,18608
26,0,0,304,0,32,1778207149493,1778207149647,972862,0,43054
27,0,0,47,0,35,1778207151462,1778207151573,106460,0,42559
29,1,0,73,0,73,1778207155793,1778207155870,259348,0,259348
30,1,0,2,0,2,1778207157462,1778207157614,1838,0,1838
31,1,0,1,0,1,1778207159461,1778207159582,845,0,845
32,1,0,1,0,1,1778207161462,1778207161612,868,0,868
33,1,0,51,51,0,1778207163468,1778207163619,48000,48000,0
34,1,139,330,0,81,1778207165495,1778207165705,847627,0,87208
35,1,0,278,47,159,1778207167506,1778207167703,641239,44065,234779
36,1,0,397,24,193,1778207169520,1778207169698,900791,70299,292841
37,1,105,167,43,0,1778207171490,1778207171769,659897,36743,0
38,1,0,380,0,131,1778207173548,1778207173748,953895,0,235785
39,1,29,170,82,21,1778207175692,1778207175794,432451,62308,42620
40,1,0,182,17,61,1778207177613,1778207177724,420721,45680,86672
41,1,0,208,62,72,1778207179570,1778207179728,486594,37801,99295
42,1,0,181,11,55,1778207181562,1778207181722,382862,28590,48529
43,1,0,163,54,46,1778207183532,1778207183648,394208,24608,82738
44,1,0,280,0,72,1778207185539,1778207185783,667440,0,121216
45,1,0,74,10,11,1778207187499,1778207187633,258838,3640,19229
46,1,0,340,0,72,1778207189574,1778207189738,750062,0,78121
47,1,0,169,0,31,1778207191520,1778207191694,667382,0,55211
48,1,0,209,26,56,1778207193531,1778207193706,304188,35285,90692
49,1,0,262,0,8,1778207195530,1778207195739,881047,0,14406
50,1,0,45,2,36,1778207197479,1778207197596,69173,352,32075
51,1,0,335,0,68,1778207199537,1778207199665,687093,0,76891
52,1,0,158,0,1,1778207201538,1778207201806,691007,0,803
53,1,103,56,52,4,1778207203484,1778207203632,63498,59016,4482
54,1,69,246,0,3,1778207205525,1778207205714,793309,0,1983
55,1,7,148,75,4,1778207207503,1778207207643,439284,79050,4321
56,1,119,114,7,1,1778207209500,1778207209673,354113,21574,588
57,1,0,140,0,3,1778207211493,1778207211627,697353,0,4616
58,1,0,216,68,25,1778207213513,1778207213657,395968,133024,12915
59,1,0,244,0,73,1778207215530,1778207215689,761410,0,74207
61,2,0,68,0,68,1778207219893,1778207219960,162924,0,162924
62,2,0,66,0,66,1778207221493,1778207221642,94399,0,94399
63,2,0,3,0,3,1778207223481,1778207223614,2218,0,2218
64,2,0,23,0,23,1778207225485,1778207225686,16481,0,16481
65,2,0,40,0,40,1778207227490,1778207227641,32749,0,32749
66,2,12,62,62,0,1778207229493,1778207229660,37292,37292,0
67,2,17,261,0,12,1778207231513,1778207231719,695237,0,24840
68,2,0,147,10,45,1778207233508,1778207233650,489319,5153,61141
69,2,6,249,0,5,1778207235548,1778207235717,644397,0,5095
70,2,17,159,30,27,1778207237717,1778207237853,537903,19155,36627
71,2,0,243,0,17,1778207239666,1778207239754,618452,0,33654
72,2,0,123,25,22,1778207241580,1778207241736,391837,11434,35836
73,2,0,227,0,22,1778207243643,1778207243750,541406,0,27517
74,2,0,201,72,8,1778207245572,1778207245746,576193,27321,7336
75,2,0,248,0,22,1778207247608,1778207247709,557120,0,18258
76,2,0,172,49,68,1778207249562,1778207249685,331533,12704,80819
77,2,0,211,0,24,1778207251558,1778207251645,461383,0,41339
78,2,7,125,0,57,1778207253544,1778207253658,364145,0,75876
79,2,127,135,7,20,1778207255550,1778207255628,274733,14837,25064
80,2,0,243,0,8,1778207257540,1778207257717,1000174,0,5744
81,2,73,15,15,0,1778207259495,1778207259663,16935,16935,0
82,2,8,73,0,10,1778207261540,1778207261684,219094,0,20210
83,2,0,22,0,22,1778207263500,1778207263597,28341,0,28341
84,2,0,0,0,0,1778207265494,1778207265652,0,0,0
85,2,0,0,0,0,1778207267494,1778207267633,0,0,0
86,2,0,0,0,0,1778207269494,1778207269621,0,0,0
