Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,40,280,177,0,1778207099514,1778207099829,722998,454475,0
2,0,0,261,103,97,1778207101498,1778207101630,413890,26503,119934
3,0,0,200,5,77,1778207103475,1778207103663,354088,11435,63409
4,0,29,162,0,20,1778207105571,1778207105871,684125,0,40385
5,0,17,145,116,29,1778207107478,1778207107606,183935,133376,50559
6,0,128,218,17,69,1778207109505,1778207109652,605325,54293,122270
7,0,263,158,0,25,1778207111497,1778207111698,724918,0,25020
8,0,121,503,263,41,1778207113535,1778207113809,1066534,571735,39296
9,0,0,223,0,50,1778207115515,1778207115692,743587,0,37563
10,0,0,191,65,10,1778207117503,1778207117669,364826,125808,7070
11,0,0,211,0,17,1778207119503,1778207119730,809074,0,29762
12,0,0,173,141,32,1778207121501,1778207121657,301810,263960,37850
13,0,0,263,0,18,1778207123523,1778207123747,1005987,0,30870
14,0,0,176,102,56,1778207125489,1778207125722,266631,86979,72692
15,0,0,209,27,40,1778207127511,1778207127707,551359,76434,64972
16,0,0,293,112,99,1778207129576,1778207129817,619261,95427,116312
17,0,0,252,62,70,1778207131501,1778207131724,558930,170878,50265
18,0,0,229,36,80,1778207133511,1778207133693,603125,23146,42965
19,0,0,316,0,74,1778207135529,1778207135704,719305,0,66343
20,0,0,194,70,22,1778207137506,1778207137698,528213,41739,11067
21,0,0,301,0,49,1778207139524,1778207139728,700614,0,33420
22,0,0,105,7,44,1778207141505,1778207141718,274791,3787,21410
23,0,0,262,0,35,1778207143520,1778207143685,611049,0,33476
24,0,0,167,0,25,1778207145509,1778207145699,654162,0,10729
25,0,0,165,12,19,1778207147503,1778207147701,245205,17412,26982
26,0,0,289,0,46,1778207149521,1778207149724,899377,0,50152
27,0,0,44,0,32,1778207151484,1778207151623,105013,0,40510
