Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,33,146,113,0,1778168997851,1778168997910,311340,240948,0
2,0,6,130,31,92,1778168999852,1778168999915,537460,127919,380657
3,0,5,127,49,69,1778169001855,1778169001946,781773,301499,424898
4,0,47,117,55,55,1778169003853,1778169003942,953265,448022,448219
5,0,25,59,36,16,1778169005854,1778169005938,253658,76508,162272
6,0,26,113,39,66,1778169007852,1778169007922,463520,159641,271126
7,0,34,124,37,74,1778169009851,1778169009939,756456,225075,452371
8,0,13,109,24,76,1778169011852,1778169011943,881208,193757,614785
9,0,7,140,37,93,1778169013858,1778169013935,1031286,75220,935708
10,0,6,105,20,77,1778169015861,1778169015938,423058,80302,310620
11,0,12,157,60,81,1778169017865,1778169017949,944524,360282,488204
12,0,48,118,42,71,1778169019855,1778169019944,943856,335558,568341
13,0,0,78,4,73,1778169021862,1778169021989,742324,8038,732277
14,0,91,112,9,100,1778169023864,1778169023941,443651,35613,396165
15,0,105,94,0,94,1778169025857,1778169025945,560242,0,560242
16,0,18,153,40,107,1778169027864,1778169027936,1215416,317605,850168
17,0,23,156,40,82,1778169029861,1778169029947,957741,76610,816009
18,0,0,89,7,73,1778169031865,1778169031945,348040,27287,285645
19,0,96,87,1,84,1778169033862,1778169033988,516557,5926,498778
20,0,49,116,17,96,1778169035865,1778169035937,913685,133759,756324
21,0,11,151,41,81,1778169037864,1778169037944,929614,75874,800086
22,0,5,132,59,62,1778169039863,1778169039943,507406,226421,238770
23,0,46,123,47,58,1778169041870,1778169041992,723586,276359,341403
24,0,4,106,20,84,1778169043864,1778169043951,830812,156672,658471
25,0,4,163,65,85,1778169045868,1778169045945,975864,117150,835262
26,0,0,121,73,38,1778169047866,1778169047969,462445,278636,145669
27,0,32,101,36,41,1778169049866,1778169049979,587105,208952,238896
28,0,10,225,135,56,1778169051869,1778169051963,1750674,1050122,436073
29,0,16,209,110,60,1778169053869,1778169053945,844518,191021,585806
30,0,16,124,49,62,1778169055869,1778169055947,459962,180838,230959
31,0,33,136,62,62,1778169057878,1778169057960,773509,351645,353836
32,0,21,156,52,83,1778169059874,1778169059953,1194765,397940,636066
33,0,75,120,23,89,1778169061873,1778169061968,911821,38041,860550
34,0,98,76,1,75,1778169063868,1778169063954,276413,3620,272793
35,0,91,110,5,98,1778169065877,1778169065954,618356,28065,551014
36,0,57,150,34,105,1778169067872,1778169067947,1140584,258318,798697
37,0,6,149,47,75,1778169069871,1778169069953,836604,73891,720329
38,0,13,137,56,63,1778169071873,1778169071954,488923,199488,225312
39,0,96,80,3,75,1778169073872,1778169073963,445740,16688,417932
40,0,102,120,5,107,1778169075879,1778169075953,906104,37722,808031
41,0,104,113,1,111,1778169077879,1778169077967,1063890,1541,1060812
42,0,109,113,6,105,1778169079882,1778169080011,404862,21458,376254
43,0,93,121,0,118,1778169081876,1778169081946,666918,0,650394
44,0,0,109,2,105,1778169083877,1778169083977,821423,15047,791324
45,0,103,114,2,112,1778169085882,1778169085960,1068166,2975,1065191
46,0,0,108,2,103,1778169087882,1778169088023,383588,7077,365901
47,0,89,105,3,102,1778169089885,1778169089963,574920,16401,558519
48,0,105,101,5,91,1778169091886,1778169091981,756016,37395,681226
49,0,116,108,1,105,1778169093891,1778169093986,1000334,1459,995948
50,0,107,125,4,116,1778169095890,1778169095962,429705,13700,398865
51,0,15,182,56,112,1778169097893,1778169097966,988187,303840,608377
52,0,5,155,81,59,1778169099888,1778169100003,1156199,604019,440308
53,0,13,108,67,36,1778169101887,1778169101989,440045,93047,339941
54,0,0,118,57,35,1778169103897,1778169103980,395407,190390,118144
55,0,16,152,69,61,1778169105892,1778169105972,809178,367028,325156
56,0,11,137,55,73,1778169107894,1778169107964,1001101,401560,533805
57,0,9,110,38,64,1778169109895,1778169109962,653635,48279,595163
58,0,0,104,3,101,1778169111892,1778169111974,340361,9777,330584
59,0,3,97,4,87,1778169113906,1778169113988,511151,21041,458540
60,0,49,188,66,108,1778169116160,1778169116213,1407126,493735,808673
61,0,62,124,57,49,1778169117959,1778169118037,552285,73264,455898
62,0,50,115,33,76,1778169119946,1778169120013,374647,107302,247825
