Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,93,66,0,1778168997816,1778168997851,192829,136830,0
2,0,0,174,34,132,1778168999825,1778168999865,710781,138610,539559
3,0,0,144,54,78,1778169001823,1778169001937,885160,331807,479626
4,0,34,120,32,84,1778169003822,1778169003933,976726,260379,683800
5,0,13,89,31,35,1778169005826,1778169005934,469334,65759,354826
6,0,23,126,24,94,1778169007825,1778169007886,512580,97452,382689
7,0,31,139,26,105,1778169009825,1778169009918,845931,157712,639647
8,0,0,146,33,99,1778169011833,1778169011925,1177860,265787,799355
9,0,0,142,33,93,1778169013836,1778169013928,1034400,66901,935029
10,0,0,135,18,101,1778169015828,1778169015915,541235,71993,405382
11,0,0,174,48,109,1778169017826,1778169017943,1046357,288082,656225
12,0,0,283,157,80,1778169019827,1778169019913,2252513,1248724,637900
13,0,9,424,270,44,1778169021832,1778169021995,1207647,544211,441738
14,0,0,360,260,12,1778169023833,1778169023932,1421100,1026314,47428
15,0,0,416,303,20,1778169025835,1778169025941,2475631,1803071,119142
16,0,0,82,48,1,1778169027830,1778169027929,650635,380860,7940
17,0,0,183,45,116,1778169029828,1778169029922,1277923,84948,1151447
18,0,39,319,178,83,1778169031838,1778169031954,1246862,694907,325533
19,0,40,315,207,39,1778169033839,1778169033983,1866429,1226256,231403
20,0,0,264,165,40,1778169035836,1778169035925,2075074,1296753,314653
21,0,0,100,36,53,1778169037832,1778169037912,607058,65370,521678
22,0,0,156,51,95,1778169039836,1778169039934,598563,195274,365015
23,0,0,143,38,94,1778169041836,1778169041936,833331,221306,547955
24,0,0,133,21,101,1778169043837,1778169043946,1041686,164377,791201
25,0,0,163,15,103,1778169045840,1778169045928,1117533,26820,1010368
26,0,63,271,77,182,1778169047841,1778169047975,1037904,294339,697677
27,0,0,113,27,63,1778169049844,1778169049970,656333,156484,366582
28,0,0,125,19,100,1778169051840,1778169051931,969198,147214,775493
29,0,0,151,30,109,1778169053836,1778169053924,1133458,51181,1061729
30,0,0,170,46,90,1778169055838,1778169055904,623882,167772,332053
31,0,0,198,72,94,1778169057844,1778169057933,1120445,406294,533576
32,0,0,142,34,82,1778169059843,1778169059935,1085078,259620,626917
33,0,6,303,146,93,1778169061844,1778169061961,1243634,239834,898540
34,0,0,445,303,54,1778169063849,1778169063919,1597297,1086962,194650
35,0,0,355,263,2,1778169065848,1778169065938,1986915,1471993,11207
36,0,0,244,149,20,1778169067844,1778169067938,1852049,1130950,151900
37,0,0,121,24,77,1778169069843,1778169069932,806110,37259,737847
38,0,0,139,41,86,1778169071844,1778169071896,488347,143744,302541
39,0,0,447,265,86,1778169073849,1778169073955,2483259,1471683,478434
40,0,0,383,273,10,1778169075854,1778169075932,2881192,2053562,75345
41,0,0,398,310,6,1778169077852,1778169077940,649948,468732,57194
42,0,0,377,283,4,1778169079856,1778169079979,1336509,1003262,14211
43,0,0,389,284,10,1778169081851,1778169081916,2129962,1555020,54825
44,0,9,386,284,2,1778169083862,1778169083980,2906865,2138720,15080
45,0,1,402,286,9,1778169085861,1778169085958,669944,425218,85560
46,0,3,387,281,6,1778169087859,1778169088028,1370268,994886,21336
47,0,0,396,298,3,1778169089861,1778169089936,2154859,1621576,16356
48,0,0,369,281,2,1778169091851,1778169091972,2756910,2099450,14953
49,0,5,390,293,11,1778169093855,1778169093983,657238,427501,104302
50,0,0,386,290,6,1778169095862,1778169095941,1315084,987972,20501
51,0,0,85,59,7,1778169097853,1778169097935,458570,318297,37784
52,0,0,139,51,84,1778169099852,1778169099915,1024740,375816,619445
53,0,0,152,80,59,1778169101855,1778169101983,684900,110127,556721
54,0,44,120,67,39,1778169103862,1778169103984,402832,224135,131872
55,0,0,118,50,53,1778169105860,1778169105963,627350,265572,282136
56,0,0,126,46,60,1778169107857,1778169107909,913532,333281,435354
57,0,15,275,163,74,1778169109869,1778169109961,940347,204513,688143
58,0,5,428,292,42,1778169111877,1778169111986,1399784,954244,138343
59,0,6,368,268,5,1778169114033,1778169114115,1983675,1444608,27000
60,0,0,89,35,14,1778169115874,1778169115958,643166,252880,101214
61,0,0,195,60,116,1778169117903,1778169117980,1170009,73774,1072852
62,0,0,103,23,61,1778169119877,1778169119935,327513,72985,194255
63,0,0,171,48,109,1778169121879,1778169122005,895984,251218,571494
