Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,15,94,81,0,1778168997854,1778168997907,200059,172381,0
2,0,8,287,145,95,1778168999864,1778168999919,1186595,599030,393406
3,0,18,131,84,31,1778169001863,1778169001955,807524,517705,191199
4,0,50,71,17,51,1778169003854,1778169003938,578249,138415,415410
5,0,94,194,131,26,1778169005871,1778169005938,620322,278079,263697
6,0,89,209,134,38,1778169007863,1778169007931,858428,550042,156475
7,0,90,163,85,54,1778169009861,1778169009945,994630,518023,330350
8,0,98,245,140,67,1778169011863,1778169011969,1984613,1133217,543779
9,0,19,192,114,46,1778169013863,1778169013943,760836,232407,463210
10,0,9,313,198,52,1778169015872,1778169015941,1259243,795906,210133
11,0,26,129,84,25,1778169017866,1778169017952,776211,505110,150791
12,0,47,136,62,56,1778169019864,1778169019955,1088840,496011,448842
13,0,93,72,8,63,1778169021862,1778169021996,650509,16138,632353
14,0,99,124,25,94,1778169023862,1778169023938,490667,98842,372059
15,0,104,105,2,103,1778169025863,1778169025951,626418,11918,614500
16,0,39,267,124,104,1778169027869,1778169027937,2120775,984630,826463
17,0,15,90,37,39,1778169029862,1778169029944,485701,70892,387993
18,0,79,168,63,78,1778169031871,1778169031953,656706,245815,305552
19,0,78,178,78,79,1778169033867,1778169033982,1055383,462207,468757
20,0,56,186,83,78,1778169035865,1778169035947,1466180,653926,615298
21,0,18,185,89,69,1778169037867,1778169037958,899106,166152,682495
22,0,16,237,139,58,1778169039870,1778169039951,911878,534381,223755
23,0,9,154,94,29,1778169041866,1778169041982,904139,551769,170410
24,0,42,289,176,58,1778169043873,1778169043968,2268719,1381433,455597
25,0,10,180,113,42,1778169045873,1778169045953,663686,205111,413099
26,0,40,99,69,27,1778169047868,1778169047976,378932,263890,103573
27,0,5,182,115,40,1778169049876,1778169049976,1056433,666930,232931
28,0,46,141,73,48,1778169051870,1778169051970,1098505,568592,374134
29,0,41,143,59,69,1778169053870,1778169053955,801759,101710,674230
30,0,39,199,92,72,1778169055875,1778169055964,741409,341464,269976
31,0,25,108,33,72,1778169057876,1778169057954,614018,186954,410068
32,0,22,134,22,107,1778169059875,1778169059957,1027228,168483,820466
33,0,0,98,14,76,1778169061874,1778169061957,770133,23005,733985
34,0,116,82,1,80,1778169063875,1778169063960,298719,3626,291467
35,0,99,129,12,117,1778169065882,1778169065962,726083,67421,658662
36,0,43,142,35,99,1778169067878,1778169067951,1080250,266020,753425
