Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,21,31,22,0,1778157543660,1778157543711,25340,17991,0
2,0,27,77,18,47,1778157544158,1778157544194,99946,23294,61115
3,0,0,52,0,52,1778157544658,1778157544715,94375,0,94375
4,0,17,32,26,0,1778157545159,1778157545224,74152,60242,0
5,0,0,33,0,33,1778157545658,1778157545713,92636,0,92636
6,0,0,16,14,0,1778157546161,1778157546221,52952,46333,0
7,0,0,41,0,41,1778157546660,1778157546724,156306,0,156306
8,0,23,26,20,0,1778157547159,1778157547209,111628,85869,0
9,0,0,37,0,37,1778157547662,1778157547710,177405,0,177405
10,0,26,36,33,0,1778157548161,1778157548218,190761,174867,0
11,0,0,41,0,41,1778157548661,1778157548724,237988,0,237988
12,0,16,30,21,0,1778157549167,1778157549227,189097,132361,0
13,0,0,43,0,43,1778157549663,1778157549707,291692,0,291692
14,0,13,36,32,0,1778157550164,1778157550223,262567,233392,0
15,0,0,35,0,35,1778157550664,1778157550713,272437,0,272437
16,0,12,34,23,0,1778157551166,1778157551234,9878,6683,0
17,0,0,33,0,33,1778157551666,1778157551708,25202,0,25202
18,0,42,20,8,0,1778157552165,1778157552251,26057,10426,0
19,0,0,61,0,61,1778157552668,1778157552726,108472,0,108472
20,0,31,13,13,0,1778157553165,1778157553257,29967,29967,0
21,0,0,58,0,58,1778157553668,1778157553733,161245,0,161245
22,0,27,19,11,0,1778157554169,1778157554223,62036,35917,0
23,0,0,47,0,47,1778157554668,1778157554715,176621,0,176621
24,0,26,23,17,0,1778157555174,1778157555243,98488,72793,0
25,0,0,54,0,54,1778157555670,1778157555714,256725,0,256725
26,0,17,11,9,0,1778157556170,1778157556217,57798,47288,0
27,0,0,45,0,45,1778157556673,1778157556752,260498,0,260498
28,0,10,31,25,0,1778157557172,1778157557236,194327,156717,0
29,0,0,42,0,42,1778157557674,1778157557718,283578,0,283578
30,0,30,16,8,0,1778157558172,1778157558213,115882,57942,0
31,0,0,51,0,51,1778157558675,1778157558722,395322,0,395322
32,0,30,32,21,0,1778157559180,1778157559229,7608,4989,0
33,0,0,55,0,55,1778157559676,1778157559722,40135,0,40135
34,0,28,17,12,0,1778157560182,1778157560237,21092,14888,0
35,0,0,46,0,46,1778157560678,1778157560734,79935,0,79935
36,0,38,25,18,0,1778157561176,1778157561227,55738,40132,0
37,0,0,46,0,46,1778157561680,1778157561737,125955,0,125955
38,0,48,9,0,0,1778157562180,1778157562235,29075,0,0
39,0,0,63,0,63,1778157562680,1778157562722,234332,0,234332
40,0,28,31,21,0,1778157563179,1778157563238,131199,88875,0
41,0,0,53,0,53,1778157563680,1778157563731,250394,0,250394
42,0,12,34,27,0,1778157564181,1778157564245,178028,141376,0
43,0,0,27,0,27,1778157564682,1778157564752,155068,0,155068
44,0,14,41,30,0,1778157565181,1778157565251,255772,187149,0
45,0,0,27,0,27,1778157565682,1778157565728,181328,0,181328
46,0,16,162,127,0,1778157566184,1778157566248,1171682,918536,0
47,0,0,17,0,17,1778157566681,1778157566722,131021,0,131021
48,0,6,190,140,0,1778157567187,1778157567236,39311,28953,0
49,0,0,6,0,6,1778157567682,1778157567732,4218,0,4218
50,0,3,190,130,0,1778157568190,1778157568269,234340,160337,0
51,0,0,6,0,6,1778157568684,1778157568769,10401,0,10401
52,0,8,176,132,0,1778157569188,1778157569250,389118,291839,0
53,0,0,9,0,9,1778157569686,1778157569738,24300,0,24300
54,0,11,172,128,0,1778157570204,1778157570257,553132,411634,0
55,0,0,11,0,11,1778157570685,1778157570732,40612,0,40612
56,0,0,198,155,0,1778157571192,1778157571237,830501,650135,0
57,0,0,1,0,1,1778157571685,1778157571740,4698,0,4698
