TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
69977123697998103907356192102016757178820024917271983188013865130666109915857,1778170142672,1778170146013,1778170146174,1778170146085,1778170146174,,,3501
53589638648668523894257256726168616202882876732963180444096463404163696146767,1778170150734,1778170154121,1778170156084,1778170154169,1778170156084,,,5349
16232113163172749645303622879164333282489878417261889048824063879773459227032,1778170215234,1778170220128,1778170220271,,,,,5037
105688293484883993947881015972831846906130628342474246165907680612433827480625,1778170231325,1778170238156,1778170240258,1778170238212,1778170240258,,,8932
28899666486958014101662206097071288713226646285152980071345535912765886881755,1778170239356,1778170242016,1778170244104,1778170242059,1778170244104,,,4747
107035866359260258380104188933121457111153278906093810309713127230007553150212,1778170005658,1778170012069,1778170014021,1778170012129,1778170014021,,,8363
92834555209419691114673117733548514869832913239283450312246387248716748780483,1778170005660,1778170013962,1778170014021,,,,,8360
88678714946404493291632215684059744185838975887650597039669372065333150563805,1778170021746,1778170028075,1778170029994,1778170028140,1778170029994,,,8247
51423913427049338317235644168022951407372127143820254590649817597082724618926,1778170054061,1778170061975,1778170064000,1778170062027,1778170064000,,,9939
47611370745469230284009459807646843703326731456408517003337813400696871022888,1778170118485,1778170122113,1778170124181,1778170122171,1778170124181,,,5695
90799216139635493383687128964080314733583177249399378109648416332080654880683,1778170126543,1778170130020,1778170130215,1778170130081,1778170130215,,,3671
39800404080695537761707158126580115045537170761020806146672316716924425477017,1778170126566,1778170132012,1778170132194,1778170132086,1778170132194,,,5628
54633996873571968076593919052912310099668579116976403698388650419232819646077,1778170037931,1778170044102,1778170046024,1778170044164,1778170046024,,,8092
51230024693883928108990373350522826196368111811402455627319477709874190986766,1778170062079,1778170063942,1778170064127,1778170064000,1778170064127,,,2048
69066244990461254638257713050445385915498484431481517676680063476413190191950,1778170102367,1778170104120,1778170106167,1778170104169,1778170106167,,,3800
102346377286393461352827791555666890855888474937046099986007543906402269446823,1778170183032,1778170190016,1778170190182,1778170190057,1778170190182,,,7149
10090369531296400364012657734815973393957211437240887621098996176948925344175,1778170215218,1778170216124,1778170216188,,,,,970
46406252122809456231970918857740449362715732181219407157335518752247985308037,1778170078234,1778170079980,1778170080158,1778170080057,1778170080158,,,1924
18185025826260752935111667603959992378482366178170534222342444012082708404448,1778170102386,1778170109996,1778170110147,1778170110054,1778170110147,,,7760
94942993982772851684048512305684007327248937612015885846499380114781063212164,1778170126564,1778170132137,1778170134170,1778170132194,1778170134170,,,7605
39180717745571363841918199130761533534092909819588073853445168889162670220223,1778170191064,1778170196121,1778170198078,1778170196186,1778170198078,,,7014
10934998836875952449490415240377392976270226331379404083304378376662094265222,1778170207184,1778170214139,1778170216112,1778170214213,1778170216112,,,8928
1126482506179973206617305643453048088802604362090170112680700570053589270865,1778170239360,1778170244147,1778170246131,1778170244206,1778170246131,,,6771
202395052152596194618303303560546641229636052882197550745110352923716531396,1778170247415,1778170254168,1778170254255,,,,,6840
105310736682183322741770235592590123347934245460176619597781533934901685252170,1778170037926,1778170042077,1778170042143,,,,,4216
1670125434023021275575074774137023118872772163866260612379312781894959973028,1778170110413,1778170111963,1778170114043,1778170112026,1778170114043,,,3630
1535465255063840309861358293818962616990542062779108266058288566982564740668,1778170118488,1778170122113,1778170124047,1778170122171,1778170124047,,,5559
9003829186474372449797936364855555035560628325212539703607353492987222431752,1778170223267,1778170226242,1778170226319,,,,,3052
81641605765255536549580436239897988582706931747608716617248852834896231986233,1778170223275,1778170228061,1778170230129,1778170228140,1778170230129,,,6854
44229857029071329815392084873402256743569112733029279166050768712960025056231,1778170037905,1778170039966,1778170040135,1778170040019,1778170040135,,,2230
41771758596504858964209666971530065849938167781601846495082927241229155629677,1778170118489,1778170122113,1778170124047,1778170122171,1778170124047,,,5558
112764348682689887849412592157301448105941090201152615341489841679475261993186,1778170142688,1778170150129,1778170152049,1778170150190,1778170152049,,,9361
4245569372078178284190997089218034896332976651354520861914280037307136158555,1778170174972,1778170180014,1778170180058,,,,,5085
43678776294839890551947805199113389020240173589215390339353942879971340266744,1778170183036,1778170189983,1778170192080,1778170190026,1778170192080,,,9044
103475218370103172748685681215858079602177166525005418747502618288972465664917,1778170191068,1778170198024,1778170198179,1778170198078,1778170198179,,,7111
25403786966605383497487687578822691687355410081822024654673025405973585401322,1778170150760,1778170158125,1778170160074,1778170158190,1778170160074,,,9314
