EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,50000.00000000000000000000000000000000000000000000000000000000,12718,37282,37282,1778170007923,1778170260207,198.18940759151388419923023320734500885009765625000000000000
