TxHash (Byte -> Big Int),Tx propose timestamp,Block propose timestamp,Tx finally commit timestamp,Relay1 Tx commit timestamp (not a relay tx -> nil),Relay2 Tx commit timestamp (not a relay tx -> nil),Broker1 Tx commit timestamp (not a broker tx -> nil),Broker2 Tx commit timestamp (not a broker tx -> nil),Confirmed latency of this tx (ms)
111121143057272175550483125393658445750163037117102460742095918655798021936095,1778651789900,1778651791595,1778651795754,1778651791723,1778651795754,,,5854
18554036609041401426256145451797125567548656757070141072506343859505933087771,1778651785835,1778651791560,1778651793749,1778651791779,1778651793749,,,7914
28784764541236003360960145780904029300907981133644828574091913297359262224734,1778651787866,1778651793603,1778651795785,1778651793798,1778651795785,,,7919
34034370631913233308988331687709048474161349814041529284662693124080927305961,1778651806858,1778651809651,1778651811818,1778651809756,1778651811818,,,4960
35906804638926487856172921427538550521014265310480254398805744701568276014767,1778651808874,1778651809719,1778651811818,1778651809854,1778651811818,,,2944
21903706470374755049168178309719130185279061716266390849384130674630085947300,1778651806757,1778651811603,1778651813723,1778651811674,1778651813723,,,6965
4389228304404001420193990381810316839668210279507002227502692385055775457536,1778651808871,1778651813626,1778651815739,1778651813837,1778651815739,,,6867
11858031592836959204293596809100241311388040865330888351516263533482964321777,1778651812952,1778651815575,1778651817748,1778651815739,1778651817748,,,4796
34140794068472846349262711800258299780897532309294724153119629313216506943144,1778651817070,1778651819581,1778651819781,,,,,2711
16254406579091620373476294768331280823325084324475018760071218982216575856365,1778651825366,1778651827597,1778651829738,1778651827762,1778651829738,,,4372
57202606283600861426894231863436471951029073628745150363179000085941582620245,1778651763262,1778651765576,1778651765699,,,,,2436
22340229150651917467810957546656414328944514547655088247825499066841170067770,1778651785833,1778651791560,1778651793775,1778651791779,1778651793775,,,7942
6147255677362822465782783518832726259618582016916035101592740787454927418161,1778651787864,1778651793603,1778651795785,1778651793798,1778651795785,,,7920
97129202939414102202114818195391606771874595685875627844936979165322899688194,1778651794000,1778651795582,1778651797755,1778651795736,1778651797755,,,3754
99835313928768095502472125441860571727044953485098757430636730423174731102307,1778651791952,1778651795577,1778651795754,,,,,3802
29491122693362212885226492108616356706994064345780603462419259883793323056474,1778651800588,1778651801581,1778651801727,,,,,1139
112291656490325973416813777092760278599978400920611563095453862747470463385818,1778651825373,1778651829558,1778651829670,,,,,4296
5960912425739126171310425998301453567305817510497163534380811609964835227659,1778651763268,1778651765576,1778651767649,1778651765699,1778651767649,,,4381
23423144593643374970752691361029030184448861626005867240263429270483169597897,1778651781757,1778651783554,1778651783700,,,,,1942
67328900133642088287937030812737700665810373818793022983801741161797093821758,1778651783785,1778651787560,1778651789712,1778651787704,1778651789712,,,5927
70319350835478598498030370226728323944975446177001450381535632425204228197231,1778651791954,1778651795577,1778651797755,1778651795754,1778651797755,,,5800
99221564522615505537036890648411439674998316696635079709175069932983034791560,1778651812934,1778651815603,1778651817754,1778651815713,1778651817754,,,4819
29100603505513114575811537935901604103774001484369694001338021296163429947371,1778651817074,1778651819581,1778651821797,1778651819781,1778651821797,,,4722
35047357472666814809761977173750207175105531474992597525249442733955058682614,1778651823304,1778651823621,1778651825757,1778651823763,1778651825757,,,2452
90774168256936521548213358320902215325307088481209856737511534533454353845127,1778651763285,1778651765576,1778651765699,,,,,2413
63212134845740813514605788612554180223745600517711267528387489276344648906155,1778651765295,1778651765576,1778651767768,1778651765699,1778651767768,,,2473
92505973052639273510524109505110141928760210829620749313695220000502221014608,1778651789898,1778651791595,1778651793749,1778651791723,1778651793749,,,3851
80822157618414964450936593387022249675839558179700011322628094481088154573055,1778651802665,1778651806184,1778651807876,1778651806300,1778651807876,,,5210
70470842773111468556918292484151959367176579321579460945075865912888728861627,1778651817093,1778651817632,1778651819770,1778651817748,1778651819770,,,2677
39694538379131777783965060869564162217871434895705156226056263150206499568207,1778651798578,1778651801581,1778651803739,1778651801727,1778651803739,,,5160
25626611149417096756662285192038450123969171832307800597924907622394032906814,1778651810905,1778651813630,1778651813770,,,,,2864
78179308998616245842349453254092929137925405100342279662600978270870078081305,1778651819179,1778651821599,1778651823742,1778651821797,1778651823742,,,4562
62410476182727011104167379549632395427328636269797012892638218650102724111575,1778651819153,1778651821587,1778651823721,1778651821803,1778651823721,,,4567
16707715240115401975530191764417633968987455974861026799904931853923749995950,1778651775484,1778651775566,1778651777742,1778651775776,1778651777742,,,2257
20067811344758411150400480648065913960072230947163529250359287456837987135558,1778651787879,1778651793603,1778651795736,1778651793798,1778651795736,,,7857
28250185701608534662367998654311813196040467817485263726084527842818083363783,1778651825372,1778651827591,1778651829670,1778651827742,1778651829670,,,4297
72489139764245778423813040874182696746428171489657406995837557671603980852771,1778651825366,1778651827597,1778651829678,1778651827762,1778651829678,,,4312
17662326686806623319891376118883612643495306336667944840548449867030055707443,1778651771407,1778651771582,1778651771822,,,,,414
90405690908077568732851698916058433770957529438977520786657805684040491673697,1778651775500,1778651775566,1778651777745,1778651775776,1778651777745,,,2244
43725739746117802838744528744743528714220786130877355289663793679207654767283,1778651777536,1778651779559,1778651781721,1778651779740,1778651781721,,,4185
42551129315900829206448583422409336438683168161327655760218329212101740690684,1778651783798,1778651789556,1778651791723,1778651789734,1778651791723,,,7924
28379735541100328562647830882182166935388188796920757811794557934302273297099,1778651785834,1778651791560,1778651793775,1778651791779,1778651793775,,,7941
