Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,267,184,0,1778170894203,1778170894258,578067,398408,0
2,0,0,253,79,125,1778170896194,1778170896260,1053221,328597,520805
3,0,28,287,110,111,1778170898196,1778170898294,1776539,680685,687426
4,0,0,278,102,107,1778170900201,1778170900270,1555374,383312,873628
5,0,0,251,101,121,1778170902196,1778170902243,1114806,212565,841215
6,0,0,238,115,83,1778170904200,1778170904268,981747,473978,342905
7,0,0,261,126,72,1778170906202,1778170906285,1600568,772360,441985
8,0,89,113,55,42,1778170908195,1778170908293,919012,447193,341728
9,0,40,230,115,72,1778170910200,1778170910290,829968,242545,496730
10,0,84,163,60,86,1778170912199,1778170912260,663836,244221,350403
11,0,63,215,113,60,1778170914217,1778170914299,1312312,689644,366389
12,0,1,210,41,140,1778170916208,1778170916307,1701426,332031,1134551
13,0,1,103,4,97,1778170918201,1778170918305,654261,8273,641846
14,0,0,53,9,43,1778170920199,1778170920249,212603,36066,172530
15,0,0,83,2,81,1778170922199,1778170922247,498516,12004,486512
16,0,0,205,86,95,1778170924206,1778170924266,1642772,688828,761734
17,0,0,269,156,61,1778170926209,1778170926303,1033312,315332,612863
18,0,0,102,41,44,1778170928207,1778170928324,411866,165411,177860
19,0,0,109,20,87,1778170930205,1778170930293,653683,119751,521958
20,0,0,140,37,92,1778170932208,1778170932328,1122763,296401,738237
21,0,0,266,120,99,1778170934213,1778170934328,1322921,238169,991452
22,0,0,161,55,71,1778170936216,1778170936317,638857,218008,282106
23,0,0,284,125,123,1778170938214,1778170938318,1692049,744072,733688
24,0,0,176,91,61,1778170940207,1778170940275,1391385,719145,482596
25,0,0,202,102,78,1778170942220,1778170942330,1016407,197261,776590
26,0,0,204,84,48,1778170944216,1778170944299,795168,327284,187362
27,0,0,307,107,159,1778170946218,1778170946323,1816927,632972,941401
28,0,0,194,80,81,1778170948213,1778170948279,1526068,629029,637554
29,0,0,204,93,69,1778170950217,1778170950277,928129,170715,680317
30,0,0,199,95,68,1778170952219,1778170952325,771693,368076,264123
31,0,0,240,148,54,1778170954221,1778170954293,1401360,864024,315497
32,0,0,283,181,43,1778170956224,1778170956305,2220772,1420245,337569
33,0,0,168,92,31,1778170958213,1778170958300,554987,167823,305079
34,0,0,72,1,66,1778170960217,1778170960329,277114,3841,254068
35,0,0,112,21,89,1778170962217,1778170962296,650534,121816,517118
36,0,0,165,66,77,1778170964225,1778170964321,1290480,515915,602613
37,0,0,201,96,67,1778170966222,1778170966281,890524,168574,655238
38,0,0,310,178,69,1778170968218,1778170968304,1169340,670882,260980
39,0,0,68,21,37,1778170970214,1778170970323,393352,121410,214118
40,0,0,101,6,94,1778170972219,1778170972317,785132,46614,730751
41,0,0,91,4,86,1778170974218,1778170974258,843406,6728,834994
42,0,0,122,13,108,1778170976224,1778170976341,459207,48850,406596
43,0,0,107,10,94,1778170978221,1778170978331,614996,57439,540330
44,0,0,104,8,96,1778170980215,1778170980261,798015,61355,736660
45,0,0,83,2,81,1778170982223,1778170982287,788723,3350,785373
46,0,0,106,5,100,1778170984218,1778170984264,387106,18234,365226
47,0,0,87,2,85,1778170986224,1778170986306,494917,11366,483551
48,0,0,120,15,102,1778170988226,1778170988334,925406,115626,786654
49,0,0,105,6,97,1778170990227,1778170990310,952863,10017,939511
50,0,0,98,7,91,1778170992222,1778170992292,357512,25465,332047
51,0,0,85,0,85,1778170994238,1778170994351,484409,0,484409
52,0,0,0,0,0,1778170996218,1778170996264,0,0,0
53,0,0,0,0,0,1778170998220,1778170998281,0,0,0
54,0,0,0,0,0,1778171000228,1778171000291,0,0,0
