Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,59,146,113,0,1778170894239,1778170894297,321833,249064,0
2,0,29,130,31,92,1778170896239,1778170896282,544305,129602,385439
3,0,35,127,49,69,1778170898240,1778170898297,786682,303396,427560
4,0,32,148,81,55,1778170900240,1778170900319,966696,456502,451761
5,0,24,78,25,47,1778170902240,1778170902296,297016,53928,230154
6,0,29,115,40,69,1778170904243,1778170904305,478874,166333,287589
7,0,47,129,39,71,1778170906243,1778170906336,797950,241043,439490
8,0,16,130,26,96,1778170908243,1778170908332,846171,52078,784852
9,0,39,85,25,53,1778170910243,1778170910332,519575,53701,450843
10,0,21,133,28,98,1778170912246,1778170912311,548600,115299,404474
11,0,43,164,77,69,1778170914247,1778170914310,1002213,470160,422139
12,0,13,78,9,69,1778170916244,1778170916307,632253,72847,559406
13,0,5,110,4,105,1778170918247,1778170918329,671484,8376,661015
14,0,3,67,9,55,1778170920253,1778170920329,274164,36801,225094
15,0,26,89,0,89,1778170922250,1778170922298,539116,0,539116
16,0,63,153,40,107,1778170924257,1778170924326,1235708,322821,864463
17,0,65,156,40,82,1778170926251,1778170926329,977578,81933,825992
18,0,12,89,7,73,1778170928249,1778170928344,361486,28376,296602
19,0,4,87,1,84,1778170930250,1778170930328,525044,6022,506977
20,0,8,116,17,96,1778170932253,1778170932348,932796,136525,772183
21,0,32,151,41,81,1778170934252,1778170934340,951914,81849,812158
22,0,20,132,59,62,1778170936252,1778170936328,525341,234526,247088
23,0,38,123,47,58,1778170938252,1778170938335,735050,280654,346945
24,0,32,106,20,84,1778170940252,1778170940310,842055,158751,667427
25,0,15,163,65,85,1778170942262,1778170942370,1003557,128190,849715
26,0,30,121,73,38,1778170944254,1778170944318,474056,285815,149100
27,0,24,101,36,41,1778170946256,1778170946334,598649,213296,243164
28,0,27,225,135,56,1778170948261,1778170948314,1776817,1065716,442684
29,0,28,209,110,60,1778170950260,1778170950381,887384,213702,597946
30,0,22,124,49,62,1778170952259,1778170952341,482926,190640,241679
31,0,50,136,62,62,1778170954261,1778170954355,802735,365837,366102
32,0,62,156,52,83,1778170956260,1778170956328,1227927,409198,653455
33,0,27,120,23,89,1778170958260,1778170958326,935550,42544,878210
34,0,0,76,1,75,1778170960260,1778170960351,294353,3864,290489
35,0,8,110,5,98,1778170962267,1778170962365,646561,29350,576135
36,0,14,150,34,105,1778170964264,1778170964347,1177470,266686,824509
37,0,30,149,47,75,1778170966265,1778170966318,868981,84335,736238
38,0,50,137,56,63,1778170968264,1778170968343,522401,213211,240656
39,0,11,80,3,75,1778170970262,1778170970373,467060,17494,437907
40,0,5,120,5,107,1778170972264,1778170972343,935947,38976,834614
41,0,0,114,1,112,1778170974266,1778170974317,1089469,1741,1085989
42,0,7,112,6,104,1778170976265,1778170976367,424551,22705,394280
43,0,8,121,0,118,1778170978266,1778170978367,699890,0,682547
44,0,0,111,2,107,1778170980268,1778170980351,861740,15518,830702
45,0,0,112,2,110,1778170982268,1778170982333,1075115,3442,1071673
46,0,3,108,2,103,1778170984268,1778170984314,399828,7397,381341
47,0,2,105,3,102,1778170986272,1778170986342,601101,17160,583941
48,0,8,101,5,91,1778170988268,1778170988370,782646,38725,705196
49,0,4,108,1,105,1778170990271,1778170990366,1027930,1719,1022761
50,0,4,125,4,116,1778170992269,1778170992312,458535,14624,425612
51,0,0,112,0,112,1778170994268,1778170994352,638410,0,638410
52,0,0,0,0,0,1778170996264,1778170996309,0,0,0
53,0,0,0,0,0,1778170998264,1778170998323,0,0,0
54,0,0,0,0,0,1778171000265,1778171000345,0,0,0
