Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,46,412,339,0,1778651765570,1778651765672,770216,629226,0
2,0,36,560,118,401,1778651767583,1778651767714,1631278,136107,1439052
3,0,160,396,99,275,1778651769569,1778651769711,1189531,208461,936982
4,0,0,424,87,288,1778651771562,1778651771763,1173870,113221,1030202
5,0,0,575,152,374,1778651773567,1778651773704,1494202,76102,1394964
6,0,50,592,185,355,1778651775568,1778651775736,1416508,112159,1259164
7,0,252,460,157,258,1778651777569,1778651777742,1355293,350735,904006
8,0,108,451,273,93,1778651779572,1778651779720,1171089,594037,391937
9,0,49,385,63,296,1778651781562,1778651781721,1415485,128880,1233489
10,0,43,427,111,261,1778651783574,1778651783684,1372414,215946,1049608
11,0,25,325,9,308,1778651785567,1778651785694,1437799,17148,1405423
12,0,300,257,12,237,1778651787570,1778651787706,1249791,22447,1212408
13,0,92,478,142,300,1778651789573,1778651789713,2055179,260861,1728069
14,0,41,652,248,342,1778651791591,1778651791736,2537837,454702,1969489
15,0,21,547,111,408,1778651793585,1778651793749,2715147,198532,2466550
16,0,0,573,211,297,1778651795585,1778651795731,2329447,309965,1924763
17,0,326,873,360,420,1778651797616,1778651797765,2581010,446964,2018792
18,0,11,451,94,326,1778651799589,1778651799708,1840434,107837,1697115
19,0,3,305,14,280,1778651801571,1778651801682,1116244,27241,1067034
20,0,24,221,10,206,1778651803583,1778651803739,1000686,15041,978125
21,0,262,308,22,277,1778651805577,1778651805785,1496868,60419,1414486
22,0,118,278,11,266,1778651807795,1778651807876,1621057,22423,1595483
23,0,440,533,198,274,1778651809737,1778651809845,2363297,343739,1893587
24,0,474,645,112,510,1778651811691,1778651811818,2916562,171002,2706359
25,0,304,607,84,474,1778651813638,1778651813783,3019661,111163,2818769
26,0,163,637,79,526,1778651815603,1778651815711,3392293,139723,3201184
27,0,22,382,50,316,1778651817593,1778651817685,1645097,39745,1595915
28,0,48,429,73,345,1778651819601,1778651819770,1835191,140834,1675296
29,0,0,588,144,412,1778651821601,1778651821731,2188208,178315,1977033
30,0,148,807,273,467,1778651823610,1778651823746,2084919,243168,1773767
31,0,0,393,72,286,1778651825589,1778651825689,1164216,107946,1011745
32,0,290,384,65,306,1778651827604,1778651827764,1145459,82762,1047740
33,0,11,290,0,290,1778651829601,1778651829738,1124259,0,1124259
34,0,0,11,0,11,1778651831564,1778651831681,47204,0,47204
35,0,0,0,0,0,1778651833562,1778651833677,0,0,0
36,0,0,0,0,0,1778651835562,1778651835648,0,0,0
37,0,0,0,0,0,1778651837562,1778651837658,0,0,0
