Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,362,1000,674,0,1778651765576,1778651765699,1724095,1119336,0
2,0,304,1000,265,619,1778651767561,1778651767725,3074730,504477,2344657
3,0,230,640,277,256,1778651769543,1778651769733,1670804,633917,786458
4,0,308,678,284,301,1778651771545,1778651771833,1535481,299280,1146621
5,0,70,693,278,308,1778651773549,1778651773709,1401774,188011,1158655
6,0,415,1000,424,403,1778651775566,1778651775776,2026273,463846,1416008
7,0,417,573,118,412,1778651777554,1778651777758,1629654,265724,1267116
8,0,278,801,517,109,1778651779559,1778651779740,1973309,1129091,461537
9,0,0,450,180,196,1778651781545,1778651781684,1325009,363594,811401
10,0,256,616,301,203,1778651783554,1778651783731,1648633,599236,826341
11,0,0,296,35,256,1778651785545,1778651785673,1278943,65939,1203575
12,0,0,236,24,208,1778651787542,1778651787680,1116716,44204,1065152
13,0,196,566,190,248,1778651789552,1778651789712,2048993,349029,1464978
14,0,426,1000,347,426,1778651791570,1778651791747,3284477,640540,2224502
15,0,86,1000,292,573,1778651793604,1778651793775,4101651,656464,3128531
16,0,570,1000,435,383,1778651795586,1778651795785,3480716,687051,2504213
17,0,500,1000,463,372,1778651797574,1778651797755,3138103,888984,1938057
18,0,113,985,450,361,1778651799600,1778651799760,3047163,910541,1759726
19,0,23,252,39,206,1778651801555,1778651801722,855508,88065,755565
20,0,38,230,20,204,1778651803577,1778651803787,1037730,43081,985793
21,0,287,298,33,261,1778651806184,1778651806300,1576112,109703,1453916
22,0,0,310,24,275,1778651807630,1778651807710,1683272,41103,1625686
23,0,0,977,524,226,1778651809651,1778651809756,2674591,825138,1506231
24,0,257,834,344,402,1778651811591,1778651811752,3002374,616547,2222394
25,0,0,880,341,419,1778651813583,1778651813723,3377535,492962,2724023
26,0,183,721,266,374,1778651815575,1778651815739,3097587,459736,2516844
27,0,0,377,103,241,1778651817565,1778651817649,1365002,85580,1255035
28,0,0,632,210,373,1778651819575,1778651819757,2356739,414132,1853699
29,0,166,1000,468,368,1778651821599,1778651821797,2527672,553338,1772992
30,0,0,809,334,353,1778651823584,1778651823721,1977480,385682,1448210
31,0,103,709,311,321,1778651825579,1778651825725,1734939,485333,1133075
32,0,0,494,182,255,1778651827591,1778651827742,1059695,142822,874586
33,0,11,232,0,232,1778651829562,1778651829678,941713,0,941713
34,0,0,11,0,11,1778651831551,1778651831693,51383,0,51383
35,0,0,0,0,0,1778651833546,1778651833695,0,0,0
36,0,0,0,0,0,1778651835546,1778651835665,0,0,0
37,0,0,0,0,0,1778651837547,1778651837671,0,0,0
