Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,346,258,0,1778651765537,1778651765633,595954,463064,0
2,0,0,748,114,576,1778651767536,1778651767649,2192579,121069,2020781
3,0,534,1000,492,338,1778651769548,1778651769709,1805555,544248,1094523
4,0,437,1000,602,173,1778651771569,1778651771806,2630019,1410817,706439
5,0,324,1000,558,257,1778651773552,1778651773734,2563875,1297662,836037
6,0,0,706,266,322,1778651775547,1778651775657,1365768,374921,863051
7,0,224,475,26,433,1778651777543,1778651777745,1364224,58204,1270177
8,0,0,452,182,166,1778651779544,1778651779674,1298773,386258,691900
9,0,690,1000,593,206,1778651781565,1778651781754,2529824,1240946,867592
10,0,604,1000,487,306,1778651783554,1778651783700,3698652,1501295,1555185
11,0,1262,1000,607,188,1778651785560,1778651785731,3385243,1958280,750821
12,0,1818,1000,766,0,1778651787560,1778651787704,3915216,2999170,0
13,0,1866,1000,712,25,1778651789556,1778651789734,4441929,3132982,148617
14,0,1375,1000,749,22,1778651791560,1778651791779,5574832,4162079,130801
15,0,1597,1000,665,156,1778651793603,1778651793798,5659254,3711659,924144
16,0,973,1000,610,204,1778651795577,1778651795754,4566761,2578865,1193529
17,0,348,1000,457,356,1778651797568,1778651797672,4842431,2194839,1722971
18,0,888,1000,336,521,1778651799589,1778651799793,3151537,700202,2115555
19,0,1424,1000,533,248,1778651801581,1778651801727,3066665,1514723,924903
20,0,1909,1000,771,0,1778651803605,1778651803857,3252181,2507507,0
21,0,2492,1000,763,14,1778651805572,1778651805771,4002495,3043047,82427
22,0,2663,1000,704,15,1778651807821,1778651807936,5115603,3585781,101687
23,0,1961,1000,737,20,1778651809659,1778651809827,5150401,3768795,139145
24,0,1224,1000,727,33,1778651811603,1778651811674,6044710,4347222,287025
25,0,1055,1000,614,219,1778651813626,1778651813837,6543224,4107368,1325333
26,0,733,1000,192,712,1778651815618,1778651815809,5214529,905302,3857466
27,0,1253,1000,427,414,1778651817605,1778651817754,3590437,1217368,1908949
28,0,1138,1000,685,66,1778651819581,1778651819781,3313730,2326611,189609
29,0,935,1000,551,253,1778651821587,1778651821803,3759813,1509889,1690835
30,0,350,1000,168,720,1778651823587,1778651823742,3999782,507659,3138330
31,0,564,1000,408,445,1778651825588,1778651825757,2016572,400987,1453300
32,0,267,1000,585,231,1778651827597,1778651827762,2735154,1401741,892664
33,0,0,267,45,175,1778651829558,1778651829670,808638,108666,556477
34,0,0,0,0,0,1778651831541,1778651831688,0,0,0
35,0,0,0,0,0,1778651833542,1778651833677,0,0,0
36,0,0,0,0,0,1778651835542,1778651835660,0,0,0
37,0,0,0,0,0,1778651837543,1778651837662,0,0,0
