Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,64,84,84,0,1778167184070,1778167184128,170206,170206,0
2,0,1,139,80,59,1778167186075,1778167186157,400558,324257,76301
3,0,61,50,1,23,1778167188071,1778167188137,186944,6033,23462
4,0,52,109,0,17,1778167190076,1778167190155,776374,0,34561
5,0,45,77,25,35,1778167192072,1778167192148,266706,25240,70589
6,0,0,64,46,18,1778167194072,1778167194140,174038,138002,36036
7,0,55,86,0,5,1778167196077,1778167196155,412567,0,5030
8,0,68,109,0,23,1778167198079,1778167198195,640548,0,32863
9,0,0,82,0,31,1778167200076,1778167200148,520929,0,61303
10,0,0,123,68,55,1778167202076,1778167202128,190941,131785,59156
11,0,0,102,32,30,1778167204081,1778167204161,316379,127015,29191
12,0,0,137,0,36,1778167206080,1778167206149,665309,0,61005
13,0,0,127,0,48,1778167208080,1778167208143,721649,0,92565
14,0,0,43,3,33,1778167210075,1778167210130,124054,2648,51791
15,0,0,70,19,7,1778167212080,1778167212157,191393,55271,6398
16,0,0,187,0,90,1778167214084,1778167214163,623359,0,144698
17,0,0,99,0,1,1778167216081,1778167216143,678646,0,1877
18,0,0,64,0,10,1778167218081,1778167218158,491163,0,9747
19,0,0,55,49,6,1778167220080,1778167220144,95576,90470,5106
20,0,0,163,0,73,1778167222088,1778167222165,435847,0,85831
21,0,0,116,0,15,1778167224087,1778167224183,608410,0,12870
22,0,0,96,0,0,1778167226083,1778167226140,753437,0,0
23,0,15,61,35,0,1778167228082,1778167228157,285413,28986,0
24,0,0,87,48,39,1778167230083,1778167230164,191625,136020,55605
25,0,15,86,0,10,1778167232089,1778167232163,378740,0,10330
26,0,39,133,0,38,1778167234090,1778167234174,705369,0,54452
27,0,0,105,0,39,1778167236088,1778167236188,664752,0,79839
28,0,17,112,112,0,1778167238090,1778167238179,200358,200358,0
29,0,0,63,35,28,1778167240090,1778167240158,177876,131789,46087
30,0,7,67,0,0,1778167242090,1778167242175,390122,0,0
31,0,33,104,0,16,1778167244091,1778167244178,710472,0,23642
32,0,0,113,35,74,1778167246089,1778167246165,171801,24678,107990
33,0,0,69,65,4,1778167248088,1778167248159,183344,175395,7949
34,0,0,108,16,45,1778167250091,1778167250158,356156,75145,58698
35,0,0,150,0,40,1778167252095,1778167252149,816190,0,78247
36,0,0,124,0,82,1778167254095,1778167254155,507979,0,142527
37,0,0,46,41,5,1778167256089,1778167256134,76068,66468,9600
