Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,54,118,118,0,1778167184091,1778167184144,240980,240980,0
2,0,30,162,103,59,1778167186094,1778167186168,498543,418581,79962
3,0,54,80,14,16,1778167188095,1778167188158,421367,84756,32784
4,0,77,91,0,8,1778167190094,1778167190166,686524,0,16351
5,0,49,127,42,52,1778167192098,1778167192160,472434,42886,97451
6,0,37,71,71,0,1778167194090,1778167194152,213901,213901,0
7,0,50,83,0,0,1778167196097,1778167196165,418405,0,0
8,0,79,112,0,33,1778167198106,1778167198215,603599,0,43863
9,0,0,102,0,30,1778167200104,1778167200170,706478,0,55988
10,0,0,144,90,54,1778167202097,1778167202143,227710,175747,51963
11,0,0,111,55,17,1778167204101,1778167204173,409389,218977,33818
12,0,0,116,0,31,1778167206101,1778167206169,563191,0,52901
13,0,0,173,0,79,1778167208106,1778167208169,887327,0,136289
14,0,0,31,5,11,1778167210095,1778167210142,163846,4474,10017
15,0,0,70,26,1,1778167212101,1778167212164,204836,75816,1927
16,0,0,173,0,98,1778167214108,1778167214197,533951,0,161257
17,0,0,113,0,2,1778167216102,1778167216163,770525,0,1788
18,0,0,81,0,15,1778167218102,1778167218170,602473,0,13283
19,0,0,57,52,5,1778167220101,1778167220155,105914,96574,9340
20,0,0,174,0,60,1778167222114,1778167222182,519356,0,73876
21,0,0,98,0,10,1778167224107,1778167224193,538423,0,18700
22,0,0,95,0,0,1778167226108,1778167226159,747391,0,0
23,0,11,85,57,0,1778167228104,1778167228174,324769,48152,0
24,0,3,113,84,29,1778167230107,1778167230199,283209,241001,42208
25,0,0,117,0,3,1778167232113,1778167232180,560686,0,6157
26,0,38,124,0,23,1778167234118,1778167234193,718272,0,24302
27,0,0,103,0,44,1778167236112,1778167236201,608209,0,84592
28,0,7,120,120,0,1778167238115,1778167238203,217564,217564,0
29,0,3,183,157,26,1778167240109,1778167240173,627790,593417,34373
30,0,0,86,0,6,1778167242115,1778167242196,476692,0,9420
31,0,27,112,0,14,1778167244118,1778167244203,782292,0,14896
32,0,13,157,93,27,1778167246113,1778167246184,485132,67423,55046
33,0,0,81,55,26,1778167248110,1778167248174,188106,149200,38906
34,0,0,130,44,16,1778167250113,1778167250173,571775,207284,31806
35,0,0,134,0,63,1778167252116,1778167252180,580539,0,102083
36,0,0,125,0,51,1778167254119,1778167254182,746552,0,100606
37,0,0,64,43,21,1778167256109,1778167256173,106511,71390,35121
38,0,0,104,0,17,1778167258119,1778167258193,356630,0,33541
39,0,0,125,0,26,1778167260124,1778167260201,602505,0,37062
40,0,0,135,0,20,1778167262122,1778167262200,924820,0,39196
41,0,13,109,57,0,1778167264127,1778167264238,542741,36762,0
42,0,0,118,45,37,1778167266116,1778167266176,261406,116195,50073
43,0,0,133,0,23,1778167268119,1778167268233,549441,0,36243
44,0,33,111,0,9,1778167270123,1778167270244,689072,0,9468
45,0,0,103,0,33,1778167272122,1778167272224,671508,0,66851
46,0,0,63,6,5,1778167274117,1778167274166,90648,9174,290
47,0,7,128,0,15,1778167276135,1778167276242,427049,0,16980
48,0,0,112,0,7,1778167278129,1778167278199,600239,0,14602
49,0,0,114,0,0,1778167280128,1778167280235,866944,0,0
50,0,12,49,9,0,1778167282119,1778167282173,385847,4329,0
51,0,11,128,0,24,1778167284128,1778167284191,300309,0,37305
52,0,0,105,0,11,1778167286126,1778167286203,448208,0,22682
53,0,0,85,0,0,1778167288123,1778167288203,554153,0,0
54,0,0,94,0,0,1778167290127,1778167290243,804082,0,0
55,0,13,125,125,0,1778167292126,1778167292205,183515,183515,0
56,0,1,113,7,46,1778167294128,1778167294199,295228,24227,61475
57,0,0,125,0,15,1778167296133,1778167296217,622362,0,16949
58,0,1,104,0,0,1778167298131,1778167298224,780006,0,0
59,0,6,87,53,1,1778167300126,1778167300217,338357,23271,2051
60,0,0,124,106,18,1778167302128,1778167302184,278914,254891,24023
61,0,0,78,77,1,1778167304129,1778167304189,341430,339428,2002
62,0,39,126,0,39,1778167306135,1778167306239,624741,0,61525
63,0,0,132,0,54,1778167308142,1778167308238,754699,0,94416
64,0,5,113,88,25,1778167310315,1778167310372,163612,134921,28691
65,0,34,102,0,5,1778167312294,1778167312383,358117,0,10775
66,0,21,176,0,69,1778167314271,1778167314332,699357,0,108838
67,0,0,118,0,21,1778167316191,1778167316256,762663,0,42000
68,0,19,48,43,0,1778167318145,1778167318222,61380,14450,0
69,0,14,148,111,37,1778167320161,1778167320249,322374,262133,60241
70,0,0,108,44,14,1778167322178,1778167322254,441559,192070,29596
71,0,54,114,0,14,1778167324164,1778167324211,649294,0,14839
72,0,0,131,0,75,1778167326155,1778167326225,601486,0,134133
73,0,31,111,99,12,1778167328146,1778167328213,139391,126819,12572
74,0,0,282,243,39,1778167330144,1778167330190,862060,791273,70787
75,0,50,96,0,24,1778167332163,1778167332259,410466,0,25639
76,0,0,200,0,67,1778167334232,1778167334296,1103630,0,123405
77,0,0,56,55,0,1778167336137,1778167336210,21789,12508,0
78,0,0,62,31,31,1778167338140,1778167338210,109751,69006,40745
79,0,0,97,0,7,1778167340174,1778167340232,398186,0,14070
80,0,0,139,0,38,1778167342175,1778167342239,684484,0,51818
81,0,0,101,0,9,1778167344151,1778167344222,776093,0,17757
82,0,0,135,10,67,1778167346148,1778167346192,171283,11710,90509
83,0,0,105,0,2,1778167348160,1778167348239,336897,0,3944
84,0,0,116,0,14,1778167350169,1778167350261,555820,0,20498
85,0,0,109,0,12,1778167352158,1778167352224,722136,0,23052
86,0,17,46,14,0,1778167354151,1778167354230,297006,2268,0
87,0,0,141,0,30,1778167356159,1778167356214,288635,0,47128
88,0,0,97,0,9,1778167358158,1778167358260,379894,0,9369
89,0,0,114,0,0,1778167360162,1778167360227,702829,0,0
90,0,0,88,0,0,1778167362155,1778167362208,716521,0,0
91,0,0,57,9,1,1778167364147,1778167364196,62104,9666,57
92,0,2,94,0,2,1778167366156,1778167366214,289550,0,2142
93,0,0,107,0,2,1778167368158,1778167368225,542209,0,4160
94,0,0,88,0,0,1778167370155,1778167370212,624562,0,0
95,0,32,39,0,0,1778167372159,1778167372227,355176,0,0
96,0,92,65,65,0,1778167374151,1778167374229,131650,131650,0
97,0,120,168,0,59,1778167376166,1778167376243,544901,0,97929
98,0,56,168,0,54,1778167378173,1778167378263,806698,0,111436
99,0,16,124,0,0,1778167380165,1778167380224,996929,0,0
100,0,15,65,49,0,1778167382152,1778167382207,207392,47257,0
101,0,33,105,85,20,1778167384168,1778167384256,293292,256082,37210
102,0,0,148,3,93,1778167386158,1778167386225,403955,14937,128935
103,0,24,102,0,23,1778167388163,1778167388241,578556,0,24587
104,0,0,118,0,26,1778167390165,1778167390242,880227,0,51731
105,0,1,70,69,1,1778167392154,1778167392223,134585,133546,1039
106,0,65,110,0,1,1778167394160,1778167394235,435051,0,2047
107,0,40,206,0,112,1778167396172,1778167396237,740590,0,179659
108,0,0,152,0,40,1778167398169,1778167398238,972040,0,80720
109,0,18,46,40,0,1778167400156,1778167400250,96511,36722,0
110,0,16,135,41,41,1778167402164,1778167402235,334224,119023,59924
111,0,0,109,0,25,1778167404176,1778167404273,458691,0,42369
112,0,0,117,0,6,1778167406168,1778167406219,771237,0,5969
113,0,0,86,0,17,1778167408160,1778167408218,647183,0,33830
114,0,55,29,29,0,1778167410157,1778167410224,53169,53169,0
115,0,17,157,0,64,1778167412170,1778167412220,481528,0,121723
116,0,46,96,0,17,1778167414358,1778167414439,518352,0,38369
117,0,38,100,0,0,1778167416358,1778167416422,804633,0,0
118,0,43,61,23,0,1778167418212,1778167418283,395597,19435,0
119,0,17,147,35,52,1778167420274,1778167420348,378931,101793,100641
120,0,4,119,0,17,1778167422211,1778167422291,531725,0,34782
121,0,0,96,0,9,1778167424229,1778167424324,613352,0,13661
122,0,0,63,0,10,1778167426188,1778167426251,477122,0,9887
123,0,15,52,52,0,1778167428177,1778167428263,92041,92041,0
124,0,13,116,0,32,1778167430226,1778167430299,373434,0,50618
125,0,0,121,0,13,1778167432235,1778167432303,658027,0,27482
126,0,0,91,0,0,1778167434207,1778167434273,709453,0,0
127,0,17,102,52,0,1778167436196,1778167436265,526480,37700,0
128,0,12,102,69,33,1778167438177,1778167438270,240498,188330,52168
129,0,0,133,0,32,1778167440258,1778167440339,535466,0,47932
130,0,13,117,0,18,1778167442243,1778167442335,694191,0,19927
131,0,0,102,0,13,1778167444198,1778167444298,806735,0,26832
132,0,16,208,208,0,1778167446183,1778167446241,344585,344585,0
133,0,9,108,22,48,1778167448198,1778167448262,287958,80872,66288
134,0,0,141,0,17,1778167450217,1778167450265,733323,0,26773
135,0,14,108,0,0,1778167452204,1778167452323,836552,0,0
136,0,0,85,35,46,1778167454191,1778167454251,121684,22187,60821
137,0,27,61,7,6,1778167456198,1778167456287,153759,18683,6246
138,0,0,157,0,48,1778167458216,1778167458357,597463,0,79789
139,0,0,108,0,0,1778167460208,1778167460291,721399,0,0
140,0,0,96,0,0,1778167462192,1778167462262,830183,0,0
141,0,10,77,29,0,1778167464202,1778167464275,126602,47618,0
142,0,4,45,0,36,1778167466177,1778167466222,79424,0,47110
143,0,0,4,0,4,1778167468176,1778167468289,8376,0,8376
144,0,0,0,0,0,1778167470172,1778167470242,0,0,0
145,0,0,0,0,0,1778167472174,1778167472282,0,0,0
146,0,0,0,0,0,1778167474173,1778167474231,0,0,0
