Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
102,3,30,76,13,39,1778167801520,1778167801585,530233,90454,272587
103,3,5,139,26,108,1778167803516,1778167803586,1141330,144311,968351
104,3,7,102,35,51,1778167805523,1778167805587,514554,102211,365629
105,3,9,94,28,52,1778167807524,1778167807583,461934,137505,255677
106,3,6,79,18,55,1778167809517,1778167809574,545152,124161,379609
107,3,23,105,25,66,1778167811524,1778167811608,873564,191143,589476
108,3,12,101,26,65,1778167813531,1778167813611,550754,75595,446077
109,3,255,155,30,68,1778167815693,1778167815741,779673,150774,342489
110,3,187,437,99,57,1778167817773,1778167817820,3103084,702885,405148
111,3,3,380,115,1,1778167819632,1778167819676,1853743,548236,8952
112,3,11,275,99,3,1778167821569,1778167821634,810265,285927,24700
113,3,4,32,17,11,1778167823520,1778167823592,154944,82297,53288
114,3,3,96,32,58,1778167825544,1778167825590,656358,218704,396647
115,3,30,57,13,34,1778167827531,1778167827603,480177,106958,300807
116,3,0,65,4,50,1778167829539,1778167829593,303344,11248,261149
117,3,34,68,7,54,1778167831554,1778167831611,328548,33790,260964
118,3,13,82,26,45,1778167833534,1778167833577,557001,176559,305739
120,4,0,70,19,45,1778167837531,1778167837598,756677,205347,486484
121,4,4,106,42,42,1778167839536,1778167839588,505238,60677,412715
122,4,22,69,30,32,1778167841543,1778167841632,239982,104134,111555
123,4,7,77,22,33,1778167843552,1778167843651,421767,120354,181080
124,4,16,77,26,30,1778167845549,1778167845606,570446,192421,222616
125,4,19,86,36,30,1778167847553,1778167847608,359293,49692,282020
126,4,2,63,20,30,1778167849530,1778167849617,213304,67637,101700
127,4,17,71,28,22,1778167851539,1778167851592,380203,149885,117897
128,4,20,103,32,29,1778167853544,1778167853623,760219,236125,214147
129,4,26,151,36,32,1778167855562,1778167855642,464471,49551,300764
130,4,3,419,45,35,1778167857603,1778167857657,1418930,152373,118720
131,4,0,400,54,3,1778167859596,1778167859647,2148127,289990,16119
132,4,4,315,102,0,1778167861560,1778167861626,2313518,749015,0
133,4,17,105,55,10,1778167863540,1778167863604,215883,71060,93205
134,4,0,33,0,33,1778167865536,1778167865609,108776,0,108776
135,4,0,0,0,0,1778167867526,1778167867582,0,0,0
136,4,0,0,0,0,1778167869527,1778167869571,0,0,0
137,4,0,0,0,0,1778167871530,1778167871583,0,0,0
