Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,89,112,77,12,1778167599452,1778167599496,229349,157661,24563
2,0,56,116,47,56,1778167601452,1778167601485,467772,189352,226045
3,0,72,104,38,58,1778167603453,1778167603519,630152,230103,351606
4,0,41,159,86,61,1778167605454,1778167605515,1279793,692063,491156
5,0,24,94,36,51,1778167607453,1778167607509,551085,72887,464027
6,0,39,107,39,60,1778167609455,1778167609504,428931,155963,240973
7,0,8,124,37,74,1778167611454,1778167611514,744517,221774,444857
8,0,48,109,24,76,1778167613458,1778167613510,870773,191589,607335
9,0,46,140,37,93,1778167615456,1778167615502,1019272,72289,927440
10,0,21,105,20,77,1778167617456,1778167617516,416445,79244,305501
11,0,55,157,60,81,1778167619457,1778167619506,933968,356722,482132
12,0,59,118,42,71,1778167621458,1778167621513,938276,333806,564727
13,0,97,78,4,73,1778167623457,1778167623525,736622,7746,726941
14,0,87,112,9,100,1778167625461,1778167625579,446858,35829,399081
15,0,1,94,0,94,1778167627461,1778167627539,558489,0,558489
16,0,42,153,40,107,1778167629464,1778167629522,1210413,316158,846824
17,0,64,156,40,82,1778167631468,1778167631527,951877,75302,812533
18,0,68,89,7,73,1778167633460,1778167633505,343421,26953,281800
19,0,75,87,1,84,1778167635463,1778167635519,509992,5853,492432
20,0,57,116,17,96,1778167637463,1778167637515,910535,133317,753694
21,0,32,151,41,81,1778167639464,1778167639536,928355,75698,799103
22,0,25,132,59,62,1778167641473,1778167641562,510869,228212,240107
23,0,53,123,47,58,1778167643472,1778167643561,721344,275543,340286
24,0,36,106,20,84,1778167645467,1778167645521,829064,156348,657080
25,0,19,163,65,85,1778167647474,1778167647537,976832,117561,835742
26,0,38,121,73,38,1778167649468,1778167649538,460224,277309,144954
27,0,27,101,36,41,1778167651466,1778167651549,586147,208770,238214
28,0,37,225,135,56,1778167653469,1778167653536,1750522,1050033,436031
30,1,0,69,0,69,1778167657476,1778167657608,817784,0,817784
31,1,20,168,95,10,1778167659473,1778167659518,247294,139935,14697
32,1,23,224,71,37,1778167661475,1778167661537,780089,247187,129024
33,1,60,132,47,32,1778167663472,1778167663526,721701,256931,175079
34,1,54,150,40,70,1778167665475,1778167665542,1121803,299008,523765
35,1,35,97,21,63,1778167667474,1778167667521,644391,30132,595610
36,1,39,41,0,41,1778167669471,1778167669544,141698,0,141698
37,1,47,55,3,39,1778167671471,1778167671524,298379,16267,211639
38,1,42,86,19,49,1778167673473,1778167673535,639079,141128,364253
39,1,25,243,84,47,1778167675479,1778167675562,726572,120896,444432
40,1,43,112,40,32,1778167677475,1778167677535,381418,136164,109107
41,1,101,63,2,57,1778167679474,1778167679541,340869,10813,308431
42,1,106,115,3,102,1778167681476,1778167681518,848962,22136,753039
43,1,106,112,1,110,1778167683478,1778167683530,1035613,1358,1032911
44,1,117,114,5,107,1778167685479,1778167685535,382969,16696,359602
45,1,96,123,0,119,1778167687482,1778167687539,657217,0,635873
46,1,112,104,2,100,1778167689482,1778167689563,765083,14688,735703
47,1,0,114,1,112,1778167691484,1778167691546,1047674,1300,1045075
48,1,94,111,2,105,1778167693481,1778167693618,374574,6727,354399
49,1,89,104,3,101,1778167695485,1778167695631,559012,16100,542912
50,1,94,101,5,90,1778167697481,1778167697561,736946,36450,656756
51,1,107,107,2,103,1778167699483,1778167699537,959441,2469,954478
52,1,106,125,4,116,1778167701488,1778167701569,408492,12972,379281
53,1,16,275,81,111,1778167703496,1778167703566,1440868,424155,582108
54,1,28,142,75,41,1778167705689,1778167705743,1052310,555659,304023
55,1,19,106,67,28,1778167707545,1778167707582,355082,82569,258934
56,1,47,125,56,27,1778167709572,1778167709637,410067,183619,88744
57,1,58,129,47,47,1778167711531,1778167711605,676037,246211,246527
58,1,43,243,75,67,1778167713560,1778167713607,1758023,542396,485071
60,2,0,20,0,20,1778167717485,1778167717544,223359,0,223359
61,2,23,29,17,10,1778167719489,1778167719566,50116,29365,17285
62,2,0,47,0,47,1778167721489,1778167721552,174511,0,174511
63,2,3,17,1,16,1778167723487,1778167723535,96556,5661,90895
64,2,27,54,25,25,1778167725490,1778167725555,414749,191839,192218
65,2,43,73,22,41,1778167727492,1778167727538,448293,36024,395926
66,2,48,91,25,64,1778167729496,1778167729562,332740,91270,234164
67,2,40,115,36,61,1778167731497,1778167731564,649758,203316,344796
68,2,46,95,21,65,1778167733497,1778167733567,726754,160599,497321
69,2,43,92,23,60,1778167735495,1778167735544,628673,36815,577465
70,2,35,91,26,60,1778167737496,1778167737552,327894,93493,216438
71,2,25,71,15,47,1778167739496,1778167739539,396108,83595,262355
72,2,16,72,10,60,1778167741497,1778167741567,547161,75930,456044
73,2,42,63,10,46,1778167743497,1778167743571,468383,15798,441528
74,2,44,95,30,53,1778167745498,1778167745557,338354,106729,188936
75,2,38,53,2,51,1778167747499,1778167747575,295426,11139,284287
76,2,1,43,2,40,1778167749495,1778167749563,324934,15102,302278
77,2,0,20,1,19,1778167751495,1778167751536,182507,1507,181000
78,2,0,29,2,27,1778167753495,1778167753565,102476,7060,95416
79,2,0,25,3,22,1778167755495,1778167755565,138135,16566,121569
80,2,0,21,0,21,1778167757497,1778167757551,157588,0,157588
81,2,0,25,0,25,1778167759499,1778167759568,237886,0,237886
82,2,0,38,3,35,1778167761501,1778167761559,132572,10449,122123
83,2,1,26,0,26,1778167763500,1778167763557,142502,0,142502
84,2,2,39,3,33,1778167765501,1778167765588,292736,22506,247721
85,2,0,24,0,24,1778167767500,1778167767595,228246,0,228246
86,2,0,36,0,35,1778167769501,1778167769566,124736,0,121283
87,2,1,29,0,29,1778167771501,1778167771560,158082,0,158082
88,2,1,42,3,39,1778167773503,1778167773568,312836,22320,290516
90,3,0,32,0,32,1778167777728,1778167777858,375405,0,375405
91,3,0,136,70,0,1778167779508,1778167779571,149587,77017,0
92,3,0,17,1,16,1778167781506,1778167781564,52833,3089,49744
93,3,0,40,7,29,1778167783506,1778167783557,203188,35502,147399
94,3,51,147,44,72,1778167785519,1778167785630,1050175,314170,514648
95,3,69,124,34,76,1778167787511,1778167787588,743801,36947,691643
96,3,69,108,46,40,1778167789515,1778167789583,404397,141379,195344
97,3,60,120,45,44,1778167791514,1778167791602,610320,228727,224033
98,3,11,100,38,46,1778167793510,1778167793568,704173,267298,324247
99,3,3,83,15,57,1778167795515,1778167795564,612160,70835,514476
100,3,4,74,20,42,1778167797510,1778167797571,429317,59627,333917
101,3,0,68,16,37,1778167799510,1778167799573,338675,79622,184423
