Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,17,184,136,0,1778167599408,1778167599451,368470,272341,0
2,0,28,206,86,62,1778167601414,1778167601456,824395,343939,248477
3,0,166,254,79,118,1778167603411,1778167603517,1538436,478235,715139
4,0,41,304,118,115,1778167605412,1778167605504,2443676,948384,924688
5,0,18,256,92,121,1778167607413,1778167607482,1481163,183591,1211667
6,0,13,242,113,92,1778167609412,1778167609476,963253,449092,367124
7,0,25,284,145,77,1778167611418,1778167611518,1705002,869891,463187
8,0,16,193,103,51,1778167613432,1778167613510,1540734,821912,407581
9,0,0,226,115,68,1778167615418,1778167615477,981064,221767,676376
10,0,0,146,60,69,1778167617415,1778167617509,577808,237298,273265
11,0,22,236,113,81,1778167619425,1778167619491,1400361,670301,480951
12,0,65,168,41,98,1778167621426,1778167621497,1332971,325195,777759
13,0,80,128,4,122,1778167623417,1778167623516,1225387,7698,1213831
14,0,0,90,9,80,1778167625439,1778167625552,356661,35573,317136
15,0,0,88,2,86,1778167627427,1778167627532,522163,11854,510309
16,0,0,205,86,95,1778167629429,1778167629514,1619519,679003,751063
17,0,30,269,156,61,1778167631430,1778167631528,996030,293645,604514
18,0,58,102,41,44,1778167633416,1778167633484,390999,156992,168908
19,0,65,109,20,87,1778167635422,1778167635506,637331,116811,508840
20,0,0,140,37,92,1778167637421,1778167637502,1097011,289698,721185
21,0,0,266,120,99,1778167639422,1778167639532,1283844,221021,976255
22,0,35,161,55,71,1778167641426,1778167641507,614196,209720,271020
23,0,14,284,125,123,1778167643429,1778167643517,1652891,727224,716224
24,0,8,176,91,61,1778167645425,1778167645498,1371920,709183,475719
25,0,7,202,102,78,1778167647426,1778167647528,989529,183725,766162
26,0,52,204,84,48,1778167649429,1778167649516,771081,317235,181951
27,0,19,307,107,159,1778167651426,1778167651515,1771831,616995,918396
28,0,7,194,80,81,1778167653429,1778167653515,1505647,620630,629004
30,1,0,83,0,83,1778167657697,1778167657775,997488,0,997488
31,1,5,130,65,0,1778167659425,1778167659471,184990,92514,0
32,1,8,178,68,60,1778167661427,1778167661493,612350,233776,206678
33,1,0,200,104,29,1778167663431,1778167663508,1089660,566529,158135
34,1,4,271,119,36,1778167665440,1778167665526,2021683,887661,268797
35,1,21,141,57,20,1778167667436,1778167667513,361662,81375,188926
36,1,0,37,1,31,1778167669427,1778167669507,126431,3409,105977
37,1,0,54,14,34,1778167671427,1778167671511,292304,75732,184116
38,1,26,90,33,32,1778167673433,1778167673524,667650,244739,237521
39,1,0,143,59,32,1778167675432,1778167675519,455886,82216,301203
40,1,3,278,126,43,1778167677440,1778167677526,944418,427915,146328
41,1,98,54,15,24,1778167679430,1778167679514,290622,80700,129211
42,1,85,105,6,98,1778167681438,1778167681490,772242,44106,720787
43,1,107,90,4,85,1778167683436,1778167683490,801337,5279,794728
44,1,93,121,11,107,1778167685439,1778167685504,402511,36365,356207
45,1,101,107,9,95,1778167687443,1778167687518,569311,47806,505581
46,1,80,109,3,101,1778167689442,1778167689545,799860,21982,741242
47,1,0,83,2,81,1778167691434,1778167691506,755057,2520,752537
48,1,0,106,5,100,1778167693436,1778167693547,350135,16458,330387
49,1,0,90,2,88,1778167695460,1778167695591,480108,10650,469458
50,1,101,121,13,104,1778167697585,1778167697626,890698,95620,765655
51,1,92,109,8,101,1778167699519,1778167699576,950203,10277,939926
52,1,88,99,5,92,1778167701484,1778167701589,325278,16323,302429
53,1,67,210,57,89,1778167703499,1778167703592,1105792,299976,469020
54,1,39,258,66,87,1778167705509,1778167705589,1872215,478814,631668
55,1,58,308,46,149,1778167707470,1778167707515,1552981,53582,1367846
56,1,42,337,75,167,1778167709488,1778167709549,1076425,239200,534145
57,1,13,325,91,100,1778167711494,1778167711564,1690156,472991,520744
