Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,55,108,45,53,1778167599476,1778167599515,223172,92977,109536
2,0,90,201,121,53,1778167601478,1778167601511,814991,490537,215020
3,0,61,163,118,7,1778167603480,1778167603541,990708,717154,42596
4,0,102,81,43,34,1778167605478,1778167605541,654059,347164,274605
5,0,31,231,131,63,1778167607482,1778167607524,919343,266588,577443
6,0,51,205,134,34,1778167609484,1778167609525,825135,538996,137293
7,0,67,160,85,51,1778167611479,1778167611534,963340,511400,307549
8,0,46,245,140,67,1778167613484,1778167613529,1960503,1119842,536692
9,0,19,225,114,79,1778167615486,1778167615525,813607,225303,525065
10,0,25,280,198,19,1778167617490,1778167617551,1119206,791367,76059
11,0,56,129,84,25,1778167619484,1778167619526,769926,501249,149319
12,0,19,180,62,100,1778167621486,1778167621529,1433579,493710,796540
13,0,94,28,8,19,1778167623484,1778167623545,207250,15676,189613
14,0,103,124,25,94,1778167625493,1778167625600,497229,100092,377125
15,0,104,105,2,103,1778167627486,1778167627547,624607,11874,612733
16,0,39,267,124,104,1778167629502,1778167629544,2117129,982659,825403
17,0,78,90,37,39,1778167631487,1778167631534,483164,69971,386724
18,0,15,232,63,142,1778167633492,1778167633529,899235,243949,550741
19,0,78,114,78,15,1778167635489,1778167635548,671076,459092,88400
20,0,69,186,83,78,1778167637494,1778167637552,1466243,654000,615263
21,0,58,185,89,69,1778167639491,1778167639561,899623,166596,682479
22,0,18,248,139,69,1778167641508,1778167641594,967308,541998,269358
23,0,58,143,94,18,1778167643500,1778167643596,843337,554312,106219
24,0,42,289,176,58,1778167645504,1778167645548,2266920,1380335,455240
25,0,27,180,113,42,1778167647500,1778167647571,669138,208531,414390
26,0,40,99,69,27,1778167649493,1778167649555,378157,263330,103384
27,0,48,182,115,40,1778167651502,1778167651578,1061078,670177,233568
28,0,69,141,73,48,1778167653497,1778167653557,1100418,569597,374771
30,1,0,90,0,90,1778167657502,1778167657630,1068568,0,1068568
31,1,35,118,50,38,1778167659496,1778167659547,176594,74756,56950
32,1,62,100,19,62,1778167661504,1778167661555,350402,66527,217356
33,1,92,103,21,62,1778167663497,1778167663543,565086,115146,340262
34,1,68,133,22,92,1778167665504,1778167665561,997434,164890,690155
35,1,56,110,17,68,1778167667500,1778167667548,706115,24856,644697
36,1,43,57,0,56,1778167669499,1778167669561,198030,0,194567
37,1,41,48,4,43,1778167671498,1778167671544,261418,21766,234211
38,1,110,72,9,41,1778167673500,1778167673554,536340,67002,305519
39,1,71,168,23,110,1778167675506,1778167675581,1126535,33472,1042132
40,1,90,117,30,71,1778167677504,1778167677562,402024,102972,244133
41,1,77,95,2,90,1778167679503,1778167679553,515112,10840,488012
42,1,0,171,4,164,1778167681506,1778167681540,1265832,29605,1214021
43,1,0,103,1,102,1778167683505,1778167683556,142168,1383,140785
44,1,3,88,5,82,1778167685507,1778167685555,295609,16802,275452
45,1,94,8,5,3,1778167687500,1778167687555,42825,26760,16065
46,1,99,99,2,94,1778167689508,1778167689580,729901,14728,693087
47,1,3,102,3,99,1778167691507,1778167691564,929513,3954,925559
48,1,104,94,7,86,1778167693512,1778167693637,318970,23670,291918
49,1,108,105,1,104,1778167695519,1778167695652,566502,5385,561117
50,1,91,113,2,108,1778167697510,1778167697588,827643,14634,791057
51,1,94,102,8,93,1778167699508,1778167699566,875958,10189,864507
52,1,102,101,3,97,1778167701516,1778167701611,334322,9872,321165
53,1,52,156,31,111,1778167703520,1778167703624,826726,164142,588452
54,1,32,127,63,52,1778167705648,1778167705706,936405,464382,383563
55,1,39,123,73,41,1778167707567,1778167707613,483988,92178,380437
56,1,55,106,41,39,1778167709564,1778167709637,347940,134465,128218
57,1,38,99,34,55,1778167711565,1778167711642,522699,179357,290578
58,1,28,87,39,38,1778167713532,1778167713577,626885,280861,274010
60,2,0,48,0,48,1778167717510,1778167717574,537533,0,537533
61,2,29,231,150,8,1778167719527,1778167719612,409025,265680,14209
62,2,0,423,219,33,1778167721543,1778167721607,1588630,822199,124341
63,2,8,379,206,0,1778167723530,1778167723569,2161145,1174767,0
64,2,50,150,115,8,1778167725527,1778167725580,1155113,885546,61657
65,2,26,197,97,76,1778167727520,1778167727560,727590,160798,527038
66,2,52,110,52,26,1778167729519,1778167729581,403963,190877,95621
67,2,46,153,61,52,1778167731522,1778167731582,867210,345641,294921
68,2,63,145,53,46,1778167733525,1778167733606,1114671,407370,353741
69,2,60,173,56,63,1778167735523,1778167735568,786448,90961,607832
70,2,46,158,62,60,1778167737527,1778167737569,571523,224008,217469
