EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,50000.00000000000000000000000000000000000000000000000000000000,12718,37282,37282,1778165928906,1778166181145,198.22515501346671840110502671450376510620117187500000000000
