EpochID,Total tx # in this epoch,Normal tx # in this epoch,Szhbft1 tx # in this epoch,Szhbft2 tx # in this epoch,Sum of Szhbft1 TCL (ms) (Duration: Szhbft1 Tx Propose -> Szhbft1 Tx Commit),Sum of Szhbft2 TCL (ms) (Duration: Szhbft2 Tx Propose -> Szhbft2 Tx Commit),Sum of innerShardTx TCL (ms),Sum of CTX TCL (ms) (Duration: Szhbft1 Tx Propose -> Szhbft2 Tx Commit),Sum of All Tx TCL (sec.)
0,50000.00000000000000000000000000000000000000000000000000000000,12718,37282,37282,170842767,74530341,57763126,245392055,303180.08237340353662148118019104003906250000000000000000000000
