EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Szhbft1 tx # in this epoch,Szhbft2 tx # in this epoch,CTX ratio of this epoch
0,50000.00000000000000000000000000000000000000000000000000000000,37282.00000000000000000000000000000000000000000000000000000000,12718,37282,37282,0.74563999999999996948218949910369701683521270751953125000
