EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,16000.00000000000000000000000000000000000000000000000000000000,4171,11829,11829,1778157543623,1778157623309,200.78795954349556041051982901990413665771484375000000000000
0,16000.00000000000000000000000000000000000000000000000000000000,4171,11829,11829,1778158546269,1778158626361,199.77073371925644096336327493190765380859375000000000000000
