EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch
0,16000.00000000000000000000000000000000000000000000000000000000,4171,11829,11829
0,16000.00000000000000000000000000000000000000000000000000000000,4171,11829,11829
