EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,CTX ratio of this epoch
0,16000.00000000000000000000000000000000000000000000000000000000,11829.00000000000000000000000000000000000000000000000000000000,4171,11829,11829,0.73931250000000003907985046680551022291183471679687500000
0,16000.00000000000000000000000000000000000000000000000000000000,11829.00000000000000000000000000000000000000000000000000000000,4171,11829,11829,0.73931250000000003907985046680551022291183471679687500000
