Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,155,155,0,1778158067208,1778158067250,346796,346796,0
2,0,0,101,80,21,1778158069216,1778158069262,360908,339782,21126
3,0,0,182,0,86,1778158071219,1778158071261,708536,0,107190
4,0,0,92,0,22,1778158073212,1778158073277,622976,0,43956
5,0,0,97,91,6,1778158075211,1778158075289,121658,111660,9998
6,0,0,79,22,20,1778158077214,1778158077284,210271,70882,19297
7,0,0,163,0,76,1778158079217,1778158079293,542812,0,86486
8,0,8,104,0,13,1778158081215,1778158081347,676704,0,13208
9,0,0,88,44,25,1778158083214,1778158083253,211322,5855,30781
10,0,0,113,101,12,1778158085220,1778158085309,232424,221024,11400
11,0,0,123,0,43,1778158087223,1778158087304,387329,0,50454
12,0,0,115,0,19,1778158089221,1778158089271,608884,0,17081
13,0,0,105,0,48,1778158091220,1778158091284,518005,0,52392
14,0,0,31,31,0,1778158093218,1778158093264,34325,34325,0
15,0,25,149,0,73,1778158095223,1778158095287,313577,0,74230
16,0,0,132,0,32,1778158097225,1778158097267,593984,0,81795
17,0,0,125,0,15,1778158099224,1778158099313,818336,0,30435
18,0,0,48,39,0,1778158101219,1778158101259,84257,2312,0
19,0,6,82,13,13,1778158103222,1778158103286,158920,27106,13269
20,0,0,137,0,38,1778158105224,1778158105303,453454,0,45229
21,0,4,105,0,9,1778158107225,1778158107297,595578,0,9126
22,0,0,84,0,10,1778158109224,1778158109308,614557,0,14208
23,0,66,57,57,0,1778158111228,1778158111306,60705,60705,0
24,0,54,110,84,26,1778158113229,1778158113300,282567,256926,25641
25,0,48,147,0,33,1778158115228,1778158115282,614810,0,37705
26,0,48,130,0,29,1778158117238,1778158117299,771238,0,57171
27,0,0,70,0,11,1778158119232,1778158119303,553614,0,18633
29,1,0,0,0,0,1778158123325,1778158123399,0,0,0
30,1,0,100,100,0,1778158125233,1778158125307,187438,187438,0
31,1,0,163,150,13,1778158127230,1778158127292,591397,578700,12697
32,1,3,113,0,23,1778158129240,1778158129351,568203,0,32678
33,1,0,118,0,3,1778158131238,1778158131303,912752,0,5924
34,1,0,169,90,25,1778158133233,1778158133308,643180,74279,35205
35,1,0,100,91,9,1778158135234,1778158135322,266928,258297,8631
36,1,0,120,13,33,1778158137233,1778158137322,479670,62881,56469
37,1,0,125,0,37,1778158139238,1778158139320,637999,0,34766
38,1,0,185,0,81,1778158141242,1778158141361,1045885,0,121985
39,1,0,79,34,3,1778158143237,1778158143304,138327,59978,2712
40,1,0,105,0,6,1778158145247,1778158145340,386720,0,7620
41,1,0,120,0,14,1778158147245,1778158147349,630988,0,13062
42,1,0,146,0,27,1778158149244,1778158149321,969391,0,42318
43,1,0,60,53,0,1778158151239,1778158151308,106856,38462,0
44,1,0,85,28,11,1778158153244,1778158153309,213987,76328,10956
45,1,0,161,0,41,1778158155254,1778158155320,633584,0,63075
46,1,0,114,0,12,1778158157242,1778158157302,709993,0,23757
47,1,0,111,0,23,1778158159248,1778158159316,799527,0,30620
48,1,0,0,0,0,1778158161235,1778158161278,0,0,0
49,1,0,0,0,0,1778158163236,1778158163332,0,0,0
50,1,0,0,0,0,1778158165237,1778158165273,0,0,0
