Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,263,182,81,1778158067308,1778158067354,434274,426095,8179
2,0,0,225,61,164,1778158069303,1778158069384,371904,266528,105376
3,0,0,149,0,0,1778158071297,1778158071371,949657,0,0
4,0,0,253,0,87,1778158073308,1778158073379,1449177,0,59116
5,0,41,205,183,22,1778158075300,1778158075370,263196,239468,23728
6,0,25,204,50,80,1778158077302,1778158077363,535644,165000,124634
7,0,6,145,0,25,1778158079301,1778158079363,688831,0,51000
8,0,5,165,0,19,1778158081340,1778158081452,1107252,0,27311
9,0,21,108,80,5,1778158083299,1778158083366,243899,19693,10145
10,0,0,145,101,44,1778158085304,1778158085354,290353,225540,64813
11,0,57,134,0,9,1778158087305,1778158087388,555174,0,18243
12,0,49,214,0,100,1778158089309,1778158089391,875636,0,159179
13,0,0,126,0,49,1778158091303,1778158091382,734880,0,98311
14,0,0,49,42,7,1778158093299,1778158093374,51878,51122,756
15,0,0,145,0,75,1778158095304,1778158095361,307488,0,81837
16,0,0,92,0,5,1778158097304,1778158097403,463028,0,5605
17,0,0,109,0,0,1778158099313,1778158099384,788509,0,0
18,0,0,119,89,14,1778158101305,1778158101372,164351,15314,1549
19,0,0,116,33,28,1778158103308,1778158103373,212828,71683,19984
20,0,0,118,0,5,1778158105308,1778158105385,475793,0,548
21,0,0,119,0,15,1778158107309,1778158107371,646281,0,3281
22,0,0,92,0,0,1778158109309,1778158109385,753488,0,0
23,0,38,100,100,0,1778158111310,1778158111375,113363,113363,0
24,0,43,220,65,95,1778158113320,1778158113381,533582,204046,139632
25,0,0,152,0,43,1778158115314,1778158115389,652037,0,89072
26,0,12,142,0,38,1778158117311,1778158117366,781134,0,39288
27,0,0,45,0,22,1778158119307,1778158119382,245305,0,34984
29,1,0,0,0,0,1778158123304,1778158123387,0,0,0
30,1,50,59,59,0,1778158125314,1778158125370,114360,114360,0
31,1,59,135,33,102,1778158127311,1778158127371,287898,129942,157956
32,1,0,197,0,82,1778158129340,1778158129418,840659,0,149026
33,1,18,143,0,56,1778158131318,1778158131388,752596,0,59090
34,1,33,52,18,18,1778158133314,1778158133389,212703,16309,36936
35,1,32,130,91,39,1778158135324,1778158135392,337918,264645,73273
36,1,24,73,8,32,1778158137318,1778158137376,265789,39128,64262
37,1,24,131,0,58,1778158139329,1778158139388,587886,0,82576
38,1,4,93,0,24,1778158141337,1778158141486,671994,0,50424
39,1,0,99,42,5,1778158143321,1778158143382,183970,77367,8920
40,1,0,101,0,1,1778158145325,1778158145380,388949,0,1978
41,1,0,100,0,14,1778158147323,1778158147373,524797,0,21414
42,1,0,99,0,18,1778158149323,1778158149385,671588,0,35394
43,1,0,72,48,16,1778158151321,1778158151396,119260,39032,1363
44,1,15,96,27,10,1778158153324,1778158153393,254116,75868,10800
45,1,0,108,0,15,1778158155323,1778158155415,482426,0,31476
46,1,4,111,0,7,1778158157322,1778158157384,715622,0,7406
47,1,0,78,0,12,1778158159324,1778158159393,598465,0,16723
48,1,0,0,0,0,1778158161316,1778158161365,0,0,0
49,1,0,0,0,0,1778158163316,1778158163379,0,0,0
50,1,0,0,0,0,1778158165317,1778158165374,0,0,0
