Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,43,129,129,0,1778158067255,1778158067294,294262,294262,0
2,0,33,91,48,43,1778158069254,1778158069295,293281,205467,87814
3,0,20,175,0,90,1778158071257,1778158071323,665537,0,127818
4,0,0,113,0,34,1778158073257,1778158073307,710752,0,54898
5,0,0,81,74,7,1778158075255,1778158075311,99619,92481,7138
6,0,0,108,34,20,1778158077257,1778158077314,327396,110534,39980
7,0,9,176,0,75,1778158079259,1778158079331,622875,0,89356
8,0,6,95,0,9,1778158081266,1778158081413,651508,0,18756
9,0,0,87,49,19,1778158083258,1778158083292,207922,8441,24054
10,0,0,95,84,11,1778158085258,1778158085325,206828,185180,21648
11,0,0,138,0,29,1778158087264,1778158087344,499938,0,36446
12,0,0,131,0,27,1778158089266,1778158089324,699542,0,52839
13,0,0,96,0,44,1778158091262,1778158091334,484396,0,57013
14,0,17,263,263,0,1778158093266,1778158093310,303425,303425,0
15,0,0,193,0,17,1778158095268,1778158095326,596012,0,35020
16,0,17,108,0,10,1778158097268,1778158097343,519994,0,10610
17,0,0,107,0,17,1778158099266,1778158099344,682456,0,35020
18,0,12,54,46,0,1778158101264,1778158101305,78062,4854,0
19,0,9,82,19,12,1778158103269,1778158103325,175045,40371,24762
20,0,6,122,0,35,1778158105270,1778158105347,409184,0,46687
21,0,6,100,0,6,1778158107270,1778158107324,589156,0,12292
22,0,0,93,0,15,1778158109271,1778158109350,658113,0,21957
23,0,9,111,111,0,1778158111271,1778158111344,122449,122449,0
24,0,17,83,30,9,1778158113271,1778158113343,248868,93017,18315
25,0,14,150,0,49,1778158115274,1778158115337,583218,0,66825
26,0,0,145,0,45,1778158117275,1778158117318,766966,0,58440
27,0,0,22,0,4,1778158119270,1778158119334,167703,0,3976
29,1,0,0,0,0,1778158123397,1778158123432,0,0,0
30,1,14,165,165,0,1778158125275,1778158125321,311767,311767,0
31,1,8,49,35,14,1778158127271,1778158127341,165170,136750,28420
32,1,17,99,0,20,1778158129275,1778158129359,499356,0,28750
33,1,0,174,0,68,1778158131280,1778158131355,928072,0,86574
34,1,0,62,18,13,1778158133275,1778158133342,335925,15462,13000
35,1,0,133,105,28,1778158135276,1778158135358,357717,301745,55972
36,1,0,61,4,25,1778158137276,1778158137342,217168,19428,41325
37,1,0,139,0,28,1778158139280,1778158139348,819277,0,55272
38,1,5,191,0,70,1778158141293,1778158141421,1200773,0,118495
39,1,0,95,30,5,1778158143284,1778158143344,174294,54118,9730
40,1,0,96,0,3,1778158145285,1778158145341,361028,0,4816
41,1,0,117,0,16,1778158147283,1778158147348,619632,0,30944
42,1,0,150,0,42,1778158149292,1778158149349,906468,0,62004
43,1,20,48,35,0,1778158151279,1778158151343,154088,26617,0
44,1,27,81,19,20,1778158153281,1778158153335,209586,52299,40500
45,1,7,134,0,43,1778158155285,1778158155345,506149,0,71196
46,1,0,139,0,19,1778158157285,1778158157320,835388,0,25913
47,1,0,78,0,9,1778158159284,1778158159356,614853,0,9198
48,1,0,0,0,0,1778158161279,1778158161327,0,0,0
49,1,0,0,0,0,1778158163279,1778158163327,0,0,0
50,1,0,0,0,0,1778158165279,1778158165313,0,0,0
