Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Broker1 Txs in this block,# of Broker2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Broker1 Txs) (Duration: Broker1 proposed -> Broker1 Commit)","SUM of confirm latency (ms, Broker2 Txs) (Duration: Broker2 proposed -> Broker2 Commit)"
1,0,0,165,134,31,1778158067287,1778158067335,313714,311172,2542
2,0,0,54,31,23,1778158069286,1778158069362,160182,134757,25425
3,0,0,150,0,80,1778158071290,1778158071353,512214,0,67351
4,0,8,80,0,15,1778158073291,1778158073351,558499,0,15988
5,0,30,60,52,8,1778158075290,1778158075356,83842,67298,16544
6,0,0,99,19,45,1778158077291,1778158077345,254283,62357,76246
7,0,7,151,0,59,1778158079296,1778158079355,548851,0,60652
8,0,0,92,0,15,1778158081316,1778158081434,591749,0,23564
9,0,0,61,27,20,1778158083294,1778158083351,156467,6239,20140
10,0,0,99,73,26,1778158085296,1778158085349,200443,162679,37764
11,0,17,112,0,26,1778158087303,1778158087384,395673,0,26546
12,0,0,125,0,39,1778158089303,1778158089383,596382,0,56502
13,0,0,88,0,33,1778158091297,1778158091371,486706,0,32653
14,0,0,29,22,7,1778158093296,1778158093356,27011,26381,630
15,0,0,168,0,90,1778158095301,1778158095348,347451,0,97028
16,0,0,125,0,10,1778158097305,1778158097395,604899,0,1120
17,0,0,91,0,0,1778158099304,1778158099387,658573,0,0
18,0,0,48,26,13,1778158101298,1778158101347,87662,3822,1105
19,0,0,77,23,16,1778158103301,1778158103359,150364,49657,17504
20,0,0,134,0,33,1778158105305,1778158105376,458262,0,34454
21,0,0,114,0,8,1778158107305,1778158107366,663518,0,8664
22,0,0,86,0,18,1778158109307,1778158109379,576131,0,19638
23,0,10,66,66,0,1778158111305,1778158111374,74775,74775,0
24,0,0,97,17,38,1778158113308,1778158113377,236525,53299,50472
25,0,22,123,0,41,1778158115309,1778158115376,465595,0,43216
26,0,10,132,0,37,1778158117309,1778158117384,740343,0,61020
27,0,0,28,0,10,1778158119307,1778158119367,184642,0,20320
29,1,0,0,0,0,1778158123302,1778158123383,0,0,0
30,1,36,76,76,0,1778158125307,1778158125363,146739,146739,0
31,1,0,185,49,136,1778158127308,1778158127368,372173,192789,179384
32,1,39,116,0,0,1778158129318,1778158129402,696200,0,0
33,1,6,174,0,82,1778158131315,1778158131386,858678,0,125538
34,1,29,118,74,12,1778158133310,1778158133386,404199,66823,18558
35,1,0,145,113,32,1778158135312,1778158135390,390352,328375,61977
36,1,0,68,5,2,1778158137312,1778158137367,325948,24410,1991
37,1,0,201,0,73,1778158139321,1778158139378,996785,0,112049
38,1,4,105,0,29,1778158141324,1778158141480,715871,0,31668
39,1,0,109,59,4,1778158143316,1778158143369,201667,107927,7885
40,1,0,111,0,3,1778158145318,1778158145375,420237,0,2913
41,1,0,127,0,20,1778158147321,1778158147382,656675,0,29340
42,1,0,106,0,14,1778158149320,1778158149381,735702,0,13424
43,1,17,71,64,0,1778158151318,1778158151387,120470,51520,0
44,1,0,116,32,31,1778158153322,1778158153371,288368,89216,49852
45,1,8,109,0,13,1778158155319,1778158155411,479276,0,14184
46,1,7,91,0,17,1778158157319,1778158157382,529724,0,25975
47,1,0,78,0,7,1778158159321,1778158159383,639488,0,14375
48,1,0,0,0,0,1778158161314,1778158161353,0,0,0
49,1,0,0,0,0,1778158163314,1778158163373,0,0,0
50,1,0,0,0,0,1778158165314,1778158165368,0,0,0
