EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,CTX ratio of this epoch
0,11200.00000000000000000000000000000000000000000000000000000000,8336.00000000000000000000000000000000000000000000000000000000,2864,8336,8336,0.74428571428571432821996722850599326193332672119140625000
1,4800.00000000000000000000000000000000000000000000000000000000,2494.00000000000000000000000000000000000000000000000000000000,2306,2494,2494,0.51958333333333328596381761599332094192504882812500000000
0,11157.50000000000000000000000000000000000000000000000000000000,8293.50000000000000000000000000000000000000000000000000000000,2864,8336,8251,0.74331167376204343444356936743133701384067535400390625000
