EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Sum of Relay1 TCL (ms) (Duration: Relay1 Tx Propose -> Relay1 Tx Commit),Sum of Relay2 TCL (ms) (Duration: Relay2 Tx Propose -> Relay2 Tx Commit),Sum of innerShardTx TCL (ms),Sum of CTX TCL (ms) (Duration: Relay1 Tx Propose -> Relay2 Tx Commit),Sum of All Tx TCL (sec.)
0,11200.00000000000000000000000000000000000000000000000000000000,2864,8336,8336,32140573,2654927,10689428,34799483,45494.48577270113310078158974647521972656250000000000000000000
1,4800.00000000000000000000000000000000000000000000000000000000,2306,2494,2494,9920926,809010,8460509,10731178,19194.10168179602260352112352848052978515625000000000000000000
0,11157.50000000000000000000000000000000000000000000000000000000,2864,8336,8251,39984624,9988232,13495726,49315342,62816.60798669196083210408687591552734375000000000000000000000
