EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,11200.00000000000000000000000000000000000000000000000000000000,2864,8336,8336,1778157861277,1778157917035,200.86791048370150747359730303287506103515625000000000000000
1,4800.00000000000000000000000000000000000000000000000000000000,2306,2494,2494,1778157919739,1778157943185,204.72078469538192280197108630090951919555664062500000000000
0,11157.50000000000000000000000000000000000000000000000000000000,2864,8336,8251,1778158213450,1778158267989,204.57868802807738006777071859687566757202148437500000000000
