EpochID,Total tx # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,33838.00000000000000000000000000000000000000000000000000000000,25750,12650,3526,1779093034479,1779093084875,671.44293977909546811133623123168945312500000000000000000000
1,15673.50000000000000000000000000000000000000000000000000000000,9166,2434,10581,1779093088031,1779093323523,66.55635568079198094437742838636040687561035156250000000000
2,488.50000000000000000000000000000000000000000000000000000000,0,0,977,1779093326821,1779093355078,17.28764971059174015977077942807227373123168945312500000000
