EpochID,Total tx # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,Sum of Broker1 TCL (ms) (Duration: Broker1 Tx Propose -> Broker1 Tx Commit),Sum of Broker2 TCL (ms) (Duration: Broker2 Tx Propose -> Broker2 Tx Commit),Sum of innerShardTx TCL (ms),Sum of CTX TCL (ms) (Duration: Broker1 Tx Propose -> Broker2 Tx Commit),Sum of All Tx TCL (sec.)
0,33838.00000000000000000000000000000000000000000000000000000000,25750,12650,3526,15723647,4378192,63097126,62206955,125318.82894563848094549030065536499023437500000000000000000000
1,15673.50000000000000000000000000000000000000000000000000000000,9166,2434,10581,3209212,12288043,19109629,1030841853,1049961.34629497374407947063446044921875000000000000000000000000
2,488.50000000000000000000000000000000000000000000000000000000,0,0,977,0,1321631,0,49583675,49584.15917647801688872277736663818359375000000000000000000000
