EpochID,Total tx # in this epoch,CTX # in this epoch,Normal tx # in this epoch,Broker1 tx # in this epoch,Broker2 tx # in this epoch,CTX ratio of this epoch
0,50000.00000000000000000000000000000000000000000000000000000000,12925.00000000000000000000000000000000000000000000000000000000,37075,12925,12925,0.25850000000000000754951656745106447488069534301757812500
