Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,27,198,66,105,1778170008070,1778170008127,491354,163758,260594
2,0,0,105,34,63,1778170010063,1778170010121,469321,151909,281672
3,0,28,164,54,98,1778170012069,1778170012129,1061624,349516,634445
4,0,10,156,55,86,1778170014069,1778170014124,831316,281086,511481
5,0,60,102,21,69,1778170016068,1778170016124,280609,51149,200209
6,0,0,156,28,114,1778170018069,1778170018134,692871,124263,506465
7,0,27,149,34,107,1778170020069,1778170020132,958261,218554,688282
8,0,49,132,29,84,1778170022072,1778170022137,607416,75997,459486
9,0,0,123,30,81,1778170024067,1778170024136,496087,71983,395310
10,0,0,157,21,117,1778170026074,1778170026130,689119,92103,513663
11,0,12,176,57,101,1778170028075,1778170028140,1125349,364329,645973
12,0,11,376,267,24,1778170030089,1778170030141,1610612,1114239,185277
13,0,7,385,262,19,1778170032076,1778170032124,947087,605973,100457
14,0,4,385,283,15,1778170034077,1778170034145,1660017,1219991,64877
15,0,20,310,185,45,1778170036076,1778170036151,1951192,1164569,283133
16,0,36,115,29,75,1778170038075,1778170038150,542784,95553,420413
17,0,7,241,113,92,1778170040083,1778170040135,737384,251259,406042
18,0,0,276,188,16,1778170042077,1778170042143,1164741,793237,67664
19,0,15,374,252,42,1778170044102,1778170044164,2330691,1570176,262075
20,0,39,93,34,42,1778170046073,1778170046178,645755,199790,346091
21,0,37,164,57,98,1778170048079,1778170048177,544487,124501,400293
22,0,57,132,41,76,1778170050080,1778170050149,547780,169897,315732
23,0,37,165,26,129,1778170052082,1778170052150,1013052,159497,792230
24,0,63,110,19,78,1778170054075,1778170054182,769401,98872,636625
25,0,37,273,50,180,1778170056093,1778170056164,859598,105861,662563
26,0,14,159,55,86,1778170058081,1778170058142,650902,225014,352264
27,0,15,89,7,72,1778170060078,1778170060159,543420,42724,439664
28,0,20,149,19,124,1778170062085,1778170062159,1206936,153892,1004444
29,0,19,140,30,98,1778170064082,1778170064137,503517,61330,417612
30,0,40,153,46,73,1778170066083,1778170066149,617160,185456,294651
31,0,0,213,72,109,1778170068084,1778170068148,1281183,432813,656010
32,0,9,157,34,97,1778170070095,1778170070168,1258808,272592,777759
33,0,6,267,146,57,1778170072100,1778170072156,599620,288137,185055
34,0,1,398,303,7,1778170074108,1778170074160,1580376,1203097,27859
35,0,6,368,263,15,1778170076097,1778170076162,2195444,1569040,89476
36,0,26,281,149,57,1778170078094,1778170078165,2237250,1186385,453760
37,0,33,123,24,79,1778170080085,1778170080168,446937,46517,361677
38,0,6,166,41,113,1778170082111,1778170082175,654063,161469,445340
39,0,1,376,265,15,1778170084107,1778170084161,2224717,1567920,88802
40,0,2,378,273,5,1778170086102,1778170086172,2994983,2163013,39627
41,0,0,398,310,6,1778170088114,1778170088161,768790,586284,27397
42,0,3,380,283,7,1778170090094,1778170090166,1478527,1101127,27237
43,0,1,383,284,4,1778170092109,1778170092178,2259373,1675358,23614
44,0,3,391,284,7,1778170094095,1778170094162,3080191,2237279,55139
45,0,3,399,286,6,1778170096098,1778170096153,759378,526995,35122
46,0,1,386,281,5,1778170098096,1778170098151,1477386,1075481,19169
47,0,0,396,298,3,1778170100108,1778170100168,2309407,1737929,17506
48,0,2,376,281,9,1778170102109,1778170102159,2937588,2195434,70301
49,0,4,383,293,4,1778170104120,1778170104169,704768,526898,23240
50,0,2,389,290,9,1778170106121,1778170106180,1479423,1102906,34241
51,0,30,134,59,56,1778170108095,1778170108170,775700,341567,324159
52,0,12,132,51,77,1778170110099,1778170110147,1024334,395704,597593
53,0,9,135,80,42,1778170112101,1778170112184,335433,141644,170712
54,0,9,134,67,53,1778170114115,1778170114187,503403,251661,199167
55,0,2,132,50,67,1778170116105,1778170116167,755611,286194,383582
56,0,64,78,46,12,1778170118101,1778170118204,604476,356474,93023
57,0,4,303,163,102,1778170120110,1778170120206,1035953,280776,689703
58,0,2,393,292,7,1778170122113,1778170122171,1446870,1074986,25813
59,0,12,367,268,4,1778170124338,1778170124413,2172086,1586151,23686
60,0,116,87,35,12,1778170126204,1778170126327,680775,273789,93954
61,0,0,246,60,167,1778170128160,1778170128229,1348823,101788,1214772
62,0,0,123,23,81,1778170130125,1778170130185,447169,83565,294608
63,0,13,164,48,102,1778170132137,1778170132194,923222,270064,574388
64,0,8,160,50,99,1778170134120,1778170134168,1214030,379361,751199
65,0,25,130,39,75,1778170136115,1778170136180,267909,61088,181721
66,0,18,190,41,124,1778170138123,1778170138180,676240,145882,441392
67,0,7,156,36,101,1778170140125,1778170140176,865906,199804,560644
68,0,74,82,24,40,1778170142120,1778170142171,618233,180935,301598
69,0,0,184,44,124,1778170144117,1778170144173,872282,66398,781739
70,0,19,203,68,107,1778170146124,1778170146174,710885,238076,374791
71,0,0,396,264,23,1778170148146,1778170148200,2185938,1457214,127111
72,0,1,375,272,3,1778170150129,1778170150190,2813490,2040717,22508
73,0,0,395,304,1,1778170152122,1778170152186,584879,443932,9495
74,0,0,380,288,3,1778170154121,1778170154169,1303859,988183,10308
75,0,3,373,282,4,1778170156126,1778170156189,2029371,1534265,21774
76,0,10,385,300,3,1778170158125,1778170158190,2861245,2229495,22337
77,0,1,401,301,10,1778170160123,1778170160174,631714,413895,94159
78,0,0,379,283,4,1778170162124,1778170162178,1273116,950632,13448
79,0,1,390,280,2,1778170164129,1778170164204,2097168,1505633,10750
80,0,17,343,217,27,1778170166135,1778170166221,2534108,1603223,199472
81,0,2,410,296,19,1778170168135,1778170168213,689413,399148,162136
82,0,0,397,298,4,1778170170129,1778170170198,1314138,986404,13275
83,0,1,393,288,3,1778170172131,1778170172192,2079137,1523628,15858
84,0,0,395,298,6,1778170174133,1778170174179,2867978,2163703,43560
85,0,4,382,280,6,1778170176146,1778170176201,477561,350069,7488
86,0,1,393,297,5,1778170178153,1778170178196,1270726,960275,16205
87,0,7,288,210,17,1778170180143,1778170180212,1509566,1100736,89078
88,0,13,156,73,68,1778170182132,1778170182191,1125573,526683,490678
89,0,6,113,43,59,1778170184127,1778170184198,326949,50992,262922
90,0,30,109,33,64,1778170186128,1778170186205,346963,104925,203868
91,0,17,144,46,85,1778170188131,1778170188201,744876,237815,439851
92,0,68,101,17,70,1778170190123,1778170190182,721888,121466,500397
93,0,72,124,10,108,1778170192137,1778170192198,831340,11457,813021
94,0,76,146,13,117,1778170194130,1778170194195,458505,40782,367529
95,0,55,167,36,117,1778170196139,1778170196220,861456,185560,603722
96,0,56,141,42,86,1778170198135,1778170198194,1005020,299266,613123
97,0,42,117,17,97,1778170200127,1778170200233,743243,19423,720399
98,0,14,113,21,78,1778170202131,1778170202195,349433,64877,241294
99,0,75,141,16,114,1778170204135,1778170204196,716857,81254,579743
100,0,64,143,18,113,1778170206139,1778170206205,1012885,127442,800497
101,0,20,108,10,90,1778170208128,1778170208193,794305,58513,711496
102,0,185,179,46,108,1778170210137,1778170210206,792580,139464,577316
103,0,227,288,148,88,1778170212143,1778170212211,1449665,744743,443257
104,0,190,410,295,31,1778170214139,1778170214213,2881747,2073342,218014
105,0,1,386,291,8,1778170216143,1778170216220,1921376,1456539,56206
106,0,96,274,184,15,1778170218139,1778170218254,838486,557782,53419
107,0,100,230,120,45,1778170220158,1778170220280,1161180,605717,227325
108,0,85,162,13,135,1778170222251,1778170222304,1145309,91878,954495
109,0,230,236,105,99,1778170224251,1778170224320,1131971,215148,834916
110,0,197,413,269,51,1778170226242,1778170226319,1492815,820583,388515
111,0,19,254,176,13,1778170228192,1778170228245,1263045,875173,64660
112,0,54,88,22,50,1778170230181,1778170230230,611971,152948,347781
113,0,39,238,26,187,1778170232174,1778170232242,1515201,80539,1322969
114,0,0,163,45,105,1778170234176,1778170234222,731592,131018,562718
115,0,39,156,28,108,1778170236175,1778170236235,767557,137698,531514
116,0,62,130,28,81,1778170238162,1778170238222,896961,193144,558970
117,0,49,181,22,141,1778170240177,1778170240258,1103252,76179,938522
118,0,26,164,19,136,1778170242177,1778170242250,707798,55056,626680
119,0,52,116,32,76,1778170244147,1778170244221,563835,155459,369511
120,0,35,170,34,120,1778170246174,1778170246235,1167401,233367,824198
121,0,42,164,44,92,1778170248162,1778170248224,785089,156538,541346
122,0,7,364,232,60,1778170250182,1778170250228,1323769,654270,466452
123,0,1,378,297,8,1778170252173,1778170252232,1821860,1431441,38597
124,0,2,394,291,3,1778170254168,1778170254255,2693702,1989521,20513
125,0,54,178,51,78,1778170256151,1778170256221,1052169,296151,445365
126,0,10,122,23,85,1778170258159,1778170258209,560515,63201,458833
127,0,0,10,0,10,1778170260141,1778170260207,47459,0,47459
128,0,0,0,0,0,1778170262140,1778170262229,0,0,0
129,0,0,0,0,0,1778170264140,1778170264203,0,0,0
130,0,0,0,0,0,1778170266141,1778170266199,0,0,0
