Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,0,174,81,80,1778170008060,1778170008117,429988,200123,197731
2,0,3,235,145,43,1778170010061,1778170010126,1051250,648575,192453
3,0,0,143,84,43,1778170012059,1778170012121,924459,543048,277965
4,0,0,119,49,53,1778170014058,1778170014116,476934,157674,287816
5,0,0,250,163,44,1778170016062,1778170016119,639901,396318,139055
6,0,5,220,125,63,1778170018068,1778170018140,977895,555634,280018
7,0,0,165,82,54,1778170020061,1778170020127,1059917,526707,346943
8,0,9,210,130,52,1778170022062,1778170022137,1144597,758996,229751
9,0,7,253,169,36,1778170024067,1778170024145,625362,406941,102842
10,0,11,243,152,39,1778170026064,1778170026137,1067952,668021,171383
11,0,0,145,77,49,1778170028062,1778170028130,925275,491334,312719
12,0,0,38,24,9,1778170030062,1778170030126,261981,152758,75388
13,0,0,111,18,91,1778170032063,1778170032107,570085,41304,524193
14,0,0,103,9,91,1778170034066,1778170034136,445264,38803,393528
15,0,0,190,54,118,1778170036067,1778170036124,1192778,338092,741994
16,0,0,223,97,94,1778170038073,1778170038145,1404611,601995,626136
17,0,0,105,31,64,1778170040067,1778170040128,265162,68718,174293
18,0,66,180,99,49,1778170042073,1778170042148,761023,418247,207565
19,0,0,116,33,72,1778170044072,1778170044157,722709,205448,448778
20,0,0,257,119,98,1778170046073,1778170046172,1609998,610077,807212
21,0,0,175,101,56,1778170048073,1778170048160,428576,219096,170398
22,0,0,220,138,33,1778170050070,1778170050137,909468,570281,136680
23,0,0,215,120,58,1778170052073,1778170052135,1315610,734075,355191
24,0,0,262,163,42,1778170054073,1778170054179,1375008,767964,342670
25,0,43,72,43,29,1778170056072,1778170056146,183482,90382,93100
26,0,37,112,69,40,1778170058073,1778170058137,457881,282093,163526
27,0,91,192,115,50,1778170060078,1778170060161,1172329,702155,305329
28,0,7,160,73,67,1778170062076,1778170062164,1296710,591706,542894
29,0,0,144,59,70,1778170064075,1778170064127,308479,119463,158668
30,0,0,188,92,61,1778170066079,1778170066141,756095,369910,245464
31,0,25,133,33,97,1778170068075,1778170068159,801528,198799,584655
32,0,0,122,22,95,1778170070077,1778170070162,977599,176260,761298
33,0,0,61,14,39,1778170072075,1778170072143,168080,27523,124837
34,0,0,50,1,48,1778170074075,1778170074141,197923,3952,190019
35,0,0,132,12,120,1778170076079,1778170076141,785442,71305,714137
36,0,0,167,35,124,1778170078081,1778170078143,1326312,277791,985027
37,0,0,227,99,79,1778170080084,1778170080158,727281,191328,441281
38,0,0,124,27,92,1778170082087,1778170082167,487210,106079,361480
39,0,0,24,1,21,1778170084078,1778170084135,141511,5894,123829
40,0,0,83,7,76,1778170086079,1778170086136,655022,55220,599802
41,0,0,88,1,87,1778170088081,1778170088144,862762,1875,860887
42,0,0,107,5,102,1778170090082,1778170090150,415115,19377,395738
43,0,0,88,5,83,1778170092083,1778170092164,518201,29430,488771
44,0,0,101,4,97,1778170094084,1778170094143,794187,31431,762756
45,0,0,97,3,94,1778170096086,1778170096147,932585,5496,927089
46,0,0,94,8,86,1778170098085,1778170098148,360591,30604,329987
47,0,0,106,2,104,1778170100087,1778170100142,616729,11603,605126
48,0,0,118,4,113,1778170102086,1778170102151,922153,31212,883136
49,0,0,100,10,90,1778170104090,1778170104157,892860,17865,874995
50,0,0,101,4,97,1778170106089,1778170106167,383367,15161,368206
51,0,0,257,104,130,1778170108095,1778170108161,1485632,600967,751765
