Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
82,0,1,105,2,102,1778170170016,1778170170077,337298,6368,327738
83,0,2,96,5,90,1778170172009,1778170172055,495987,25736,465107
84,0,1,116,5,109,1778170174013,1778170174077,832143,35788,782035
85,0,1,116,11,101,1778170176017,1778170176068,940873,12258,924160
86,0,1,98,2,94,1778170178011,1778170178064,304905,6201,292496
87,0,0,153,44,96,1778170180014,1778170180058,778936,223741,489086
88,0,23,265,138,67,1778170182026,1778170182077,1881845,979756,476113
89,0,136,190,78,81,1778170184015,1778170184090,856055,84240,738254
90,0,142,223,115,62,1778170186017,1778170186068,776699,350588,285861
91,0,150,304,151,74,1778170188018,1778170188076,1534810,762168,373872
92,0,40,216,133,43,1778170190016,1778170190057,1517279,934157,302160
93,0,59,155,53,91,1778170192017,1778170192080,1145131,278861,822908
94,0,51,178,92,66,1778170194025,1778170194085,563417,278613,224228
95,0,5,146,66,63,1778170196017,1778170196070,731355,330537,315676
96,0,5,176,84,72,1778170198024,1778170198078,1234136,588936,504986
97,0,5,188,84,67,1778170200027,1778170200078,1051822,307436,603625
98,0,10,131,74,25,1778170202017,1778170202070,412795,219367,98530
99,0,5,197,99,67,1778170204022,1778170204071,976555,490371,332650
100,0,4,182,99,60,1778170206020,1778170206071,1264553,687620,417175
101,0,7,133,48,72,1778170208021,1778170208073,997007,284680,644255
102,0,4,181,72,85,1778170210022,1778170210074,839471,209012,560779
103,0,6,142,47,74,1778170212024,1778170212088,697593,230696,363823
104,0,2,99,8,88,1778170214094,1778170214144,689392,55662,612859
105,0,0,108,9,98,1778170216074,1778170216112,931966,56217,874856
106,0,6,119,30,81,1778170218107,1778170218179,689299,88502,577196
107,0,0,167,56,90,1778170220071,1778170220143,820852,275045,442666
108,0,8,170,92,60,1778170222073,1778170222120,1170306,633177,413227
109,0,9,156,64,72,1778170224046,1778170224119,1192820,447942,639486
110,0,1,103,9,89,1778170226048,1778170226095,580547,25426,540976
111,0,4,146,45,95,1778170228061,1778170228140,710978,218951,462835
112,0,6,192,84,78,1778170230051,1778170230150,1319896,577291,536435
113,0,7,246,130,65,1778170232050,1778170232093,1325551,535840,572959
114,0,5,199,114,44,1778170234043,1778170234086,729098,316404,298913
115,0,9,236,140,54,1778170236049,1778170236098,1128606,669249,258586
116,0,10,149,69,50,1778170238044,1778170238100,1009934,467516,339140
117,0,10,218,110,73,1778170240043,1778170240087,1244214,466326,639709
118,0,61,126,48,58,1778170242048,1778170242098,594876,131795,408163
119,0,7,243,107,99,1778170244058,1778170244104,1152957,507343,470189
120,0,9,242,139,72,1778170246052,1778170246131,1636568,939675,487308
121,0,8,220,122,61,1778170248057,1778170248127,1082674,425426,534168
122,0,0,104,43,55,1778170250034,1778170250075,574653,114708,443937
123,0,0,101,7,91,1778170252028,1778170252087,472483,32716,425742
124,0,0,103,2,100,1778170254041,1778170254093,688059,13346,668040
125,0,7,224,99,94,1778170256057,1778170256099,1277378,361063,815947
126,0,4,160,81,54,1778170258043,1778170258088,637607,212807,359133
127,0,0,11,0,11,1778170260029,1778170260086,50860,0,50860
128,0,0,0,0,0,1778170262023,1778170262069,0,0,0
129,0,0,0,0,0,1778170264027,1778170264075,0,0,0
130,0,0,0,0,0,1778170266024,1778170266078,0,0,0
