Block Height,EpochID of this block,TxPool Size,# of all Txs in this block,# of Relay1 Txs in this block,# of Relay2 Txs in this block,TimeStamp - Propose (unixMill),TimeStamp - Commit (unixMill),"SUM of confirm latency (ms, All Txs)","SUM of confirm latency (ms, Relay1 Txs) (Duration: Relay1 proposed -> Relay1 Commit)","SUM of confirm latency (ms, Relay2 Txs) (Duration: Relay1 proposed -> Relay2 Commit)"
1,0,53,267,184,0,1778170007958,1778170008013,632213,435727,0
2,0,17,253,79,125,1778170009963,1778170010001,1100887,343487,544345
3,0,28,287,110,111,1778170011958,1778170012005,1822385,698291,705106
4,0,51,278,102,107,1778170013962,1778170014021,1610901,403699,894943
5,0,8,251,101,121,1778170015956,1778170016010,1169094,234397,867401
6,0,13,238,115,83,1778170017957,1778170018011,1027730,496246,358875
7,0,9,261,126,72,1778170019960,1778170020031,1652266,797404,456128
8,0,8,202,119,42,1778170021959,1778170022008,962846,474293,348802
9,0,13,181,80,72,1778170023959,1778170024017,758270,182487,509631
10,0,5,207,97,86,1778170025961,1778170026035,888870,416253,369628
11,0,52,194,86,60,1778170027963,1778170028019,1216841,539257,376610
12,0,0,148,2,140,1778170029959,1778170029994,1212238,16484,1154337
13,0,0,103,5,97,1778170031968,1778170032041,673748,11155,660356
14,0,1,96,10,85,1778170033959,1778170034002,402179,41730,356273
15,0,2,118,35,80,1778170035966,1778170036016,728365,215379,494524
16,0,4,256,124,85,1778170037967,1778170038004,1288470,422477,692496
17,0,14,205,118,45,1778170039966,1778170040019,673982,249085,336248
18,0,0,70,7,62,1778170041962,1778170042008,286771,28611,254072
19,0,1,126,19,105,1778170043968,1778170044015,767400,115609,639621
20,0,4,146,37,98,1778170045966,1778170046024,1180739,299025,792811
21,0,22,232,120,65,1778170047969,1778170048014,809801,244097,470046
22,0,37,186,55,96,1778170049966,1778170050025,749717,221485,387276
23,0,13,263,125,102,1778170051974,1778170052031,1584029,752347,615006
24,0,5,179,91,64,1778170053973,1778170054035,1434728,729222,513219
25,0,12,198,102,74,1778170055974,1778170056031,778674,202881,532023
26,0,55,199,84,43,1778170057973,1778170058012,788830,332909,170579
27,0,18,301,107,153,1778170059973,1778170060028,1798816,639203,914674
28,0,39,179,80,66,1778170061975,1778170062027,1426504,637385,526191
29,0,36,204,93,69,1778170063977,1778170064027,948774,179862,687689
30,0,11,199,95,68,1778170065975,1778170066029,780302,371641,267790
31,0,9,240,148,54,1778170067975,1778170068035,1416873,873177,319529
32,0,17,283,181,43,1778170069977,1778170070034,2231322,1426627,339649
33,0,7,168,92,31,1778170071977,1778170072034,560660,170778,306347
34,0,0,72,1,66,1778170073976,1778170074028,276882,3839,253848
35,0,0,112,21,89,1778170075975,1778170076016,652503,122187,518681
36,0,6,165,66,77,1778170077982,1778170078028,1291347,516273,603016
37,0,17,201,96,67,1778170079980,1778170080057,904740,175234,660159
38,0,17,310,178,69,1778170081983,1778170082021,1173518,673365,261805
39,0,0,68,21,37,1778170083981,1778170084028,393558,121486,214214
40,0,1,101,6,94,1778170085982,1778170086048,788114,46797,733519
41,0,0,91,4,86,1778170087982,1778170088048,851597,7113,842704
42,0,2,122,13,108,1778170089990,1778170090049,460926,49051,408100
43,0,0,107,10,94,1778170091983,1778170092032,615930,57529,541147
44,0,0,104,8,96,1778170093983,1778170094037,806758,62007,744751
45,0,1,83,2,81,1778170095984,1778170096045,794074,3460,790614
46,0,0,106,5,100,1778170097986,1778170098041,395285,18591,372977
47,0,1,87,2,85,1778170099993,1778170100082,501009,11484,489525
48,0,0,120,15,102,1778170101986,1778170102031,923246,115257,784936
49,0,0,105,6,97,1778170103991,1778170104039,953634,10015,940283
50,0,1,98,7,91,1778170105986,1778170106048,360249,25687,334562
51,0,28,210,79,85,1778170107993,1778170108050,1190838,447818,482259
52,0,62,294,98,116,1778170109996,1778170110054,2254466,751245,889968
53,0,52,319,79,153,1778170111996,1778170112044,1748073,128881,1477349
54,0,30,338,121,164,1778170113998,1778170114043,1223397,436710,595293
55,0,46,298,121,108,1778170116010,1778170116054,1673384,678928,607297
56,0,35,255,88,114,1778170118027,1778170118101,1951090,672866,872969
57,0,17,225,83,100,1778170120041,1778170120079,1162266,132630,962499
58,0,0,97,5,89,1778170122035,1778170122084,349296,17981,320528
59,0,2,103,16,84,1778170124107,1778170124198,587873,91208,479564
60,0,0,265,128,85,1778170126037,1778170126101,2013899,972387,646512
61,0,30,265,124,68,1778170128028,1778170128074,954327,191105,650706
62,0,8,254,142,73,1778170130020,1778170130081,898169,501359,259049
63,0,27,254,139,54,1778170132012,1778170132086,1402534,767083,298806
64,0,15,296,176,61,1778170134012,1778170134086,2222000,1320680,458580
65,0,13,216,127,43,1778170136022,1778170136063,658229,183966,407677
66,0,0,267,148,64,1778170138015,1778170138081,924048,512015,221760
67,0,41,247,140,51,1778170140039,1778170140098,1351962,766161,279340
68,0,0,186,83,62,1778170142015,1778170142096,1388560,619502,463049
69,0,18,223,111,68,1778170144012,1778170144053,856222,154346,640707
70,0,18,262,149,69,1778170146013,1778170146085,894411,508309,235999
71,0,3,73,11,57,1778170148007,1778170148059,393043,59174,306975
72,0,1,113,18,95,1778170150017,1778170150063,834082,132734,701348
73,0,2,100,0,100,1778170152010,1778170152079,939229,0,939229
74,0,0,103,7,93,1778170154008,1778170154095,347041,23534,313419
75,0,1,116,11,102,1778170156009,1778170156084,620059,58729,545316
76,0,2,105,9,96,1778170158009,1778170158117,773608,66228,707380
77,0,3,109,0,109,1778170160018,1778170160076,1015660,0,1015660
78,0,2,115,7,105,1778170162012,1778170162075,376518,22785,343969
79,0,0,113,4,106,1778170164012,1778170164056,591786,20914,555187
80,0,2,107,27,78,1778170166009,1778170166076,775456,195553,565419
81,0,1,69,2,67,1778170168010,1778170168060,620573,2388,618185
