EpochID,Total tx # in this epoch,Normal tx # in this epoch,Relay1 tx # in this epoch,Relay2 tx # in this epoch,Epoch start time,Epoch end time,Avg. TPS of this epoch
0,20000.00000000000000000000000000000000000000000000000000000000,5137,14863,14863,1778170894203,1778170994381,199.64432981920970178180141374468803405761718750000000000000
